Date,Timepoint,Date.Num,Run.Number,Start.Time,Stop.Time,Chamber,Channel,Position,Species,Fragment.ID,Plug.ID,Treatment,Tank,Light.or.Dark,Vol.ml,pH.mV,Temp.C,Salinity,Surface.Area,Bottle.Number,TA.Start.Time,TA.Stop.Time,Notes
20180922,Day1,9/22/18,Run2,16:16,16:48,4,4,4,Montipora,M-1163_20180922,1163,HTHC,2,Resp,599,NA,NA,NA,18.5841466,NA,NA,NA,
20180922,Day1,9/22/18,Run2,14:15,15:36,6,6,7,Montipora,M-1175_20180922,1175,ATHC,3,Photo,595,-46.6,28.78,34.31,13.1249831,"45,46",14:49,16:03,
20180922,Day1,9/22/18,Run2,16:16,16:48,6,6,7,Montipora,M-1175_20180922,1175,ATHC,3,Resp,595,NA,NA,NA,13.1249831,NA,NA,NA,
20180922,Day1,9/22/18,Run2,14:15,15:36,9,9,12,Pocillopora,P-1211_20180922,1211,ATHC,3,Photo,592,-50.7,28.78,34.39,37.80756,"39,40",14:53,15:55,
20180922,Day1,9/22/18,Run2,16:16,16:48,9,9,12,Pocillopora,P-1211_20180922,1211,ATHC,3,Resp,592,NA,NA,NA,37.80756,NA,NA,NA,
20180922,Day1,9/22/18,Run2,14:15,15:36,1,1,1,Pocillopora,P-1213_20180922,1213,HTHC,2,Photo,597,-49.1,29.78,34.4,16.12752,"37,38",14:44,15:48,
20180922,Day1,9/22/18,Run2,16:16,16:48,1,1,1,Pocillopora,P-1213_20180922,1213,HTHC,2,Resp,597,NA,NA,NA,16.12752,NA,NA,NA,
20180922,Day1,9/22/18,Run2,14:15,15:36,8,8,10,Pocillopora,P-1253_20180922,1253,ATHC,3,Photo,600,-47.3,28.78,34.3,11.997352,"41,42",14:52,15:57,
20180922,Day1,9/22/18,Run2,16:16,16:48,8,8,10,Pocillopora,P-1253_20180922,1253,ATHC,3,Resp,600,NA,NA,NA,11.997352,NA,NA,NA,
20180922,Day1,9/22/18,Run2,14:15,15:36,5,5,6,Montipora,M-1426_20180922,1426,HTHC,2,Photo,592,-49.4,29.77,34.37,32.1201875,"29,30",14:48,15:35,took probes out early before stopping presens 
20180922,Day1,9/22/18,Run2,16:16,16:48,5,5,6,Montipora,M-1426_20180922,1426,HTHC,2,Resp,592,NA,NA,NA,32.1201875,NA,NA,NA,
20180922,Day1,9/22/18,Run2,14:15,15:36,10,10,8,Blank,B2AMB_20180922,B2AMB,ATHC,3,Photo,599,-42.8,28.81,34.32,NA,"47,48",14:50,16:06,
20180922,Day1,9/22/18,Run2,16:16,16:48,10,10,8,Blank,B2AMB_20180922,B2AMB,ATHC,3,Resp,599,NA,NA,NA,NA,NA,NA,NA,
20180922,Day1,9/22/18,Run2,14:15,15:36,2,2,2,Blank,B2HOT_20180922,B2HOT,HTHC,2,Photo,604,-45.5,29.84,34.39,NA,"35,36",14:45,15:44,
20180922,Day1,9/22/18,Run2,16:16,16:48,2,2,2,Blank,B2HOT_20180922,B2HOT,HTHC,2,Resp,604,NA,NA,NA,NA,NA,NA,NA,
20180922,Day1,9/22/18,Run3,17:46,18:24,1,1,1,Montipora,M-1232_20180922,1232,HTAC,4,Photo,590,-62.8,29.73,34.45,27.33223,57,17:35,18:37,switched to single delta TA samples b/c of number of bottles left
20180922,Day1,9/22/18,Run3,18:59,19:40,1,1,1,Montipora,M-1232_20180922,1232,HTAC,4,Resp,590,NA,NA,NA,27.33223,NA,NA,NA,
20180922,Day1,9/22/18,Run3,17:46,18:24,3,3,4,Pocillopora,P-1311_20180922,1311,HTAC,4,Photo,600,-62.7,29.68,34.53,21.707504,54,17:36,18:29,
20180922,Day1,9/22/18,Run3,18:59,19:40,3,3,4,Pocillopora,P-1311_20180922,1311,HTAC,4,Resp,600,NA,NA,NA,21.707504,NA,NA,NA,
20180922,Day1,9/22/18,Run3,17:46,18:24,8,8,10,Montipora,M-1549_20180922,1549,ATAC,8,Photo,598,-64.1,28.27,34.35,21.14836,59,17:40,18:46,
20180922,Day1,9/22/18,Run3,18:59,19:40,8,8,10,Montipora,M-1549_20180922,1549,ATAC,8,Resp,598,NA,NA,NA,21.14836,NA,NA,NA,
20180922,Day1,9/22/18,Run3,17:46,18:24,6,6,7,Pocillopora,P-1602_20180922,1602,ATAC,8,Photo,596,-66.5,28.28,34.3,27.00558,62,17:39,18:53,
20180922,Day1,9/22/18,Run3,18:59,19:40,6,6,7,Pocillopora,P-1602_20180922,1602,ATAC,8,Resp,596,NA,NA,NA,27.00558,NA,NA,NA,
20180922,Day1,9/22/18,Run3,17:46,18:24,7,7,9,Pocillopora,P-1620_20180922,1620,ATAC,8,Photo,596,-63.7,28.26,34.36,18.05165,60,17:40,18:48,
20180922,Day1,9/22/18,Run3,18:59,19:40,7,7,9,Pocillopora,P-1620_20180922,1620,ATAC,8,Resp,596,NA,NA,NA,18.05165,NA,NA,NA,
20180922,Day1,9/22/18,Run3,17:46,18:24,2,2,3,Pocillopora,P-1741_20180922,1741,HTAC,4,Photo,604,-62.3,29.7,34.48,19.98921,55,17:35,18:32,
20180922,Day1,9/22/18,Run3,18:59,19:40,2,2,3,Pocillopora,P-1741_20180922,1741,HTAC,4,Resp,604,NA,NA,NA,19.98921,NA,NA,NA,
20180922,Day1,9/22/18,Run3,17:46,18:24,10,10,12,Montipora,M-2001_20180922,2001,ATAC,8,Photo,596,-63.1,28.14,34.39,12.69541,58,17:42,18:44,
20180922,Day1,9/22/18,Run3,18:59,19:40,10,10,12,Montipora,M-2001_20180922,2001,ATAC,8,Resp,596,NA,NA,NA,12.69541,NA,NA,NA,
20180922,Day1,9/22/18,Run3,17:46,18:24,5,5,6,Montipora,M-2153_20180922,2153,HTAC,4,Photo,600,-61.4,29.64,34.58,16.3199362,53,17:37,18:26,
20180922,Day1,9/22/18,Run3,18:59,19:40,5,5,6,Montipora,M-2153_20180922,2153,HTAC,4,Resp,600,NA,NA,NA,16.3199362,NA,NA,NA,
20180922,Day1,9/22/18,Run3,17:46,18:24,9,9,8,Blank,B3AMB_20180922,B3AMB,ATAC,8,Photo,602,-61.1,28.32,34.33,NA,61,17:41,18:50,
20180922,Day1,9/22/18,Run3,18:59,19:40,9,9,8,Blank,B3AMB_20180922,B3AMB,ATAC,8,Resp,602,NA,NA,NA,NA,NA,NA,NA,
20180922,Day1,9/22/18,Run3,17:46,18:24,4,4,2,Blank,B3HOT_20180922,B3HOT,HTAC,4,Photo,606,-60.1,29.67,34.51,NA,56,17:37,18:35,
20180922,Day1,9/22/18,Run3,18:59,19:40,4,4,2,Blank,B3HOT_20180922,B3HOT,HTAC,4,Resp,606,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:27,9:45,3,3,3,Montipora,M-1265_20180923,1265,HTHC,5,Photo,598,NA,NA,NA,14.2660377,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:48,10:12,3,3,3,Montipora,M-1265_20180923,1265,HTHC,5,Resp,598,-43.3,29.01,34.45,14.2660377,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:27,9:45,5,5,6,Pocillopora,P-1339_20180923,1339,HTHC,5,Photo,598,NA,NA,NA,21.03182,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:48,10:12,5,5,6,Pocillopora,P-1339_20180923,1339,HTHC,5,Resp,598,-44.1,29.05,34.69,21.03182,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:27,9:45,1,1,1,Pocillopora,P-1655_20180923,1655,HTHC,5,Photo,596,NA,NA,NA,23.65848,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:48,10:12,1,1,1,Pocillopora,P-1655_20180923,1655,HTHC,5,Resp,596,-42.3,29.08,34.46,23.65848,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:27,9:45,10,10,12,Pocillopora,P-1825_20180923,1825,ATHC,11,Photo,588,NA,NA,NA,51.93427,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:48,10:12,10,10,12,Pocillopora,P-1825_20180923,1825,ATHC,11,Resp,588,-40.6,27.4,34.23,51.93427,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:27,9:45,4,4,4,Montipora,M-2297_20180923,2297,HTHC,5,Photo,600,NA,NA,NA,25.9808658,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:48,10:12,4,4,4,Montipora,M-2297_20180923,2297,HTHC,5,Resp,600,-42.4,29.01,34.51,25.9808658,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:27,9:45,9,9,10,Montipora,M-2529_20180923,2529,ATHC,11,Photo,598,NA,NA,NA,17.7697468,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:48,10:12,9,9,10,Montipora,M-2529_20180923,2529,ATHC,11,Resp,598,-38.6,27.3,34.31,17.7697468,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:27,9:45,6,6,7,Pocillopora,P-2531_20180923,2531,ATHC,11,Photo,596,NA,NA,NA,36.71125,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:48,10:12,6,6,7,Pocillopora,P-2531_20180923,2531,ATHC,11,Resp,596,-40.1,27.23,34.32,36.71125,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:27,9:45,7,7,9,Montipora,M-2535_20180923,2535,ATHC,11,Photo,600,NA,NA,NA,13.8946356,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:48,10:12,7,7,9,Montipora,M-2535_20180923,2535,ATHC,11,Resp,600,-38.3,27.22,34.33,13.8946356,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:27,9:45,8,8,8,Blank,B1AMB_20180923,B1AMB,ATHC,11,Photo,608,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:48,10:12,8,8,8,Blank,B1AMB_20180923,B1AMB,ATHC,11,Resp,608,-38.7,27.25,34.3,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:27,9:45,2,2,2,Blank,B1HOT_20180923,B1HOT,HTHC,5,Photo,610,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run1,9:48,10:12,2,2,2,Blank,B1HOT_20180923,B1HOT,HTHC,5,Resp,610,-42.1,29.01,34.48,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:01,11:07,9,9,10,Pocillopora,P-1430_20180923,1430,ATAC,6,Photo,594,NA,NA,NA,33.028557,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:20,11:42,9,9,10,Pocillopora,P-1430_20180923,1430,ATAC,6,Resp,594,-58,27.69,34.26,33.028557,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:01,11:07,6,6,7,Pocillopora,P-1437_20180923,1437,ATAC,6,Photo,590,NA,NA,NA,39.48111,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:20,11:42,6,6,7,Pocillopora,P-1437_20180923,1437,ATAC,6,Resp,590,-58.5,27.69,34.26,39.48111,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:01,11:07,7,7,8,Montipora,M-1479_20180923,1479,ATAC,6,Photo,590,NA,NA,NA,16.1677955,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:20,11:42,7,7,8,Montipora,M-1479_20180923,1479,ATAC,6,Resp,590,-58.6,27.74,34.25,16.1677955,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:01,11:07,4,4,4,Montipora,M-1687_20180923,1687,HTAC,9,Photo,591,NA,NA,NA,24.468409,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:20,11:42,4,4,4,Montipora,M-1687_20180923,1687,HTAC,9,Resp,591,-56.8,29.01,34.31,24.468409,NA,NA,NA,added 5 mL spill
20180923,Day2,9/23/18,Run2,11:01,11:07,5,5,6,Pocillopora,P-1691_20180923,1691,HTAC,9,Photo,605,NA,NA,NA,10.27906,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:20,11:42,5,5,6,Pocillopora,P-1691_20180923,1691,HTAC,9,Resp,605,-56.8,28.41,34.35,10.27906,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:01,11:07,2,2,2,Montipora,M-1708_20180923,1708,HTAC,9,Photo,602,NA,NA,NA,17.035892,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:20,11:42,2,2,2,Montipora,M-1708_20180923,1708,HTAC,9,Resp,602,-56.7,29.02,34.29,17.035892,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:01,11:07,3,3,3,Pocillopora,P-1735_20180923,1735,HTAC,9,Photo,598,NA,NA,NA,33.05988,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:20,11:42,3,3,3,Pocillopora,P-1735_20180923,1735,HTAC,9,Resp,598,-58.3,28.92,34.07,33.05988,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:01,11:07,8,8,9,Montipora,M-2360_20180923,2360,ATAC,6,Photo,597,NA,NA,NA,17.653404,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:20,11:42,8,8,9,Montipora,M-2360_20180923,2360,ATAC,6,Resp,597,-56.7,27.77,34.3,17.653404,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:01,11:07,10,10,12,Blank,B2AMB_20180923,B2AMB,ATAC,6,Photo,598,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:20,11:42,10,10,12,Blank,B2AMB_20180923,B2AMB,ATAC,6,Resp,598,-58.5,27.68,34.24,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:01,11:07,1,1,1,Blank,B2HOT_20180923,B2HOT,HTAC,9,Photo,596,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run2,11:20,11:42,1,1,1,Blank,B2HOT_20180923,B2HOT,HTAC,9,Resp,596,-56.7,29.02,34.3,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run3,12:42,12:58,2,2,3,Montipora,M-2008_20180923,2008,HTHC,10,Photo,598,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,13:00,13:26,2,2,3,Montipora,M-2008_20180923,2008,HTHC,10,Resp,598,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,12:42,12:58,3,3,4,Montipora,M-2512_20180923,2512,HTHC,10,Photo,594,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,13:00,13:26,3,3,4,Montipora,M-2512_20180923,2512,HTHC,10,Resp,594,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,12:42,12:58,4,4,6,Pocillopora,P-2522_20180923,2522,HTHC,10,Photo,600,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,13:00,13:26,4,4,6,Pocillopora,P-2522_20180923,2522,HTHC,10,Resp,600,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,12:42,12:58,1,1,1,Pocillopora,P-2523_20180923,2523,HTHC,10,Photo,592,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,13:00,13:26,1,1,1,Pocillopora,P-2523_20180923,2523,HTHC,10,Resp,592,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,12:42,12:58,6,6,7,Pocillopora,P-2752_20180923,2752,ATHC,12,Photo,596,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,13:00,13:26,6,6,7,Pocillopora,P-2752_20180923,2752,ATHC,12,Resp,596,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,12:42,12:58,10,10,12,Pocillopora,P-2880_20180923,2880,ATHC,12,Photo,592,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,13:00,13:26,10,10,12,Pocillopora,P-2880_20180923,2880,ATHC,12,Resp,592,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,12:42,12:58,9,9,10,Montipora,M-2976_20180923,2976,ATHC,12,Photo,594,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,13:00,13:26,9,9,10,Montipora,M-2976_20180923,2976,ATHC,12,Resp,594,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,12:42,12:58,7,7,9,Montipora,M-3003_20180923,3003,ATHC,12,Photo,598,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,13:00,13:26,7,7,9,Montipora,M-3003_20180923,3003,ATHC,12,Resp,598,NA,NA,NA,30,NA,NA,NA,
20180923,Day2,9/23/18,Run3,12:42,12:58,8,8,8,Blank,B3AMB_20180923,B3AMB,ATHC,12,Photo,606,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run3,13:00,13:26,8,8,8,Blank,B3AMB_20180923,B3AMB,ATHC,12,Resp,606,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run3,12:42,12:58,5,5,2,Blank,B3HOT_20180923,B3HOT,HTHC,10,Photo,606,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run3,13:00,13:26,5,5,2,Blank,B3HOT_20180923,B3HOT,HTHC,10,Resp,606,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:09,14:26,10,10,10,Montipora,M-1061_20180923,1061,ATAC,1,Photo,592,NA,NA,NA,33.1851718,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:28,15:02,10,10,10,Montipora,M-1061_20180923,1061,ATAC,1,Resp,592,NA,NA,NA,33.1851718,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:09,14:26,7,7,12,Pocillopora,P-1077_20180923,1077,ATAC,1,Photo,598,NA,NA,NA,29.8515023,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:28,15:02,7,7,12,Pocillopora,P-1077_20180923,1077,ATAC,1,Resp,598,NA,NA,NA,29.8515023,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:09,14:26,9,9,9,Montipora,M-1104_20180923,1104,ATAC,1,Photo,594,NA,NA,NA,22.5398029,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:28,15:02,9,9,9,Montipora,M-1104_20180923,1104,ATAC,1,Resp,594,NA,NA,NA,22.5398029,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:09,14:26,6,6,7,Pocillopora,P-1187_20180923,1187,ATAC,1,Photo,592,NA,NA,NA,39.90173,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:28,15:02,6,6,7,Pocillopora,P-1187_20180923,1187,ATAC,1,Resp,592,NA,NA,NA,39.90173,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:09,14:26,5,5,6,Montipora,M-1470_20180923,1470,HTAC,7,Photo,596,NA,NA,NA,24.906932,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:28,15:02,5,5,6,Montipora,M-1470_20180923,1470,HTAC,7,Resp,596,NA,NA,NA,24.906932,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:09,14:26,1,1,3,Pocillopora,P-1491_20180923,1491,HTAC,7,Photo,592,NA,NA,NA,30.46454,NA,NA,NA,"small amount of green at base, very pale"
20180923,Day2,9/23/18,Run4,14:28,15:02,1,1,3,Pocillopora,P-1491_20180923,1491,HTAC,7,Resp,592,NA,NA,NA,30.46454,NA,NA,NA,"small amount of green at base, very pale"
20180923,Day2,9/23/18,Run4,14:09,14:26,3,3,1,Montipora,M-2378_20180923,2378,HTAC,7,Photo,596,NA,NA,NA,28.0213401,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:28,15:02,3,3,1,Montipora,M-2378_20180923,2378,HTAC,7,Resp,596,NA,NA,NA,28.0213401,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:09,14:26,2,2,4,Pocillopora,P-2384_20180923,2384,HTAC,7,Photo,604,NA,NA,NA,24.76374,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:28,15:02,2,2,4,Pocillopora,P-2384_20180923,2384,HTAC,7,Resp,604,NA,NA,NA,24.76374,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:09,14:26,8,8,8,Blank,B4AMB_20180923,B4AMB,ATAC,1,Photo,604,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:28,15:02,8,8,8,Blank,B4AMB_20180923,B4AMB,ATAC,1,Resp,604,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:09,14:26,4,4,2,Blank,B4HOT_20180923,B4HOT,HTAC,7,Photo,608,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run4,14:28,15:02,4,4,2,Blank,B4HOT_20180923,B4HOT,HTAC,7,Resp,608,NA,NA,NA,NA,NA,NA,NA,
20180923,Day2,9/23/18,Run5,15:46,16:05,6,6,9,Pocillopora,P-1180_20180923,1180,ATHC,3,Photo,596,NA,NA,NA,26.8534,NA,NA,NA,
20180923,Day2,9/23/18,Run5,16:07,16:28,6,6,9,Pocillopora,P-1180_20180923,1180,ATHC,3,Resp,596,NA,NA,NA,26.8534,NA,NA,NA,
20180923,Day2,9/23/18,Run5,15:46,16:05,2,2,4,Montipora,M-1182_20180923,1182,HTHC,2,Photo,598,NA,NA,NA,41.1591305,NA,NA,NA,
20180923,Day2,9/23/18,Run5,16:07,16:28,2,2,4,Montipora,M-1182_20180923,1182,HTHC,2,Resp,598,NA,NA,NA,41.1591305,NA,NA,NA,
20180923,Day2,9/23/18,Run5,15:46,16:05,4,4,6,Pocillopora,P-1188_20180923,1188,HTHC,2,Photo,602,NA,NA,NA,11.62595,NA,NA,NA,
20180923,Day2,9/23/18,Run5,16:07,16:28,4,4,6,Pocillopora,P-1188_20180923,1188,HTHC,2,Resp,602,NA,NA,NA,11.62595,NA,NA,NA,
20180923,Day2,9/23/18,Run5,15:46,16:05,1,1,3,Montipora,M-1197_20180923,1197,HTHC,2,Photo,590,NA,NA,NA,5.4374068,NA,NA,NA,
20180923,Day2,9/23/18,Run5,16:07,16:28,1,1,3,Montipora,M-1197_20180923,1197,HTHC,2,Resp,590,NA,NA,NA,5.4374068,NA,NA,NA,
20180923,Day2,9/23/18,Run5,15:46,16:05,8,8,7,Pocillopora,P-1252_20180923,1252,ATHC,3,Photo,594,NA,NA,NA,43.3249,NA,NA,NA,
20180923,Day2,9/23/18,Run5,16:07,16:28,8,8,7,Pocillopora,P-1252_20180923,1252,ATHC,3,Resp,594,NA,NA,NA,43.3249,NA,NA,NA,
20180923,Day2,9/23/18,Run5,15:46,16:05,7,7,10,Montipora,M-1304_20180923,1304,ATHC,3,Photo,594,NA,NA,NA,20.7096407,NA,NA,NA,
20180923,Day2,9/23/18,Run5,16:07,16:28,7,7,10,Montipora,M-1304_20180923,1304,ATHC,3,Resp,594,NA,NA,NA,20.7096407,NA,NA,NA,
20180923,Day2,9/23/18,Run5,15:46,16:05,5,5,1,Pocillopora,P-1324_20180923,1324,HTHC,2,Photo,600,NA,NA,NA,33.75794,NA,NA,NA,
