Date,Time,Tank,Position,PAR,Instrument,Measure_Type,Notes
20190107,14:24,1,1,38.46,LICOR-193,One-point,Very Cloudy
20190107,14:25,2,1,47.62,LICOR-193,One-point,Very Cloudy
20190107,14:26,3,1,45.46,LICOR-193,One-point,Very Cloudy
20190107,14:26,4,1,58.31,LICOR-193,One-point,Very Cloudy
20190107,14:27,5,1,28.4,LICOR-193,One-point,Very Cloudy
20190107,14:28,6,1,61.71,LICOR-193,One-point,Very Cloudy
20190107,14:28,7,1,39,LICOR-193,One-point,Very Cloudy
20190107,14:29,8,1,46.14,LICOR-193,One-point,Very Cloudy
20190107,14:29,9,1,76.08,LICOR-193,One-point,Very Cloudy
20190107,14:30,10,1,53.48,LICOR-193,One-point,Very Cloudy
20190107,14:31,11,1,64.32,LICOR-193,One-point,Very Cloudy
20190107,14:31,12,1,110.4,LICOR-193,One-point,Very Cloudy
20190108,13:03,1,1,358.5,LICOR-193,One-point,Sunny
20190108,13:02,2,1,228.7,LICOR-193,One-point,Sunny
20190108,13:01,3,1,117.4,LICOR-193,One-point,Sunny
20190108,13:01,4,1,104.1,LICOR-193,One-point,Sunny
20190108,13:00,5,1,105.8,LICOR-193,One-point,Sunny
20190108,13:00,6,1,114.7,LICOR-193,One-point,Sunny
20190108,12:59,7,1,464.8,LICOR-193,One-point,Sunny
20190108,12:58,8,1,307.4,LICOR-193,One-point,Sunny
20190108,12:57,9,1,324.5,LICOR-193,One-point,Sunny
20190108,12:57,10,1,119.7,LICOR-193,One-point,Sunny
20190108,12:56,11,1,321.4,LICOR-193,One-point,Sunny
20190108,12:55,12,1,162.6,LICOR-193,One-point,Sunny
20190109,12:55,1,1,283.5,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190109,12:55,2,1,191.6,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190109,12:54,3,1,188.8,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190109,12:53,4,1,51.29,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190109,12:52,5,1,57.25,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190109,12:52,6,1,123.3,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190109,12:52,7,1,234.9,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190109,12:51,8,1,211.9,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190109,12:50,9,1,310.1,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190109,12:50,10,1,80.14,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190109,12:49,11,1,265.4,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190109,12:48,12,1,167.8,LICOR-193,One-point,sunny (some tanks shadowed by trees)
20190110,14:38,1,1,80.16,LICOR-193,One-point,overcast
20190110,14:38,2,1,90.45,LICOR-193,One-point,overcast
20190110,14:39,3,1,112.6,LICOR-193,One-point,overcast
20190110,14:40,4,1,75.46,LICOR-193,One-point,overcast
20190110,14:41,5,1,81.42,LICOR-193,One-point,overcast
20190110,14:41,6,1,86.64,LICOR-193,One-point,overcast
20190110,14:42,7,1,97.14,LICOR-193,One-point,overcast
20190110,14:43,8,1,80.46,LICOR-193,One-point,overcast
20190110,14:44,9,1,74.21,LICOR-193,One-point,overcast
20190110,14:44,10,1,95.74,LICOR-193,One-point,overcast
20190110,14:45,11,1,102.3,LICOR-193,One-point,overcast
20190110,14:46,12,1,114.4,LICOR-193,One-point,overcast
