Mooring Name,Latitude,Longitude,Date,Time,xCO2  SW (wet) (umol/mol),QF,H2O (mmol/mol),xCO2  Air (wet) (umol/mol),QF,H2O (mmol/mol),Licor Atm Pressure  (hPa),Licor Temp (C),% O2,SST (C),Salinity,xCO2  SW (dry) (umol/mol),xCO2  Air (dry) (umol/mol),fCO2  SW (sat) uatm,fCO2  Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2
CRIMP2_158W_21N,21.458,-157.798,11/3/2012,6:17,462.1,2,2.86,394.4,2,2.86,1009.3,27.2,100.12,26.539,35.33,463.5,395.6,444.7,379.6,65.1,446.1,380.7,65.3
CRIMP2_158W_21N,21.458,-157.798,11/3/2012,9:17,489.2,2,2.89,409.2,2,2.87,1009.6,26.5,100.21,26.401,35.326,490.7,410.4,471.1,394,77.1,472.6,395.2,77.3
CRIMP2_158W_21N,21.458,-157.798,11/3/2012,12:17,493.8,2,2.9,391.7,2,2.95,1008.8,26.1,100.15,26.199,35.337,495.2,392.9,475.3,377,98.2,476.8,378.2,98.5
CRIMP2_158W_21N,21.458,-157.798,11/3/2012,15:17,547.1,2,2.89,393.1,2,2.95,1008.5,25.8,99.58,26.023,35.348,548.6,394.3,526.5,378.4,148.1,528.2,379.6,148.6
CRIMP2_158W_21N,21.458,-157.798,11/3/2012,18:17,660.4,2,3.05,393.4,2,3.2,1010,25.8,98.39,25.852,35.345,662.4,394.7,637,379.5,257.5,639,380.7,258.3
CRIMP2_158W_21N,21.458,-157.798,11/3/2012,21:17,559.8,2,3.31,390.1,2,3.23,1009.7,26.7,98.77,26.215,35.321,561.7,391.3,539.5,375.9,163.6,541.2,377.1,164.1
CRIMP2_158W_21N,21.458,-157.798,11/4/2012,0:17,510,2,3.12,389.4,2,3.12,1008,28,99.24,26.519,35.335,511.6,390.6,490.3,374.3,115.9,491.8,375.5,116.3
CRIMP2_158W_21N,21.458,-157.798,11/4/2012,3:17,489.7,2,3.07,389.2,2,3.07,1008.5,28.4,99.79,26.482,35.331,491.2,390.4,471,374.3,96.7,472.4,375.5,97
CRIMP2_158W_21N,21.458,-157.798,11/4/2012,6:17,490.2,2,2.82,395,2,2.83,1010.4,28,100.1,26.375,35.336,491.6,396.1,472.4,380.6,91.8,473.9,381.8,92.1
CRIMP2_158W_21N,21.458,-157.798,11/4/2012,9:17,496.1,2,2.72,409.1,2,2.73,1010.5,27.3,100.25,26.237,35.336,497.4,410.2,478.2,394.3,83.9,479.7,395.6,84.1
CRIMP2_158W_21N,21.458,-157.798,11/4/2012,12:17,512,2,2.77,396,2,2.82,1009.6,26.7,100.22,26.166,35.331,513.5,397.1,493.2,381.4,111.8,494.7,382.6,112.1
CRIMP2_158W_21N,21.458,-157.798,11/4/2012,15:17,509.2,2,2.73,394.8,2,2.78,1009.1,26.2,100.15,26.085,35.339,510.6,395.9,490.3,380.1,110.2,491.8,381.3,110.5
CRIMP2_158W_21N,21.458,-157.798,11/4/2012,18:17,494.9,2,3,396.7,2,3.18,1010.4,25.8,100.13,26.105,35.389,496.4,397.9,477.3,382.6,94.7,478.8,383.8,95
CRIMP2_158W_21N,21.458,-157.798,11/4/2012,21:17,519.9,2,3.16,392.7,2,3.39,1010.1,26.6,100.06,26.323,35.363,521.6,394,501.1,378.5,122.5,502.7,379.7,122.9
CRIMP2_158W_21N,21.458,-157.798,11/5/2012,0:17,513.4,2,3.05,389.7,2,3.14,1009.1,27.3,100.08,26.425,35.346,514.9,390.9,494.1,375.1,119,495.6,376.3,119.3
CRIMP2_158W_21N,21.458,-157.798,11/5/2012,3:17,498.7,2,2.96,389.7,2,3.09,1009.4,27.7,100.28,26.387,35.348,500.1,390.9,480.1,375.2,104.8,481.6,376.4,105.2
CRIMP2_158W_21N,21.458,-157.798,11/5/2012,6:17,457.5,2,2.63,395.2,2,2.65,1010.7,27.4,100.96,26.609,35.369,458.7,396.3,440.7,380.7,60,442.1,381.9,60.2
CRIMP2_158W_21N,21.458,-157.798,11/5/2012,9:17,450.9,2,2.62,409.6,2,2.64,1010.8,26.8,101.29,26.52,35.372,452.1,410.7,434.5,394.7,39.8,435.8,395.9,39.9
CRIMP2_158W_21N,21.458,-157.798,11/5/2012,12:17,590.1,2,2.67,401.8,2,2.72,1009.8,26.1,100.05,26.087,35.325,591.7,402.8,568.5,387.1,181.4,570.3,388.3,182
CRIMP2_158W_21N,21.458,-157.798,11/5/2012,15:17,698.5,2,2.68,393.9,2,2.75,1009.4,25.7,98.98,25.472,35.223,700.3,395,673.5,379.8,293.7,675.6,381,294.6
CRIMP2_158W_21N,21.458,-157.798,11/5/2012,18:17,679.4,2,2.92,390.6,2,3.12,1010.4,25.5,98.4,25.393,35.185,681.4,391.8,656,377.2,278.9,658.1,378.4,279.7
CRIMP2_158W_21N,21.458,-157.798,11/5/2012,21:17,573.5,2,3.14,390.1,2,3.32,1010.2,26.1,98.88,25.712,35.174,575.3,391.4,553.4,376.5,176.9,555.1,377.7,177.4
CRIMP2_158W_21N,21.458,-157.798,11/6/2012,0:17,458,2,3.14,389.4,2,3.31,1008.3,26.8,100.12,26.349,35.171,459.5,390.7,440.6,374.6,66,442,375.8,66.2
CRIMP2_158W_21N,21.458,-157.798,11/6/2012,3:17,398.5,2,2.82,389.6,2,2.98,1008.6,27.1,101.36,26.709,35.173,399.6,390.8,383,374.5,8.5,384.2,375.7,8.5
CRIMP2_158W_21N,21.458,-157.798,11/6/2012,6:17,438.2,2,2.8,390,2,3.01,1010.1,27,101.24,26.394,35.179,439.4,391.2,422.1,375.7,46.3,423.4,376.9,46.5
CRIMP2_158W_21N,21.458,-157.798,11/6/2012,9:17,562.5,2,2.8,390.1,2,3.04,1010.1,26.8,99.94,25.661,35.178,564.1,391.3,542.6,376.4,166.3,544.3,377.5,166.8
CRIMP2_158W_21N,21.458,-157.798,11/6/2012,12:17,698.5,2,2.83,390.5,2,3.07,1009,26.6,98.81,25.42,35.174,700.5,391.7,673.4,376.6,296.8,675.5,377.8,297.8
CRIMP2_158W_21N,21.458,-157.798,11/6/2012,15:17,694.7,2,2.76,390.4,2,2.99,1008.9,26.6,97.87,25.413,35.212,696.6,391.6,669.7,376.4,293.2,671.8,377.6,294.2
CRIMP2_158W_21N,21.458,-157.798,11/6/2012,18:17,698.8,2,2.88,390.6,2,3.13,1010.1,26.4,97.28,25.382,35.206,700.9,391.9,674.6,377.2,297.4,676.7,378.4,298.4
CRIMP2_158W_21N,21.458,-157.798,11/6/2012,21:17,570.3,2,3.13,389.7,2,3.34,1010.1,26.6,98.03,25.824,35.18,572.1,391,550.1,376,174.1,551.9,377.2,174.7
CRIMP2_158W_21N,21.458,-157.798,11/7/2012,0:17,462.6,2,3.17,389.4,2,3.34,1008,26.9,99.65,26.374,35.186,464.1,390.7,444.8,374.5,70.3,446.2,375.7,70.6
CRIMP2_158W_21N,21.458,-157.798,11/7/2012,3:17,401.4,2,2.64,390.1,2,2.87,1008.3,26.9,100.84,26.606,35.143,402.4,391.2,385.7,374.9,10.8,386.9,376.1,10.8
CRIMP2_158W_21N,21.458,-157.798,11/7/2012,6:17,439.6,2,2.79,390.5,2,2.97,1010,26.5,100.7,26.231,35.108,440.8,391.6,423.6,376.3,47.3,424.9,377.5,47.4
CRIMP2_158W_21N,21.458,-157.798,11/7/2012,9:17,529.5,2,2.83,390.7,2,3.04,1010.6,26.4,99.61,25.557,35.1,531,391.9,511.2,377.2,134,512.8,378.4,134.4
CRIMP2_158W_21N,21.458,-157.798,11/7/2012,12:17,619.9,2,2.77,391.7,2,2.94,1009.8,26.4,98.37,25.088,35.155,621.6,392.8,598.4,378.2,220.2,600.3,379.4,220.9
CRIMP2_158W_21N,21.458,-157.798,11/7/2012,15:17,648.5,2,2.81,391,2,2.99,1010,26.3,97.48,24.961,35.165,650.4,392.1,626.4,377.7,248.7,628.4,378.9,249.5
CRIMP2_158W_21N,21.458,-157.798,11/7/2012,18:17,667.4,2,2.92,390.8,2,3.12,1012,26.3,96.93,25.089,35.185,669.3,392,645.8,378.2,267.6,647.9,379.4,268.4
CRIMP2_158W_21N,21.458,-157.798,11/7/2012,21:17,593.3,2,3,390.4,2,3.17,1011.9,26.5,97.19,25.329,35.183,595.1,391.6,573.9,377.6,196.2,575.7,378.8,196.8
CRIMP2_158W_21N,21.458,-157.798,11/8/2012,0:17,532.8,2,2.96,390,2,3.12,1010,26.7,97.91,25.571,35.177,534.4,391.2,514.1,376.4,137.7,515.7,377.6,138.2
CRIMP2_158W_21N,21.458,-157.798,11/8/2012,3:17,458.4,2,2.86,391,2,3.01,1010,26.7,99,25.67,35.189,459.7,392.1,442.2,377.2,65,443.6,378.4,65.2
CRIMP2_158W_21N,21.458,-157.798,11/8/2012,6:17,460.7,2,2.79,390,2,2.99,1012.4,26.6,98.78,25.592,35.178,462,391.2,445.5,377.3,68.3,446.9,378.5,68.5
CRIMP2_158W_21N,21.458,-157.798,11/8/2012,9:17,524.9,2,2.81,390.2,2,3.02,1013,26.5,98.03,25.238,35.177,526.4,391.4,508.3,377.9,130.3,509.9,379.1,130.8
CRIMP2_158W_21N,21.458,-157.798,11/8/2012,12:17,586.2,2,2.71,390.5,2,2.95,1012.6,26.4,97.07,25.048,35.126,587.8,391.7,567.6,378.2,189.4,569.4,379.4,190
CRIMP2_158W_21N,21.458,-157.798,11/8/2012,15:17,628.3,2,2.75,390.6,2,2.99,1012.7,26.2,96.24,24.919,35.134,630.1,391.8,608.5,378.4,230.1,610.5,379.6,230.8
CRIMP2_158W_21N,21.458,-157.798,11/8/2012,18:17,617.5,2,2.9,390.3,2,3.14,1014.1,26.2,96.13,24.942,35.162,619.3,391.5,599,378.6,220.3,600.9,379.8,221
CRIMP2_158W_21N,21.458,-157.798,11/8/2012,21:17,558.4,2,3.11,390.1,2,3.31,1014.5,26.4,96.67,25.264,35.17,560.1,391.4,541.6,378.5,163.1,543.4,379.7,163.6
CRIMP2_158W_21N,21.458,-157.798,11/9/2012,0:17,541.1,2,3.13,389.9,2,3.33,1012.4,26.7,96.84,25.525,35.17,542.8,391.2,523.5,377.3,146.2,525.2,378.5,146.7
CRIMP2_158W_21N,21.458,-157.798,11/9/2012,3:17,477.9,2,2.9,389.7,2,3.02,1013.2,26.9,98.05,25.852,35.182,479.3,390.8,462.4,377,85.3,463.9,378.2,85.6
CRIMP2_158W_21N,21.458,-157.798,11/9/2012,6:17,429.2,2,2.77,389.7,2,2.96,1014.8,26.8,98.77,25.993,35.205,430.3,390.9,415.7,377.6,38.1,417,378.8,38.3
CRIMP2_158W_21N,21.458,-157.798,11/9/2012,9:17,443.3,2,2.76,390.1,2,2.96,1015,26.6,98.42,25.65,35.2,444.5,391.3,429.7,378.3,51.5,431.1,379.5,51.6
CRIMP2_158W_21N,21.458,-157.798,11/9/2012,12:17,481.2,2,2.78,390.4,2,2.97,1013.5,26.4,97.82,25.241,35.198,482.6,391.5,466.2,378.3,87.9,467.7,379.5,88.2
CRIMP2_158W_21N,21.458,-157.798,11/9/2012,15:17,605.8,2,2.79,390.7,2,3,1013.1,26.3,96.76,24.836,35.202,607.5,391.9,587.1,378.7,208.4,589,379.9,209
CRIMP2_158W_21N,21.458,-157.798,11/9/2012,18:17,603.7,2,2.85,390.8,2,3.06,1015.1,26.1,96.55,24.733,35.176,605.4,392,586.4,379.6,206.8,588.3,380.9,207.4
CRIMP2_158W_21N,21.458,-157.798,11/9/2012,21:17,489.2,2,3.15,390.3,2,3.31,1014.4,26.3,97.95,25.35,35.186,490.8,391.6,474.5,378.6,95.9,476,379.8,96.2
CRIMP2_158W_21N,21.458,-157.798,11/10/2012,0:17,493.9,2,3.12,390.3,2,3.26,1012,26.5,98.3,25.462,35.187,495.5,391.6,477.7,377.6,100.1,479.2,378.8,100.5
CRIMP2_158W_21N,21.458,-157.798,11/10/2012,3:17,424.5,2,2.91,390,2,3.01,1012.5,26.6,99.43,25.807,35.211,425.7,391.2,410.4,377.1,33.3,411.7,378.3,33.4
CRIMP2_158W_21N,21.458,-157.798,11/10/2012,6:17,402.6,2,2.79,389.5,2,2.94,1014,26.5,99.25,25.69,35.257,403.8,390.6,389.9,377.2,12.7,391.2,378.4,12.8
CRIMP2_158W_21N,21.458,-157.798,11/10/2012,9:17,474.7,2,2.68,389.8,2,2.89,1014.2,26.3,98.44,24.973,35.222,475.9,391,460.4,378.2,82.2,461.8,379.4,82.4
CRIMP2_158W_21N,21.458,-157.798,11/10/2012,12:17,519.1,2,2.79,390.2,2,2.96,1012.7,26,97.92,24.906,35.203,520.5,391.4,502.8,378,124.7,504.4,379.3,125.1
CRIMP2_158W_21N,21.458,-157.798,11/10/2012,15:17,561.8,2,2.77,390.2,2,2.95,1012.8,25.9,97.3,24.725,35.204,563.4,391.4,544.4,378.2,166.2,546.1,379.4,166.7
CRIMP2_158W_21N,21.458,-157.798,11/10/2012,18:17,556.9,2,2.87,390.1,2,3.07,1013.8,25.8,97.1,24.55,35.153,558.5,391.3,540.4,378.7,161.8,542.2,379.9,162.3
CRIMP2_158W_21N,21.458,-157.798,11/10/2012,21:17,472.3,2,3.01,390,2,3.13,1013.2,25.9,98.13,25.059,35.204,473.7,391.2,457.7,378,79.7,459.1,379.2,80
CRIMP2_158W_21N,21.458,-157.798,11/11/2012,0:17,414.8,2,3.06,389.9,2,3.17,1011.3,26.1,99.5,25.615,35.23,416.1,391.1,400.8,376.7,24.1,402.1,377.9,24.1
CRIMP2_158W_21N,21.458,-157.798,11/11/2012,3:17,396.4,2,2.87,389.8,2,2.97,1011.6,26.3,100.3,25.586,35.26,397.5,391,383,376.8,6.3,384.2,378,6.3
CRIMP2_158W_21N,21.458,-157.798,11/11/2012,6:17,366,2,2.77,389.6,2,2.91,1013.3,26.2,100.23,25.481,35.306,367,390.7,354.3,377.2,-22.9,355.4,378.4,-22.9
CRIMP2_158W_21N,21.458,-157.798,11/11/2012,9:17,476.6,2,2.76,390.2,2,2.92,1013.2,26.1,99.24,24.82,35.243,477.9,391.3,461.9,378.2,83.7,463.4,379.4,84
CRIMP2_158W_21N,21.458,-157.798,11/11/2012,12:17,530,2,2.71,390.3,2,2.88,1012,25.9,98.58,24.734,35.248,531.5,391.4,513.1,377.9,135.2,514.8,379.1,135.6
CRIMP2_158W_21N,21.458,-157.798,11/11/2012,15:17,577.4,2,2.72,390.8,2,2.88,1011.9,25.8,97.92,24.558,35.264,578.9,392,559.1,378.5,180.6,560.9,379.7,181.1
CRIMP2_158W_21N,21.458,-157.798,11/11/2012,18:17,583.4,2,2.86,390.3,2,3.04,1013.3,25.7,97.64,24.37,35.299,585.1,391.5,566,378.8,187.3,567.8,380,187.9
CRIMP2_158W_21N,21.458,-157.798,11/11/2012,21:17,475.5,2,3,390.2,2,3.08,1013.2,26,98.55,25.001,35.234,476.9,391.5,460.8,378.2,82.6,462.3,379.4,82.8
CRIMP2_158W_21N,21.458,-157.798,11/12/2012,0:17,439.1,2,3.01,389.8,2,3.14,1011.2,26.2,99.37,25.306,35.242,440.5,391.1,424.5,376.9,47.6,425.8,378.1,47.7
CRIMP2_158W_21N,21.458,-157.798,11/12/2012,3:17,429.1,2,2.9,390,2,2.99,1011.7,26.3,100.18,25.35,35.265,430.3,391.2,414.9,377.1,37.7,416.2,378.3,37.9
CRIMP2_158W_21N,21.458,-157.798,11/12/2012,6:17,383.2,2,2.77,390.4,2,2.92,1013.6,26.3,100.14,25.367,35.301,384.3,391.5,371.2,378.2,-7,372.3,379.4,-7.1
CRIMP2_158W_21N,21.458,-157.798,11/12/2012,9:17,455.8,2,2.73,390.7,2,2.93,1014.2,26.2,99.2,24.832,35.276,457,391.9,442.2,379.2,63,443.6,380.4,63.2
CRIMP2_158W_21N,21.458,-157.798,11/12/2012,12:17,523.2,2,2.71,390.9,2,2.93,1013.4,26,98.41,24.738,35.246,524.6,392.1,507.2,379.1,128.2,508.9,380.3,128.6
CRIMP2_158W_21N,21.458,-157.798,11/12/2012,15:17,486.2,2,2.72,391.2,2,2.92,1013.3,25.9,98.38,24.754,35.275,487.5,392.3,471.3,379.3,92,472.8,380.5,92.3
CRIMP2_158W_21N,21.458,-157.798,11/12/2012,18:17,543,2,2.87,391.3,2,3.08,1014.9,25.8,97.88,24.576,35.281,544.6,392.5,527.5,380.2,147.3,529.2,381.4,147.8
CRIMP2_158W_21N,21.458,-157.798,11/12/2012,21:17,490.2,2,3.05,391.1,2,3.23,1014.7,26,98.57,-999,-999,491.7,392.4,-999,-999,-999,-999,-999,-999
CRIMP2_158W_21N,21.458,-157.798,11/13/2012,0:17,490.5,2,3.08,391.1,2,3.2,1012.9,26.4,98.85,25.173,35.257,492.1,392.3,475.1,378.8,96.3,476.6,380,96.6
CRIMP2_158W_21N,21.458,-157.798,11/13/2012,3:17,491.8,2,2.81,391,2,2.94,1013.1,26.6,98.96,24.897,35.294,493.2,392.2,476.6,378.9,97.6,478.1,380.2,97.9
CRIMP2_158W_21N,21.458,-157.798,11/13/2012,6:17,415.1,2,2.71,391.2,2,2.88,1015.3,26.4,99.28,25.422,35.258,416.2,392.3,402.7,379.6,23.1,404,380.8,23.2
CRIMP2_158W_21N,21.458,-157.798,11/13/2012,9:17,443.1,2,2.74,391.2,2,2.97,1015.9,26,98.78,24.994,35.257,444.4,392.3,430.5,380.1,50.4,431.9,381.3,50.5
CRIMP2_158W_21N,21.458,-157.798,11/13/2012,12:17,508.2,2,2.75,391.3,2,2.96,1014.3,25.7,98.2,24.795,35.229,509.6,392.5,493.1,379.8,113.3,494.7,381,113.7
CRIMP2_158W_21N,21.458,-157.798,11/13/2012,15:17,488.5,2,2.77,391.4,2,2.96,1014.1,25.6,98.18,24.727,35.273,489.9,392.5,474,379.8,94.2,475.5,381,94.5
CRIMP2_158W_21N,21.458,-157.798,11/13/2012,18:17,525.7,2,2.9,391.5,2,3.11,1015.2,25.6,98,24.591,35.279,527.2,392.7,510.8,380.5,130.4,512.5,381.7,130.8
CRIMP2_158W_21N,21.458,-157.798,11/13/2012,21:17,470,2,3.07,390.8,2,3.24,1015.3,25.9,98.8,24.949,35.212,471.5,392.1,456.5,379.7,76.8,458,380.9,77.1
CRIMP2_158W_21N,21.458,-157.798,11/14/2012,0:17,433.1,2,3.08,390.5,2,3.24,1013.3,26.2,99.77,25.485,35.222,434.4,391.7,419.4,378.2,41.2,420.7,379.4,41.3
CRIMP2_158W_21N,21.458,-157.798,11/14/2012,3:17,425.3,2,2.85,390.8,2,2.97,1014,26.3,100.17,25.304,35.259,426.6,392,412.2,378.8,33.4,413.5,380,33.5
CRIMP2_158W_21N,21.458,-157.798,11/14/2012,6:17,430.6,2,2.82,390.8,2,3.01,1015.2,26.2,99.85,25.26,35.245,431.8,392,417.9,379.3,38.5,419.2,380.5,38.7
CRIMP2_158W_21N,21.458,-157.798,11/14/2012,9:17,498.6,2,2.81,391.5,2,3.03,1015.9,26.1,99.11,24.558,35.255,500,392.7,484.8,380.8,104,486.4,382,104.3
CRIMP2_158W_21N,21.458,-157.798,11/14/2012,12:17,524.8,2,2.79,391.5,2,3.02,1015,25.9,98.61,24.648,35.24,526.3,392.7,509.7,380.3,129.4,511.4,381.6,129.8
CRIMP2_158W_21N,21.458,-157.798,11/14/2012,15:17,523.6,2,2.8,391.5,2,3,1015.1,25.6,98.41,24.56,35.271,525,392.7,508.7,380.4,128.2,510.3,381.7,128.7
CRIMP2_158W_21N,21.458,-157.798,11/14/2012,18:17,526.5,2,2.9,391.9,2,3.13,1016.4,25.6,98.27,24.565,35.277,528.1,393.1,512.3,381.4,130.9,514,382.6,131.3
CRIMP2_158W_21N,21.458,-157.798,11/14/2012,21:17,464,2,2.97,391.5,2,3.14,1016.2,25.7,98.95,-999,-999,465.4,392.8,-999,-999,-999,-999,-999,-999
CRIMP2_158W_21N,21.458,-157.798,11/15/2012,0:17,419.8,2,3.14,391.5,2,3.27,1014.1,25.9,100,25.365,35.191,421.1,392.8,407,379.6,27.3,408.3,380.9,27.4
CRIMP2_158W_21N,21.458,-157.798,11/15/2012,3:17,415.7,2,2.92,391.5,2,3.03,1014.1,26.1,100.38,25.172,35.235,416.9,392.7,403.1,379.6,23.5,404.4,380.8,23.5
CRIMP2_158W_21N,21.458,-157.798,11/15/2012,6:17,414.4,2,2.83,391.3,2,2.99,1015.6,26,100,25.161,35.225,415.5,392.5,402.4,380,22.3,403.7,381.3,22.4
CRIMP2_158W_21N,21.458,-157.798,11/15/2012,9:17,481.4,2,2.67,391.2,2,2.86,1015.7,25.9,99.09,24.442,35.306,482.7,392.4,468.1,380.4,87.6,469.6,381.7,87.9
CRIMP2_158W_21N,21.458,-157.798,11/15/2012,12:17,539,2,2.73,392,2,2.99,1015.2,25.8,98.58,24.528,35.257,540.5,393.2,523.7,381,142.7,525.4,382.2,143.2
CRIMP2_158W_21N,21.458,-157.798,11/15/2012,15:17,547.6,2,2.71,392.1,2,2.93,1014.7,25.4,98.14,24.445,35.271,549,393.3,531.9,381,150.9,533.6,382.2,151.4
CRIMP2_158W_21N,21.458,-157.798,11/15/2012,18:17,548.8,2,2.83,392.3,2,2.98,1016.3,25.3,97.85,24.379,35.276,550.4,393.4,534,381.8,152.3,535.8,383,152.8
CRIMP2_158W_21N,21.458,-157.798,11/15/2012,21:17,481.2,2,3,392.5,2,3.09,1016,25.4,98.47,24.517,35.226,482.6,393.7,468,381.8,86.3,469.6,383,86.5
CRIMP2_158W_21N,21.458,-157.798,11/16/2012,0:17,392.5,2,3,392.2,2,3.07,1014,25.7,99.91,25.025,35.196,393.7,393.4,380.7,380.4,0.3,381.9,381.6,0.3
CRIMP2_158W_21N,21.458,-157.798,11/16/2012,3:17,386.3,2,2.82,392,2,2.9,1014,25.8,100.39,24.937,35.211,387.4,393.2,374.6,380.3,-5.6,375.8,381.5,-5.6
CRIMP2_158W_21N,21.458,-157.798,11/16/2012,6:17,427.3,2,2.79,392.1,2,2.9,1015.1,25.7,99.83,24.642,35.218,428.5,393.3,415.1,381,34.1,416.4,382.2,34.2
CRIMP2_158W_21N,21.458,-157.798,11/16/2012,9:17,458.6,2,2.73,392.1,2,2.88,1015.4,25.6,99.08,23.964,35.241,459.9,393.3,446.2,381.6,64.6,447.6,382.8,64.8
CRIMP2_158W_21N,21.458,-157.798,11/16/2012,12:17,544,2,2.42,392.8,2,2.57,1014.1,25.3,98.39,23.906,35.238,545.4,393.8,528.5,381.6,146.9,530.2,382.8,147.3
CRIMP2_158W_21N,21.458,-157.798,11/16/2012,15:17,521.1,2,2.61,392.6,2,2.8,1013.3,24.6,98.18,-999,-999,522.5,393.8,-999,-999,-999,-999,-999,-999
CRIMP2_158W_21N,21.458,-157.798,11/16/2012,18:17,494.9,2,2.7,392.8,2,2.87,1015.1,24.5,98.19,24.045,35.227,496.2,394,481.2,382,99.2,482.7,383.3,99.5
CRIMP2_158W_21N,21.458,-157.798,11/16/2012,21:17,488.6,2,2.72,392.8,2,2.89,1015.1,24.4,98.47,-999,-999,490,394,-999,-999,-999,-999,-999,-999
CRIMP2_158W_21N,21.458,-157.798,11/17/2012,0:17,402.3,2,3.01,392.7,2,3.16,1012.8,24.6,99.83,24.68,35.171,403.5,393.9,390,380.7,9.3,391.2,381.9,9.3
CRIMP2_158W_21N,21.458,-157.798,11/17/2012,3:17,374.9,2,2.79,392.4,2,2.9,1013.5,25,100.64,-999,-999,375.9,393.5,-999,-999,-999,-999,-999,-999
CRIMP2_158W_21N,21.458,-157.798,11/17/2012,6:17,409.8,2,2.7,392.4,2,2.86,1014.6,25.1,100.13,24.72,35.21,411,393.6,397.8,381,16.8,399.1,382.2,16.9
CRIMP2_158W_21N,21.458,-157.798,11/17/2012,9:17,483.2,2,2.69,392.9,2,2.85,1014.7,25.2,99.26,24.106,35.244,484.5,394,469.6,381.9,87.7,471.1,383.1,88
CRIMP2_158W_21N,21.458,-157.798,11/17/2012,12:17,533.2,2,2.65,392.8,2,2.85,1013.3,25.1,98.55,23.969,35.222,534.6,393.9,517.6,381.3,136.2,519.3,382.6,136.7
CRIMP2_158W_21N,21.458,-157.798,11/17/2012,15:17,519.7,2,2.71,392.8,2,2.9,1012.6,24.9,98.23,-999,-999,521.1,394,-999,-999,-999,-999,-999,-999
CRIMP2_158W_21N,21.458,-157.798,11/17/2012,18:17,504.2,2,2.7,392.9,2,2.89,1013.9,24.9,98.15,-999,-999,505.6,394,-999,-999,-999,-999,-999,-999
CRIMP2_158W_21N,21.458,-157.798,11/17/2012,21:17,509.2,2,2.82,392.5,2,3.04,1014.2,24.5,98.21,-999,-999,510.7,393.7,-999,-999,-999,-999,-999,-999
CRIMP2_158W_21N,21.458,-157.798,11/18/2012,0:17,404.9,2,2.87,392.2,2,3.04,1012.7,24.8,99.63,24.636,35.14,406.1,393.4,392.4,380.2,12.2,393.7,381.4,12.3
CRIMP2_158W_21N,21.458,-157.798,11/18/2012,3:17,383.4,2,2.79,392.3,2,2.98,1013.1,24.9,100.18,24.798,35.161,384.5,393.4,371.6,380.2,-8.7,372.8,381.5,-8.7
CRIMP2_158W_21N,21.458,-157.798,11/18/2012,6:17,428,2,2.77,392.4,2,2.94,1014.8,25.1,99.62,24.483,35.179,429.2,393.5,415.8,381.2,34.6,417.1,382.4,34.7
