Pan.ID,Plug_ID,partner,initial.mass.g,dry.pan.mass.g,burnt.pan.mass.g,
494,1061,Host,1.1514,1.2024,1.1945,
495,1305,Sym,1.1184,1.1397,1.1348,
496,1483,Host,1.1167,1.1525,1.1487,
497,NA,NA,1.1311,1.1802,1.1741,
498,1483,Sym,1.1808,1.197,1.1952,
499,1760,Host,1.1277,1.1809,1.1721,
500,,,1.1204,1.1476,1.1373,
501,,,1.1182,,,
502,,,1.1183,,,
503,2074,Host,1.1167,1.176,1.1624,
504,,,1.1279,,,
505,1222,Host,1.1176,1.1754,1.1598,
506,1338,Host,1.1284,1.1806,1.1718,
507,1479,Host,1.1223,1.1742,1.1664,
508,1713,Host,1.1215,1.1782,1.1654,
509,,,1.1281,,,
510,1553,Sym,1.1387,1.168,1.1544,
511,1687,Host,1.1218,1.1708,1.1647,
512,1753,Sym,1.1438,1.1673,1.1609,
513,1491,Host,1.1335,1.1828,1.1743,
514,1473,Host,1.1446,1.1945,1.1854,
515,1216,Sym,1.1488,1.1724,1.1665,
516,,,1.1403,,,
517,,,1.1112,,,
518,,,1.1358,,,
519,1491,Sym,1.1453,1.1659,1.1621,
520,1646,Host,1.1236,1.1844,1.167,
521,1441,Sym,1.1309,1.1554,1.1469,
522,1566,Sym,1.1203,1.1427,1.137,
523,1753,Host,1.1645,1.2228,1.2084,
524,1444,Host,1.1191,1.1762,1.165,
525,2749,Host,1.1409,1.1899,1.184,
526,1735,Host,1.1358,1.1915,1.1788,
527,1687,Sym,1.1067,1.1273,1.1234,
528,,,,,,
529,2391,Host,1.1291,1.176,1.1702,
530,1724,Host,1.1239,1.1771,1.1694,
531,,,1.1314,,,
532,,,1.1231,,,
533,,,1.148,,,
534,,,1.1269,,,
535,1570,Host,1.1515,1.2115,1.1973,
536,1655,Sym,1.1035,1.1272,1.1206,
537,1319,Host,1.1469,1.2049,1.1902,
538,1570,Sym,1.1472,1.1732,1.1641,
539,2074,Sym,1.1477,1.1746,1.1661,
540,1573,Host,1.1177,1.17,1.1609,
541,2666,Sym,1.1159,1.1387,1.1329,
542,,,1.1268,,,
543,,,1.1177,,,
544,1564,Sym,1.1514,1.1701,1.1687,
545,,,1.1307,,,
546,,,1.1304,,,
547,1036,Host,1.1285,1.1808,1.1732,
548,,,1.1329,,,
549,,,1.1294,,,
550,2075,Host,1.1281,1.1802,1.1712,
551,,,1.119,,,
552,1430,Host,1.1186,1.1875,1.1628,
553,,,1.1461,,,
554,,,1.1849,,,
555,,,1.1432,,,
556,,,1.1474,,,
557,1430,Sym,1.1926,1.2232,1.2089,
558,,,1.1764,,,
559,2531,Host,1.1881,1.2512,1.2331,
560,,,1.1506,,,
561,,,1.1695,,,
562,,,1.1387,,,
563,1618,Host,1.1218,1.1758,1.167,
564,1054,Sym,1.1133,1.1354,1.1298,
565,,,,,,
566,1265,Host,1.1162,1.1684,1.1614,
567,1222,Sym,1.1243,1.148,1.141,
568,1036,Sym,1.1264,1.1498,1.1444,
569,,,1.1296,,,
570,1122,Sym,1.116,1.1392,1.1334,
571,2535,Host,1.1102,1.1635,1.1563,
572,1122,Host,1.1345,1.1865,1.1791,
573,,,1.1879,,,
574,1054,Host,1.1619,1.2136,1.2045,
575,,,1.1907,,,
576,,,1.154,,,
577,,,1.1481,,,
578,1338,Sym,1.195,1.2165,1.2133,
579,,,1.1979,,,
580,1249,Sym,1.1249,1.1553,1.1453,
581,2530,Host,1.1392,1.1927,1.1831,
582,2075,Sym,1.1373,1.1596,1.1545,
583,1325,Host,1.1613,1.2122,1.2044,
584,,,1.1997,,,
585,1749,Host,1.1917,1.244,1.2354,
586,1295,Host,1.1947,1.2469,1.2408,
587,,,,,,
588,1655,Host,1.1769,1.2312,1.2211,
589,1564,Host,1.1867,1.2329,1.2286,
590,2863,Sym,1.1473,1.1624,1.1583,
591,1275,Host,1.198,1.2511,1.2405,
592,,,1.1932,,,
593,,,1.1884,,,
594,2079,Host,1.189,1.2441,1.2311,
595,,,1.1332,,,
596,1708,Sym,1.1966,1.2194,1.2141,
597,,,1.1477,,,
598,,,1.1846,,,
599,,,1.1362,,,
600,,,1.1283,,,
601,1500,Sym,1.1432,1.1693,1.1612,
602,,,1.1217,,,
603,2164,Host,1.119,1.1688,1.16,
604,1553,Host,1.1333,1.2087,1.1853,
605,,,1.1488,,,
606,1566,Host,1.1499,1.207,1.1922,
607,2666,Host,1.129,1.1866,1.1729,
608,1749,Sym,1.1282,1.1511,1.1442,
609,2535,Sym,1.1289,1.1543,1.1482,
610,1326,Host,1.1557,1.2215,1.2028,
611,2530,Sym,1.1323,1.1544,1.1504,
612,2882,Host,1.1347,1.2041,1.1829,
613,1080,Sym,1.141,1.1644,1.1592,
614,1592,Sym,1.1406,1.1636,1.1565,
615,1265,Sym,1.1182,1.14,1.1358,
616,,,1.112,,,
617,,,1.159,,,
618,,,1.1311,,,
619,1275,Sym,1.1909,1.2137,1.2074,
620,,,1.1497,,,
621,,,1.1495,,,
622,,,1.1156,,,
623,,,1.1482,,,
624,NA,NA,1.1454,1.1687,1.1643,
625,,,1.1409,,,
626,,,1.1346,,,
627,1249,Host,1.1162,1.1582,1.1467,
628,1094,Host,1.1154,1.1679,1.1571,
629,,,,,,
630,2203,Host,1.1309,1.1954,1.1775,
631,,,,,,
632,1437,Sym,1.12,1.149,1.1428,
633,,,1.1169,,,
634,,,,,,
635,1133,Host,1.1416,1.1916,1.1864,
636,,,,,,
637,1693,Sym,1.1325,1.1509,1.1475,
638,NA,NA,1.1266,1.174,1.1707,
639,,,,,,
640,,,,,,
641,,,,,,
642,2529,Sym,1.1154,1.1359,1.1326,
643,,,,,,
644,,,,,,
645,1484,Host,1.1245,1.1583,1.1535,
646,,,,,,
647,,,,,,
648,,,,,,
649,1646,Sym,1.1346,1.1613,1.152,
650,1713,Sym,1.1237,1.1433,1.1381,
651,,,1.1265,,,
652,1592,Host,1.1235,1.1737,1.1668,
653,,,1.1147,,,
654,1735,Sym,1.108,1.1338,1.1264,
655,1080,Host,1.14,1.1931,1.1836,
656,1479,Sym,1.1184,1.1394,1.135,
657,,,1.1254,,,
658,1500,Host,1.1244,1.186,1.1679,
659,1325,Sym,1.1407,1.1625,1.1572,
660,1708,Host,1.1091,1.1575,1.152,
661,1271,Host,1.1265,1.1885,1.172,
662,,,1.1214,,,
663,,,,,,
664,,,,,,
665,,,,,,
666,,,,,,
667,,,,,,
668,,,,,,
669,,,,,,
670,,,,,,
671,,,,,,
672,2517,Host,1.1345,1.183,1.1784,
673,,,,,,
674,,,,,,
675,,,,,,
676,,,,,,
677,,,,,,
678,,,,,,
679,,,,,,
680,,,,,,
681,,,,,,
682,,,,,,
683,,,,,,
684,,,,,,
685,,,,,,
686,,,,,,
687,,,,,,
688,,,,,,
689,2749,Sym,1.1402,1.1652,1.1585,
690,2079,Sym,1.1284,1.1525,1.1453,
691,,,,,,
692,,,,,,
693,2164,Sym,1.1164,1.1373,1.1319,
694,1216,Host,1.1439,1.1969,1.1867,
695,1441,Host,1.1556,1.2204,1.2007,
696,,,1.1998,,,
697,2391,Sym,1.1181,1.1384,1.1344,
698,,,1.1312,,,
699,1444,Sym,1.1231,1.154,1.1441,
700,1271,Sym,1.1232,1.1513,1.1397,
701,,,,,,
702,,,,,,
703,,,,,,
704,,,,,,
705,1621,Sym,1.1171,1.1409,1.1365,
706,,,,,,
707,,,,,,
708,,,,,,
709,,,1.1313,,,
710,1650,Sym,1.1436,1.1676,1.1633,
711,,,,,,
712,2360,Host,1.1447,1.179,1.177,
713,1446,Host,1.1491,1.2001,1.1907,
714,1622,Sym,1.1459,1.1787,1.1674,
715,1285,Sym,1.1353,1.1575,1.153,
716,,,1.1527,,,
717,,,,,,
718,,,,,,
719,,,,,,
720,,,,,,
721,2389,Host,1.1487,1.2053,1.1975,
722,,,,,,
723,2416,Sym,1.122,1.1429,1.1416,
724,,,,,,
725,,,,,,
726,,,,,,
727,,,,,,
728,2393,Sym,1.1516,1.177,1.1719,
729,,,,,,
730,,,,,,
731,,,,,,
732,,,,,,
733,,,,,,
734,,,,,,
735,,,,,,
736,,,,,,
737,,,,,,
738,1551,Host,1.1417,1.191,1.1869,
739,,,,,,
740,,,,,,
741,1484,Sym,1.1445,1.1693,1.1648,
742,,,,,,
743,,,,,,
744,,,,,,
745,,,,,,
746,,,,,,
747,,,,,,
748,,,,,,
749,,,1.1527,,,
750,1116,Host,1.1437,1.1935,1.1923,
751,1437,Host,1.1371,1.1617,1.1585,
752,1316,Sym,1.1398,1.1672,1.1614,
753,,,,,,
754,,,,,,
755,1691,Host,1.1491,1.1967,1.1886,
756,,,,,,
757,,,,,,
758,,,,,,
759,,,,,,
760,,,,,,
761,,,,,,
762,,,1.1376,,,
763,,,,,,
764,,,,,,
765,,,,,,
766,1693,Host,1.1495,1.2003,1.191,
767,1136,Sym,1.1247,1.147,1.1445,
768,1094,Sym,1.1328,1.1555,1.1537,
769,,,,,,
770,2023,Host,1.124,1.1708,1.1652,
771,2876,Sym,1.1279,1.1502,1.1476,
772,,,,,,
773,2517,Sym,1.1529,1.1792,1.1735,
774,1116,Sym,1.1381,1.1596,1.155,
775,,,1.1357,,,
776,,,1.1465,,,
777,2393,Host,1.1453,1.196,1.1877,
778,2529,Host,1.1362,1.1903,1.1858,
779,2521,Sym,1.1503,1.1798,1.1703,
780,1574,Sym,1.1522,1.1818,1.1738,
781,1136,Host,1.1657,1.2125,1.2086,
782,,,1.1443,,,
783,2521,Host,1.1393,1.2009,1.1881,
784,,,1.1467,,,
785,1825,Host,1.1445,1.2042,1.1887,
786,1413,Sym,1.1493,1.1742,1.1709,
787,,,1.1297,,,
788,,,1.148,,,
789,1622,Host,1.1476,1.2134,1.1964,
790,1149,Host,1.1415,1.1877,1.1814,
791,,,,,,
792,,,1.1387,,,
793,,,1.1444,,,
794,,,1.1394,,,
795,1446,Sym,1.1506,1.1753,1.1699,
796,,,,,,
797,2416,Host,1.1407,1.1888,1.1784,
798,1825,Sym,1.1293,1.1614,1.1527,
799,1316,Host,1.1456,1.1961,1.1925,
800,1413,Host,1.1499,1.1807,1.1765,
801,2997,Host,1.1509,1.2164,1.1999,
802,NA,NA,1.1471,1.168,1.1668,
803,,,1.1539,,,
804,2996,Host,1.1329,1.1895,1.1773,
805,2997,Sym,1.144,1.1735,1.1664,
806,,,,,,
807,,,1.1394,,,
808,1761,Host,1.1202,1.1729,1.1673,
809,,,1.1495,,,
810,,,1.1268,,,
811,2023,Sym,1.1444,1.1701,1.165,
812,,,1.1246,,,
813,1243,Sym,1.1136,1.1406,1.1345,
814,,,1.1324,,,
815,,,,,,
816,1118,Host,1.1397,1.193,1.1832,
817,NA,NA,1.1192,1.1637,1.1607,
818,,,,,,
819,,,,,,
820,,,,,,
821,,,,,,
822,,,1.1428,,,
823,,,,,,
824,,,,,,
825,1133,Sym,1.1457,1.1704,1.1667,
826,1319,Sym,1.1613,1.1848,1.1786,
827,1574,Host,1.1429,1.2036,1.1879,
828,,,1.1312,,,
829,NA,NA,1.1353,1.1783,1.1755,
830,1731,Host,1.1196,1.1822,1.1662,
831,,,1.1548,,,
832,1118,Sym,1.1365,1.1627,1.1581,
833,,,1.1416,,,
834,2519,Sym,1.1361,1.1629,1.1563,
835,NA,NA,1.1359,1.1584,1.1551,
836,,,1.161,,,
837,,,1.1335,,,
838,1149,Sym,1.1567,1.1799,1.1769,
839,,,1.1184,,,
840,1618,Sym,1.1259,1.1459,1.1436,
841,1710,Sym,1.1357,1.1561,1.1522,
842,,,1.1379,,,
843,1285,Host,1.1374,1.1917,1.186,
844,1240,Sym,1.1502,1.174,1.1724,
845,1297,Sym,1.1319,1.1568,1.1529,
846,,,1.1223,,,
847,,,1.1307,,,
848,1191,Sym,1.1184,1.1354,1.1348,
849,1295,Sym,1.1145,1.1401,1.1358,
850,1811,Sym,1.1223,1.1482,1.1428,
851,,,1.1314,,,
852,1326,Sym,1.1353,1.1616,1.1526,
853,2863,Host,1.143,1.1935,1.1878,Kevin re-did this one and reported data here is what he got 
854,,,1.1423,,,
855,,,1.1504,,,
856,,,1.132,,,
857,,,1.1424,,,
858,,,1.1388,,,
859,,,1.1361,,,
860,,,1.1341,,,
861,,,1.1537,,,
862,,,1.1186,,,
863,1191,Host,1.1362,1.1842,1.1754,
864,1240,Host,1.1347,1.1769,1.1731,
865,,,1.1264,,,
866,,,1.1466,,,
867,1761,Sym,1.1337,1.16,1.1542,
868,,,1.1397,,,
869,,,1.1174,,,
870,,,1.1492,,,
871,1691,Sym,1.1228,1.1472,1.1433,
872,,,,,,
873,2876,Host,1.1104,1.16,1.1536,
874,2996,Sym,1.1484,1.1785,1.1716,
875,,,1.1435,,,
876,,,1.1368,,,
877,2360,Sym,1.1487,1.1672,1.1661,
878,1724,Sym,1.137,1.1592,1.1539,
879,,,1.1212,,,
880,1551,Sym,1.1284,1.1545,1.1492,
881,2531,Sym,1.1596,1.1864,1.1765,
882,,,1.136,,,
883,1621,Host,1.1243,1.1745,1.1675,
884,,,1.1174,,,
885,1710,Host,1.1298,1.1796,1.1775,
886,1297,Host,1.1485,1.1961,1.1915,
887,2203,Sym,1.1363,1.1657,1.157,
888,,,1.1412,,,
889,2519,Host,1.1262,1.1815,1.1707,
890,,,1.1283,,,
891,,,1.1322,,,
892,1573,Sym,1.1358,1.1568,1.1525,
893,1243,Host,1.1342,1.1868,1.1805,
894,,,1.142,,,
895,1473,Sym,1.1459,1.1668,1.163,
896,1731,Sym,1.1192,1.1496,1.1425,
897,1650,Host,1.1316,1.1789,1.1758,
898,1811,Host,1.1438,1.1985,1.1873,
899,2389,Sym,1.1483,1.1736,1.1687,
900,2882,Sym,1.1318,1.1627,1.1493,
901,,,,,,
902,,,,,,
903,,,,,,
904,,,,,,
905,,,,,,
906,,,,,,
907,,,,,,
908,,,,,,
909,,,,,,
910,,,,,,
911,,,,,,
912,,,,,,
913,,,,,,
914,,,,,,
915,,,,,,
916,,,,,,
917,,,,,,
918,,,,,,
919,,,,,,
920,,,,,,
921,,,,,,
922,,,,,,
923,,,,,,
924,,,,,,
925,,,,,,
926,,,,,,
927,,,,,,
928,,,,,,
929,,,,,,
930,,,,,,
931,,,,,,
932,,,,,,
933,,,,,,
934,,,,,,
935,,,,,,
936,,,,,,
937,,,,,,
938,,,,,,
939,,,,,,
940,,,,,,
941,,,,,,
942,,,,,,
943,,,,,,
944,,,,,,
945,,,,,,
946,,,,,,
