"","Date","Species","Treatment","Pnet.mean","N","Pnet.se","Rdark.mean","Rdark.se","Pgross.mean","Pgross.se","Group"
"41",20181103,"Montipora","ATAC",1.23133197847769,6,0.105325975938582,-0.300499235445949,0.0254108496480802,1.53183121392364,0.127761697131266,"Montipora_ATAC"
"42",20181103,"Montipora","ATHC",1.65134889758372,6,0.0605317433298683,-0.391992421150014,0.0517436591496103,2.04334131873374,0.0677348401531662,"Montipora_ATHC"
"43",20181103,"Montipora","HTAC",0.896995212940468,6,0.202425877921344,-0.262771062279748,0.0453844912025885,1.15976627522022,0.244992965706091,"Montipora_HTAC"
"44",20181103,"Montipora","HTHC",1.05396492153035,6,0.12191594085859,-0.253807765341578,0.0184053907860858,1.30777268687193,0.120135761366498,"Montipora_HTHC"
"45",20181103,"Pocillopora","ATAC",1.56288026514721,6,0.0677283300585354,-0.352338263528145,0.0069092279319706,1.91521852867536,0.0700546734502002,"Pocillopora_ATAC"
"46",20181103,"Pocillopora","ATHC",1.99216383607492,6,0.16165855653639,-0.420202678745364,0.0429573631390454,2.41236651482028,0.188286418693531,"Pocillopora_ATHC"
"47",20181103,"Pocillopora","HTAC",0.811170464738203,6,0.11417773673342,-0.29985560439995,0.0240155020375018,1.11102606913815,0.136723488007631,"Pocillopora_HTAC"
"48",20181103,"Pocillopora","HTHC",0.533133872894186,6,0.0654384642755584,-0.252924907608262,0.00609766205494235,0.786058780502448,0.0656586954543296,"Pocillopora_HTHC"
"49",20181117,"Montipora","ATAC",1.25808843831301,6,0.0447642882574861,-0.287336074111062,0.0358693950240489,1.54542451242408,0.0605736926731661,"Montipora_ATAC"
"50",20181117,"Montipora","ATHC",1.55441360574993,6,0.12655961861773,-0.299453269886837,0.034051474544636,1.85386687563677,0.156636519060763,"Montipora_ATHC"
"51",20181117,"Montipora","HTAC",1.07159930208191,6,0.138213274078223,-0.288106353297926,0.0324869347736911,1.35970565537984,0.158636103057682,"Montipora_HTAC"
"52",20181117,"Montipora","HTHC",0.59752284750814,6,0.140565489959472,-0.17350246868215,0.046830783976926,0.77102531619029,0.169432314194932,"Montipora_HTHC"
"53",20181117,"Pocillopora","ATAC",1.37470485212929,6,0.152505865895274,-0.347638607066852,0.047194693360599,1.72234345919614,0.196795095364588,"Pocillopora_ATAC"
"54",20181117,"Pocillopora","ATHC",1.50097293780287,6,0.164687502953304,-0.368489652074815,0.0443364406251389,1.86946258987769,0.195043015961465,"Pocillopora_ATHC"
"55",20181117,"Pocillopora","HTAC",0.589513129979405,6,0.0822867909645416,-0.209503717682485,0.0270159037752207,0.79901684766189,0.104485780702146,"Pocillopora_HTAC"
"56",20181117,"Pocillopora","HTHC",0.360025879556884,6,0.123874819656413,-0.117437541731221,0.0172702846768977,0.477463421288106,0.126954473451283,"Pocillopora_HTHC"
