partner,Timepoint,Treatment,Temperature,CO2,Species,Measurement,N,Value,sd,se,ci
Host,2 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,6,2.4228198960928817,1.0497267507522492,0.4285491514487914,1.1016206643916189
Host,2 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,6,1.9627421368162805,0.7328077408998863,0.2991675074610641,0.7690345604920027
Host,2 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,2.0603636573386663,0.7473346258486605,0.3050980834071664,0.7842795912939149
Host,2 week,HTAC,High,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.7349032868913494,0.3666238537411587,0.1496735615331014,0.3847481385519846
Host,2 week,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,6,2.2328275851099395,0.753773200975458,0.3077266206957046,0.791036461502124
Host,2 week,HTHC,High,High,Pocillopora acuta,AFDW.mg.cm2,6,1.7247839897529684,0.32390482044277713,0.1322335892187683,0.3399172625067597
Host,4 week,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,6,2.6586491562729426,0.843394306871036,0.34431428396705516,0.8850880441158356
Host,4 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.7363977994441322,0.9947245326777093,0.4060945899481399,1.0438993764708655
Host,4 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,6,2.7924747121644278,0.772875144700208,0.3155249565658707,0.8110827220381641
Host,4 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,6,1.295511256648386,0.46352419398858047,0.18923295978447802,0.4864388091256762
Host,4 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,2.714972257086082,1.342164810010148,0.5479364892073985,1.4085155862388716
Host,4 week,HTAC,High,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.4114658288520872,0.41510812887114856,0.16946718396929936,0.4356292648479184
Host,4 week,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,6,2.1319337171864783,0.35308010057640776,0.1441443474571273,0.37053484128294084
Host,4 week,HTHC,High,High,Pocillopora acuta,AFDW.mg.cm2,6,1.5901696027087602,0.32554334819046443,0.13290251537063924,0.3416367919221412
Host,6 week,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,6,2.1313085124484012,0.9817176660125377,0.4007845588677922,1.0302495070290594
Host,6 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.6739431364771016,0.42639527500327984,0.17407514208195776,0.4474743982716911
Host,6 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,6,2.185987103235385,0.41474441194868755,0.16931869715749187,0.43524756734665454
Host,6 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,6,1.7771849447541987,0.7107410999069325,0.29015883899941086,0.7458770409812072
Host,6 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.3189801061861195,0.5776875619350316,0.23583995958221365,0.6062459162192408
Host,6 week,HTAC,High,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.7108322133693912,0.3592347669521754,0.14665697948340983,0.37699376752934083
Host,6 week,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,6,2.48045022981441,1.453448372054861,0.5933678131688818,1.5253005223831693
Host,6 week,HTHC,High,High,Pocillopora acuta,AFDW.mg.cm2,6,1.680889073872889,0.34088013406685613,0.13916373198588647,0.35773176162228004
Host,8 week,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.7096953910182482,0.5679566084543143,0.23186731445912742,0.5960339068264061
Host,8 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.7593083903203732,0.7027117383488006,0.2868808658697873,0.7374507427964929
Host,8 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,6,1.951978560966502,0.864390523608256,0.352885953556234,0.9071222222628549
Host,8 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,6,1.593957410671977,0.2908774707720565,0.11875023017714435,0.3052571846709985
Host,8 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.8165741601148673,0.6274736393451981,0.25616504057381567,0.6584932002240899
Host,8 week,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,6,1.3168151975731646,0.25275832051904806,0.10318815225241854,0.26525358983294145
Host,12 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,2.0699278307272624,1.2677780311737346,0.5175682139143192,1.3304514493908788
Host,12 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,6,2.345479316336917,1.2659998628634408,0.5168422797414848,1.3285853761923232
Host,12 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,6,1.5892658986466224,0.8390715174809125,0.3425495125885019,0.8805515548660758
Host,12 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,2.0775229669349793,0.394339758826822,0.16098853240298214,0.413834197140854
Host,16 week,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,6,2.0873520853152403,0.6584562211890456,0.2688136266457231,0.6910074258270176
Host,16 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.826822511356824,0.4521083078939043,0.18457244380219628,0.4744585713969301
Host,16 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,6,2.1672587953497073,1.1086008173799082,0.4525843885021888,1.1634052081762951
Sym,Day 1,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,2,2.5323233978162856,0.0391453000127898,0.02767990709062551,0.3517065665717813
Sym,Day 1,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,2,1.1876833026400593,0.7395676717013182,0.5229533158063484,6.644751898096883
Sym,Day 1,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,2,1.8580723975380382,0.27819013326231296,0.1967101296889708,2.499439181507539
Sym,Day 1,HTHC,High,High,Pocillopora acuta,AFDW.mg.cm2,2,0.9183404305034983,0.036001466617300026,0.025456881177753965,0.3234603441890138
Sym,12 week,HTAC,High,Ambient,Pocillopora acuta,AFDW.mg.cm2,2,0.15551415943690067,0.1258621663741061,0.08899799133795988,1.1308266990484201
Sym,Day 1,HTAC,High,Ambient,Pocillopora acuta,AFDW.mg.cm2,3,0.7565998199071906,0.33096602784853046,0.19108332527097024,0.8221651910867445
Sym,Day 2,HTHC,High,High,Pocillopora acuta,AFDW.mg.cm2,3,1.338900884721283,0.12440318549519795,0.0718242126336995,0.3090346445504929
Sym,Day 1,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,4,1.949478516393203,0.4344788684619679,0.21723943423098396,0.691352834830318
Sym,Day 1,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,4,1.1742195556815314,0.4787869040715482,0.2393934520357741,0.7618568069403618
Sym,Day 1,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,4,3.4532715645912293,2.338032174556267,1.1690160872781334,3.720330927775512
Sym,Day 2,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,4,2.364045329667679,0.78121655577183,0.390608277885915,1.243089870771262
Sym,Day 2,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,4,1.1212539348614412,0.15453652065591322,0.07726826032795661,0.24590208959640522
Sym,Day 2,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,4,3.190747578517664,2.2450685887971726,1.1225342943985863,3.5724051177630347
Sym,1 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,4,2.1183018079866707,0.44102643763082633,0.22051321881541316,0.7017714784853294
Sym,1 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,4,1.041932064249314,0.5123802355163097,0.25619011775815487,0.815311293709638
Sym,1 week,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,4,2.4420463202878895,0.7977903940763699,0.39889519703818493,1.2694625460095883
Sym,1 week,HTHC,High,High,Pocillopora acuta,AFDW.mg.cm2,4,1.1046454274744186,0.3894809439490923,0.19474047197454614,0.6197510955245998
Sym,16 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,4,1.1940340558072524,0.24012502670657093,0.12006251335328547,0.38209250202423917
Sym,4 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,5,0.8307613547742009,0.39510049087540106,0.17669431110818642,0.49058205519262027
Sym,8 week,HTAC,High,Ambient,Pocillopora acuta,AFDW.mg.cm2,5,0.6737071743414278,0.34515727779001054,0.15435902721344838,0.42856936554987174
Sym,8 week,HTHC,High,High,Pocillopora acuta,AFDW.mg.cm2,5,0.5960033602729319,0.5769752850651456,0.25803119174859696,0.7164094393187452
Sym,12 week,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,5,1.5025693128111408,0.6435143781520545,0.28778837880929986,0.799028635677889
Sym,12 week,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,5,1.3651949422257226,0.7441443442302151,0.33279146775415286,0.923977241697607
Sym,16 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,5,1.9040795781413864,0.7749650277737018,0.3465748964574019,0.9622461748535857
Sym,16 week,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,5,1.5562973004873768,1.1801711151341798,0.5277885677043513,1.4653759853821005
Sym,Day 2,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.9458669594606417,0.9702370663579754,0.3960976236853171,1.0182013565841843
Sym,Day 2,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.404096418773084,0.5260828609061614,0.21477242860727866,0.5520901037733675
Sym,Day 2,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.9274446167066774,1.0348065275482596,0.4224579958324234,1.0859628504061491
Sym,Day 2,HTAC,High,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.262770314616255,0.3745714112895029,0.15291813831557607,0.39308858869334123
Sym,1 week,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.7982985898798622,0.5401639368598535,0.22052100379326528,0.5668672867272544
Sym,1 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.3837994945065923,0.34103942005011056,0.13922876021624495,0.3578989220100431
Sym,1 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,2.003243573644562,0.7414400926337404,0.3026916502990928,0.7780936580576271
Sym,1 week,HTAC,High,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.0828978673152927,0.5622391043144658,0.2295331531683142,0.5900337542107963
Sym,2 week,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,6,2.564952087428149,0.6673227847106121,0.27243338604569195,0.7003123135899513
Sym,2 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.4777756436966152,0.3467692163986407,0.14156793978023846,0.3639119745075365
Sym,2 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,6,2.174231743219428,0.615242716456542,0.2511717872137265,0.6456576338359147
Sym,2 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,6,1.479651769473075,0.8428388568649032,0.34408752245161334,0.8845051350832195
Sym,2 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.7253289564049958,0.5652005186738328,0.23074214551788094,0.5931415679840158
Sym,2 week,HTAC,High,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,0.6916182943371051,0.20896780935603376,0.08531075093157924,0.21929826672921132
Sym,2 week,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,6,2.0843363222702647,0.5417022021737888,0.2211489979779592,0.5684815971713137
Sym,2 week,HTHC,High,High,Pocillopora acuta,AFDW.mg.cm2,6,1.0015113453861342,0.3939485022916171,0.1608288025913519,0.4134235985884677
Sym,4 week,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,6,2.629145373484173,0.9731327514606627,0.39727978217821086,1.0212401917328602
Sym,4 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.127409858147482,0.3082221874049833,0.12583118109111685,0.32345934846948854
Sym,4 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,6,2.5795831664790665,0.4686475533724212,0.19132456249436297,0.4918154450590742
Sym,4 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,2.5352708440674783,1.0776890304075464,0.4399647043155389,1.130965277234626
Sym,4 week,HTAC,High,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,0.8035926286398329,0.32019594154698516,0.13071944575002373,0.3360250328094575
Sym,4 week,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,6,2.1583294704071374,1.1263685396220864,0.4598380307329948,1.1820512891370094
Sym,4 week,HTHC,High,High,Pocillopora acuta,AFDW.mg.cm2,6,0.9164722007582623,0.2857900127043454,0.1166732841181947,0.29991822485826614
Sym,6 week,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,6,2.0505126010856856,0.9425275134262199,0.38478524607141,0.9891219641720158
Sym,6 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,0.8650902623577506,0.35478811699739915,0.14484164224108123,0.3723272945886568
Sym,6 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,6,1.0349923145092452,0.4798250129054473,0.1958877412404499,0.5035454694565269
Sym,6 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,6,0.9853246831057844,0.3166983284929758,0.1292915512000203,0.33235451301601465
Sym,6 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.2797772879098985,0.5890379435908476,0.24047373348931292,0.6181574112552757
Sym,6 week,HTAC,High,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,0.7358631890816735,0.22893605828867727,0.0934627544218878,0.24025365882544233
Sym,6 week,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,6,1.6071885243542459,0.9558743623510888,0.39023407432806717,1.0031286231140806
Sym,6 week,HTHC,High,High,Pocillopora acuta,AFDW.mg.cm2,6,0.796968574547288,0.17945785127528005,0.07326336099345127,0.18832946498743186
Sym,8 week,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.8380449729490527,0.4854465937123382,0.19818274199456756,0.5094449567078334
Sym,8 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,0.6630326621399948,0.3358695479029988,0.1371181687502698,0.3524734739251584
Sym,8 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,6,2.0230716270260154,0.838087401641623,0.34214774897949357,0.8795187886305392
Sym,8 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,6,1.0317180073684749,0.2490990376722985,0.10169425628590928,0.2614134079971024
Sym,8 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.6434492565953438,0.535462678079692,0.21860172293323607,0.5619336182109789
Sym,8 week,HTHC,High,High,Montipora capitata,AFDW.mg.cm2,6,1.4593277179676567,0.37743735000368395,0.15408815289621472,0.3960962069217606
Sym,12 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,1.0785074038017646,0.49601636704903396,0.20249783388986412,0.5205372535529842
Sym,12 week,ATHC,Ambient,High,Montipora capitata,AFDW.mg.cm2,6,1.5428781892250285,0.644051913824854,0.2629330927889759,0.6758910323110189
Sym,12 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,6,0.5373435567485694,0.4415308957833482,0.18025423339052998,0.46335825815024506
Sym,12 week,HTAC,High,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.7204101633533206,0.2947429144455781,0.12032829094874391,0.3093137190260025
Sym,16 week,ATAC,Ambient,Ambient,Montipora capitata,AFDW.mg.cm2,6,1.9294071123527607,0.5233284389301601,0.21364794054436004,0.549199515184439
Sym,16 week,ATAC,Ambient,Ambient,Pocillopora acuta,AFDW.mg.cm2,6,0.6421142051597216,0.2896014510668972,0.11822929731391488,0.3039180841151948
Sym,16 week,ATHC,Ambient,High,Pocillopora acuta,AFDW.mg.cm2,6,0.9456901391188247,0.4080244346820381,0.1665752779264262,0.4281953837037418
