Plug_ID,uae.mmol.L,vol_mL,Species,Tank,Timepoint,Temperature,Treatment,CO2,prot_ug,surface.area.cm2,cre.umol.L,cre.umol,cre.umol.mgprot,cre.umol.cm2
1432,0.0675128762862464,22.5,Pacuta,2,1 week,High,HTHC,High,19680.62550733122,26.2180261978535,147.78568619059337,3.3251779392883507,0.16895692355152483,0.12682792801391687
1298,0.09543708761454861,17,Pacuta,4,6 week,High,HTAC,Ambient,29893.409696448896,54.453536186099,208.9117847882469,3.5515003414001978,0.1188054617209521,0.06522074763450957
1444,0.03499354157480588,25,Mcapitata,6,6 week,Ambient,ATAC,Ambient,13833.348970226147,41.4902600472802,76.60086250725007,1.915021562681252,0.13843513720379635,0.04615593058464782
2003,0.0484254406947487,22.5,Mcapitata,9,6 week,High,HTAC,Ambient,14096.711540222337,29.323484824136,106.00328968080491,2.3850740178181105,0.1691936456962141,0.0813366498600797
1626,0.05302056407788704,40,Pacuta,6,1 week,Ambient,ATAC,Ambient,34283.4268809417,34.2904287364898,116.06201476649474,4.6424805906597895,0.13541471821886522,0.13538706752066773
2060,0.0554948612841923,16,Pacuta,8,6 week,Ambient,ATAC,Ambient,14972.399592657053,20.0563309119876,121.47825135109694,1.9436520216175512,0.1298156657915262,0.09690965063085577
1717,0.04276990422319382,27,Mcapitata,11,1 week,Ambient,ATHC,High,12354.825676464337,18.5349246685639,93.62332034457128,2.5278296493034245,0.20460261564992233,0.13638197589174678
2515,0.0728149417283291,15.5,Pacuta,9,6 week,High,HTAC,Ambient,17643.279808602987,24.428136499708,159.3919074433124,2.4705745653713422,0.14002921181166514,0.10113643197469746
1286,0.03570048363375023,15,Mcapitata,4,6 week,High,HTAC,Ambient,6921.570900972076,40.232862534333,78.14835867427925,1.1722253801141886,0.16935828540737183,0.02913601733194753
1500,0.07564270996410655,15,Pacuta,6,2 week,Ambient,ATAC,Ambient,16735.722721951322,20.5127527850147,165.58189211142923,2.483728381671438,0.14840879135824048,0.121082158387142
1741,0.0484254406947487,17.5,Pacuta,4,Day 1,High,HTAC,Ambient,11898.20052134734,19.9892100483071,106.00328968080491,1.855057569414086,0.15591076701773565,0.09280294543561475
2521,0.06503857907994115,18.5,Pacuta,11,2 week,Ambient,ATHC,High,15255.459941541289,14.1765432535795,142.36944960599118,2.6338348177108366,0.1726486666284501,0.18578822570486694
1194,0.058852836064178016,52,Pacuta,3,4 week,Ambient,ATHC,High,35526.338728665134,62.915239734082,128.82885814448568,6.699100623513255,0.18856715505299038,0.1064781863953427
1490,0.056378538857872744,12,Pacuta,7,2 week,High,HTAC,Ambient,7478.626366105094,12.8207018072343,123.41262155988343,1.4809514587186012,0.19802452833191722,0.11551251101425267
1646,0.08960481562825764,17,Pacuta,7,1 week,High,HTAC,Ambient,18443.290767885053,28.7954673631831,196.144941410256,3.334464003974352,0.18079550151541232,0.11579822483581856
1336,0.08253539503881403,9,Pacuta,4,Day 2,High,HTAC,Ambient,11517.270761506446,21.1213152823842,180.6699797399639,1.626029817659675,0.14118186950108585,0.07698525380262809
1574,0.09331626143771553,20,Pacuta,8,Day 2,Ambient,ATAC,Ambient,26518.39676144009,37.9194300994799,204.26929628715928,4.085385925743186,0.1540585564993005,0.10773858982124367
1339,0.06450837253573288,15,Pacuta,5,Day 2,High,HTHC,High,14044.878740757686,21.0318207974769,141.2088274807193,2.118132412210789,0.1508117265593794,0.10071084346938201
1691,0.06026672018206672,12.5,Pacuta,9,Day 2,High,HTAC,Ambient,9805.617409707469,10.2790584358677,131.92385047854404,1.6490481309818006,0.16817381936085518,0.16042793620353588
1271,0.07970762680303661,17.5,Pacuta,4,Day 2,High,HTAC,Ambient,17656.826751038836,27.8647247201474,174.47999507184716,3.0533999137573256,0.1729302754572069,0.10957940350832124
1825,0.07900068474409225,24.5,Pacuta,11,Day 2,Ambient,ATHC,High,29478.6094292362,51.9342664359593,172.93249890481792,4.2368462231680395,0.14372612226973072,0.08158093902014656
1118,0.0696337024630795,17,Pacuta,1,1 week,Ambient,ATAC,Ambient,15056.899385417637,15.9306351577621,152.42817469168102,2.5912789697585774,0.1720991090813949,0.16266011644212397
1553,0.08695378290721628,15,Pacuta,7,1 week,High,HTAC,Ambient,22299.00138245596,41.5260578412431,190.34183078389643,2.855127461758446,0.1280383552962491,0.068755080789845
1618,0.05814589400523364,13,Pacuta,5,8 week,High,HTHC,High,8330.75956454362,30.737497685671,127.28136197745644,1.6546577057069336,0.1986202690027557,0.053831893624779054
1649,0.034286599515861514,38,Mcapitata,8,16 week,Ambient,ATAC,Ambient,13352.557477335464,14.3465827749034,75.05336634022085,2.8520279209283923,0.2135941317436307,0.19879493017093025
1629,0.07193126415464865,22.5,Mcapitata,6,1 week,Ambient,ATAC,Ambient,14876.726129862827,15.0535892056708,157.4575372345259,3.5427945877768323,0.238143430002734,0.23534550726561843
1324,0.07458229687569001,29,Pacuta,2,Day 2,High,HTHC,High,33105.755206481546,33.7579365512915,163.26064786088543,4.734558787965677,0.143013163676107,0.14025024251029183
2882,0.10144609511557566,17.5,Pacuta,12,4 week,Ambient,ATHC,High,26419.953622308505,39.70484507338,222.0655022079951,3.8861462886399147,0.14709133650251857,0.09787587085298491
2416,0.06450837253573288,12.5,Pacuta,9,2 week,High,HTAC,Ambient,10066.997960027915,11.7243943671202,141.2088274807193,1.7651103435089912,0.17533631679648184,0.15055023639080692
1443,0.030221682676931448,18,Mcapitata,6,6 week,Ambient,ATAC,Ambient,8226.645503806189,24.1014816297964,66.15526337980295,1.190794740836453,0.14474851751974882,0.049407532662402234
1437,0.06344795944731635,47.5,Pacuta,6,Day 2,Ambient,ATAC,Ambient,36660.170891151356,39.4811088611118,138.8875832301755,6.597160203433336,0.17995443128241634,0.16709662909015766
1326,0.09791138482085385,14.5,Pacuta,2,1 week,High,HTHC,High,20390.76949420908,19.6894035238677,214.32802137284907,3.1077563099063115,0.15240995739709115,0.15783902778664965
1170,0.06327122393258025,46,Pacuta,2,6 week,High,HTHC,High,36185.92263879498,61.783134500005,138.50070918841817,6.371032622667236,0.17606384356321045,0.10311928448153954
1094,0.04648135003265171,12.5,Pacuta,2,2 week,High,HTHC,High,9289.734744601326,13.4382137530945,101.7476752214746,1.2718459402684326,0.13690874661491903,0.09464397304854276
1735,0.05761568746102538,29,Pacuta,9,Day 2,High,HTAC,Ambient,23403.309178586616,33.0598795690148,126.12073985218457,3.6575014557133527,0.15628138003064393,0.11063263095311839
1446,0.05089973790105396,37.5,Pacuta,5,2 week,High,HTHC,High,27415.227488510573,34.7423758852716,111.41952626540711,4.178232234952767,0.15240552852256356,0.12026328449011033
2010,0.03304945091270888,36.5,Mcapitata,10,2 week,High,HTHC,High,12624.632522457565,14.7895804751944,72.34524804791974,2.6406015537490704,0.20916264683758412,0.17854472330557172
1448,0.044007052826346454,30.5,Mcapitata,6,12 week,Ambient,ATAC,Ambient,16960.60265719983,15.572657218133,96.33143863687239,2.938108878424608,0.17323139618375363,0.18867100439374193
2208,0.07334514827253738,21,Pacuta,11,12 week,Ambient,ATHC,High,18981.039706856485,22.6740445955254,160.55252956858433,3.371603120940271,0.17763005467621212,0.1486987955208326
1473,0.05796915849049755,21,Pacuta,6,12 week,Ambient,ATAC,Ambient,13665.384725602795,13.5858796531915,126.89448793569915,2.664784246649682,0.1950025045147154,0.1961436664149818
2532,0.027217178926417923,80,Mcapitata,11,12 week,Ambient,ATHC,High,19482.337785917647,23.9090684872458,59.57840466992884,4.766272373594307,0.24464581334995106,0.19934998204287452
1054,0.06344795944731633,22,Pacuta,1,1 week,Ambient,ATAC,Ambient,16761.538732897687,23.2020620564783,138.88758323017547,3.05552683106386,0.18229393373454497,0.13169203770018878
1044,0.030044947162195357,28,Mcapitata,1,8 week,Ambient,ATAC,Ambient,12119.06551072703,27.1308699439078,65.76838933804564,1.8415149014652779,0.15195188934619466,0.06787526184278464
1241,0.036230690177958505,26,Mcapitata,4,12 week,High,HTAC,Ambient,10466.524949071292,12.3777041069433,79.30898079955116,2.0620335007883304,0.19701223766454568,0.1665925670037328
1185,0.051783415474734404,18,Mcapitata,2,12 week,High,HTHC,High,14546.001798290388,20.1592495696309,113.3538964741936,2.040370136535485,0.1402701694135149,0.10121260364816459
1586,0.035347012604278055,28.5,Mcapitata,7,8 week,High,HTAC,Ambient,13888.0778637506,20.2800671242557,77.37461059076466,2.205176401836793,0.1587819728165943,0.10873614906329977
1222,0.07087085106623212,47,Pacuta,1,2 week,Ambient,ATAC,Ambient,39481.2761391762,54.6772723983673,155.1362929839821,7.291405770247158,0.1846800935345677,0.13335350229476486
1142,0.038174780840055496,24.5,Mcapitata,3,12 week,Ambient,ATHC,High,9916.613905832684,20.714115376056,83.56459525888148,2.0473325838425964,0.2064548043600256,0.09883755819035182
2751,0.053727506136831395,12.5,Pacuta,12,16 week,Ambient,ATHC,High,7350.015923802233,7.29441736421001,117.60951093352392,1.470118886669049,0.20001574172216793,0.201540275702097
1111,0.04913238275369307,16,Pacuta,1,16 week,Ambient,ATAC,Ambient,9170.301650385947,13.2860731287521,107.55078584783412,1.720812573565346,0.18765059636756032,0.1295200287465958
1693,0.0572622164315532,30,Pacuta,8,1 week,Ambient,ATAC,Ambient,21932.181990808458,31.1581217647352,125.34699176866995,3.7604097530600984,0.17145625340132803,0.12068794715720428
1908,0.04948585378316524,21.5,Pacuta,11,4 week,Ambient,ATHC,High,11683.72375023867,23.1394159170432,108.32453393134871,2.328977479523997,0.19933520590782727,0.10064979547770705
1273,0.047718498635804345,22,Mcapitata,5,12 week,High,HTHC,High,12294.407559210584,10.2298364691687,104.45579351377572,2.2980274573030655,0.18691648590919338,0.22463970604310243
2079,0.07104758658096819,22.5,Pacuta,10,8 week,High,HTHC,High,16213.893997817944,26.0032394340761,155.52316702573935,3.499271258079135,0.21581930032045757,0.13457058944330968
1573,0.06327122393258026,25,Pacuta,7,2 week,High,HTAC,Ambient,19019.689363426565,31.3326360103044,138.5007091884182,3.4625177297104552,0.18204912096874815,0.1105083443528892
1135,0.03923519392847204,19,Mcapitata,2,16 week,High,HTHC,High,7700.890495923879,8.20726111026423,85.8858395094253,1.6318309506790807,0.21190159132152536,0.1988277122849506
1566,0.06433163702099678,13,Pacuta,7,6 week,High,HTAC,Ambient,12107.84608538475,17.6892017861901,140.82195343896197,1.8306853947065056,0.15119827108772932,0.10349169040152595
1565,0.034286599515861514,22,Mcapitata,9,1 week,High,HTAC,Ambient,8638.381503781027,14.5434706416994,75.05336634022085,1.6511740594848585,0.19114391495237137,0.11353370183528072
2857,0.035347012604278055,45,Mcapitata,12,16 week,Ambient,ATHC,High,14301.73467446648,23.2647081959134,77.37461059076466,3.4818574765844095,0.24345700405145426,0.14966263265644658
1122,0.028631063044306643,40,Mcapitata,2,2 week,High,HTHC,High,16608.59893085179,19.8907661149091,62.67339700398724,2.5069358801594896,0.1509420445756359,0.12603515951456587
1822,0.033579657456917156,40,Mcapitata,10,6 week,High,HTHC,High,15397.99427673604,19.7252013178306,73.50587017319165,2.9402348069276663,0.1909492076750477,0.14905981234624158
2874,0.05938304260838627,51,Pacuta,12,12 week,Ambient,ATHC,High,37144.38929946552,41.7945412959649,129.98948026975754,6.629463493757634,0.1784781933096159,0.1586203195008551
1585,0.04241643319372164,27.5,Mcapitata,7,Day 1,High,HTAC,Ambient,13264.583862487118,10.6996825149319,92.84957226105666,2.553363237179058,0.19249478639130868,0.2386391590232441
1492,0.06645246319782985,17,Pacuta,3,16 week,Ambient,ATHC,High,13298.220987893126,27.023476562019,145.46444194004954,2.4728955129808425,0.18595686710517134,0.0915091552822797
1469,0.03676089672216678,11.5,Mcapitata,7,12 week,High,HTAC,Ambient,6236.777312464654,11.8854844399533,80.46960292482308,0.9254004336354654,0.14837798229319255,0.07785971521065753
1593,0.031812302309556256,37.5,Mcapitata,4,1 week,High,HTAC,Ambient,13197.501238185296,20.2979660212372,69.63712975561864,2.611392365835699,0.1978702118458581,0.12865290852805011
1299,0.026156765838001382,22.5,Mcapitata,4,Day 2,High,HTAC,Ambient,9008.044931615352,16.5794701733399,57.25716041938502,1.288286109436163,0.14301506255976718,0.07770369595451557
1316,0.033579657456917156,57.5,Mcapitata,4,4 week,High,HTAC,Ambient,22577.58802124587,27.8334016504298,73.50587017319165,4.2265875349585205,0.1872027929192983,0.1518530716454219
2525,0.03181230230955626,50,Mcapitata,10,4 week,High,HTHC,High,17651.695801858383,23.0901939503442,69.63712975561866,3.481856487780933,0.19725337026340328,0.15079373067496601
1650,0.03817478084005549,33,Mcapitata,8,Day 2,Ambient,ATAC,Ambient,13883.684816070087,15.4339407665268,83.56459525888147,2.7576316435430885,0.1986239013688344,0.17867320376943863
2669,0.07034064452202385,12.5,Pacuta,11,16 week,Ambient,ATHC,High,10039.484217888921,12.5880161464754,153.9756708587102,1.9246958857338776,0.1917126262626466,0.15289906394605202
1592,0.031458831280084074,50,Mcapitata,8,6 week,Ambient,ATAC,Ambient,17789.264512553353,27.0905974256995,68.86338167210404,3.443169083605202,0.19355320064949624,0.1270983075603508
2372,0.04241643319372164,39.5,Mcapitata,7,8 week,High,HTAC,Ambient,15988.010174709838,47.3745224299336,92.84957226105666,3.6675581043117385,0.22939428135423362,0.07741625490232681
1640,0.06574552113888549,33,Mcapitata,7,Day 1,High,HTAC,Ambient,22945.06065212646,17.6578787164726,143.91694577302033,4.749259210509671,0.2069839466765379,0.26895978201952453
1534,0.028984534073778823,17.5,Mcapitata,6,4 week,Ambient,ATAC,Ambient,5879.569428442347,9.91660577199321,63.447145087501845,1.1103250390312824,0.18884461737284677,0.11196623769869903
1551,0.033579657456917156,90,Mcapitata,8,4 week,Ambient,ATAC,Ambient,28999.667235734476,39.8167131795141,73.50587017319165,6.615528315587248,0.22812428369644694,0.16614953338215196
1616,0.026156765838001382,40,Mcapitata,6,16 week,Ambient,ATAC,Ambient,11171.883484186525,27.2830105682501,57.25716041938502,2.290286416775401,0.20500450259951553,0.08394551660807781
2407,0.026510236867473565,65,Mcapitata,9,4 week,High,HTAC,Ambient,19370.418064346646,20.5127527850147,58.030908502899635,3.7720090526884764,0.1947303894091614,0.18388604846074408
1162,0.026863707896945744,55,Mcapitata,2,6 week,High,HTHC,High,15149.483976286216,12.7759545647807,58.80465658641423,3.234256112252783,0.21348952329435295,0.2531518170210634
1353,0.04347684628213818,24.5,Mcapitata,5,4 week,High,HTHC,High,15349.752566019879,12.0107767188235,95.17081651160048,2.331685004534212,0.15190375183609928,0.19413274088094187
1730,0.027570649955890106,35,Mcapitata,10,2 week,High,HTHC,High,11431.725325430663,16.2528153034283,60.35215275344344,2.1123253463705205,0.18477747551119922,0.12996673541998324
1067,0.03393312848638934,50,Mcapitata,1,1 week,Ambient,ATAC,Ambient,20100.418852228875,28.6522761873314,74.27961825670626,3.713980912835313,0.18477131945056363,0.1296225433732713
2565,0.048778911724220886,32.5,Mcapitata,12,12 week,Ambient,ATHC,High,17053.389176995985,49.4597439282731,106.77703776431952,3.4702537273403844,0.20349349277864084,0.0701631964041903
1498,0.036407425692694596,27.5,Mcapitata,3,4 week,Ambient,ATHC,High,10495.325716197349,17.6399798194911,79.69585484130847,2.191636008135983,0.20882019933441887,0.1242425462252717
1479,0.05337403510735922,34,Mcapitata,6,Day 2,Ambient,ATAC,Ambient,16306.302415802402,16.1677955427664,116.83576285000933,3.9724159369003176,0.24361230618724805,0.24569929316539435
1564,0.02509635274958484,43,Mcapitata,8,Day 2,Ambient,ATAC,Ambient,10779.36019704469,15.4876374574711,54.93591616884122,2.362244395260172,0.21914513960743365,0.15252451523009058
1136,0.034286599515861514,32.5,Mcapitata,3,6 week,Ambient,ATHC,High,12850.665065264615,16.0559274366323,75.05336634022085,2.4392344060571776,0.18981386517110585,0.15192111546866846
2517,0.030044947162195357,39,Mcapitata,10,4 week,High,HTHC,High,12738.208219765596,18.1008764167636,65.76838933804564,2.56496718418378,0.201360123804836,0.14170403272895174
2360,0.030398418191667546,51,Mcapitata,6,Day 2,Ambient,ATAC,Ambient,16068.312546153138,17.6534039922272,66.54213742156026,3.393649008499573,0.2112013317361091,0.19223765626129655
1061,0.03570048363375024,43,Mcapitata,1,Day 2,Ambient,ATAC,Ambient,20717.323857649415,33.1851718478849,78.14835867427927,3.3603794229940083,0.16220142360487658,0.10126147420291833
1102,0.04029560701688857,17.5,Mcapitata,1,16 week,Ambient,ATAC,Ambient,8248.502626609752,10.8741967605011,88.20708375996908,1.543623965799459,0.18713990110395462,0.1419529184359109
1234,0.028631063044306647,61,Mcapitata,4,2 week,High,HTAC,Ambient,18950.42794173011,36.1832370922787,62.67339700398725,3.823077217243222,0.20174094374009097,0.10565879463722844
1063,0.03676089672216677,20,Mcapitata,1,16 week,Ambient,ATAC,Ambient,7820.0576037795945,12.9057215678962,80.46960292482306,1.6093920584964614,0.20580309507165384,0.12470376414286871
1410,0.029338005103251,45,Mcapitata,5,6 week,High,HTHC,High,14103.63573106572,22.4950556257108,64.22089317101644,2.88994019269574,0.20490746129596513,0.12847001762434732
1295,0.03570048363375023,59,Mcapitata,3,2 week,Ambient,ATHC,High,24789.879364522505,34.9347890278222,78.14835867427925,4.610753161782475,0.18599336826064003,0.13198170906686896
2279,0.037114367751638955,47.5,Mcapitata,5,2 week,High,HTHC,High,19435.19262503401,35.8744811193486,81.24335100833767,3.8590591728960395,0.19856037690747025,0.10757114953266009
2211,0.03640742569269459,26,Mcapitata,11,8 week,Ambient,ATHC,High,10766.975013229108,20.8931043458706,79.69585484130846,2.07209222587402,0.19244887476083977,0.09917589035942172
2297,0.04135602010530511,62.5,Mcapitata,5,Day 2,High,HTHC,High,24884.778321569895,25.9808658128492,90.5283280105129,5.658020500657056,0.22736873230462884,0.21777644137859342
1117,0.034286599515861514,52.5,Mcapitata,1,2 week,Ambient,ATAC,Ambient,20152.088629724167,15.9977560214426,75.05336634022085,3.9403017328615944,0.19552820579846406,0.2463034020258972
1494,0.038881722898999854,47.5,Mcapitata,7,4 week,High,HTAC,Ambient,24898.046126731315,21.980462337494,85.11209142591068,4.042824342730757,0.16237516478814196,0.18392808488994145
2749,0.03746783878111114,49,Mcapitata,12,4 week,Ambient,ATHC,High,15761.744249936999,27.6544126806153,82.01709909185227,4.018837855500761,0.25497418253800336,0.145323565606505
1774,0.03640742569269459,30,Mcapitata,8,8 week,Ambient,ATAC,Ambient,11102.773084900324,22.1952491012715,79.69585484130846,2.390875645239254,0.2153404043257287,0.10772015372885757
1284,0.03464007054533369,27.5,Mcapitata,4,16 week,High,HTAC,Ambient,12008.58153384203,38.4519222846781,75.82711442373545,2.085245646652725,0.17364629126064407,0.054229945416373396
1578,0.0692802314336073,12,Pacuta,8,16 week,Ambient,ATAC,Ambient,9281.326751051998,24.6071254695225,151.65442660816637,1.8198531192979965,0.19607682911192886,0.073956347382062207
1761,0.04736502760633216,42.5,Mcapitata,8,2 week,Ambient,ATAC,Ambient,20055.46448829897,19.8146958027379,103.6820454302611,4.406486930786097,0.21971502746081945,0.22238478827301653
2552,0.03393312848638934,40,Mcapitata,11,6 week,Ambient,ATHC,High,13945.268691797146,15.0356903086894,74.27961825670626,2.9711847302682504,0.21306041467784367,0.19760880074466208
1998,0.0328727153979728,29.5,Mcapitata,9,16 week,High,HTAC,Ambient,7654.872186555323,18.8347311930032,71.95837400616246,2.1227720331817923,0.27730992516245206,0.11270519400724806
1272,0.04383031731161036,18.5,Mcapitata,5,16 week,High,HTHC,High,7997.059627853217,16.5526218278677,95.94456459511508,1.774974445009629,0.22195338381966206,0.1072322235998477
1608,0.029338005103251005,24,Mcapitata,10,12 week,High,HTHC,High,7469.112671661515,17.4162436072229,64.22089317101646,1.541301436104395,0.20635669909656487,0.08849792589403054
1171,0.026510236867473565,33,Mcapitata,2,2 week,High,HTHC,High,10142.916434852428,15.3936682483185,58.030908502899635,1.915019980595688,0.1888036831315519,0.124403095461335
2852,0.03746783878111114,24,Mcapitata,11,16 week,Ambient,ATHC,High,10704.728747207238,11.1247813182414,82.01709909185227,1.9684103782044546,0.18388232198018042,0.17693924239003558
1438,0.031105360250611898,55,Mcapitata,6,8 week,Ambient,ATAC,Ambient,17933.874680752433,20.3829857818991,68.08963358858945,3.7449298473724197,0.208818780884628,0.183728227426723
1480,0.032519244368500615,27.5,Mcapitata,2,1 week,High,HTHC,High,15262.081541778103,21.0810427641759,71.18462592264784,1.9575772128728155,0.12826410391755438,0.0928596006739964
2398,0.026510236867473565,45,Mcapitata,8,12 week,Ambient,ATAC,Ambient,11528.349466855856,27.9810675505268,58.030908502899635,2.6113908826304835,0.22651905983057366,0.09332706401980431
1099,0.03499354157480587,13,Mcapitata,1,2 week,Ambient,ATAC,Ambient,5827.009029895141,9.8673838052942,76.60086250725006,0.9958112125942506,0.17089577302614384,0.10091947696003907
1337,0.02898453407377882,52.5,Mcapitata,5,12 week,High,HTHC,High,17263.145705129773,39.5437550005469,63.44714508750184,3.330975117093846,0.192952963149934,0.08423517486004498
1643,0.04983932481263743,35,Mcapitata,7,2 week,High,HTAC,Ambient,17305.909272105935,27.2024655318336,109.09828201486333,3.818439870520217,0.2206437009741445,0.1403710948940161
1679,0.03393312848638934,91,Mcapitata,8,4 week,Ambient,ATAC,Ambient,29722.485846119725,22.4682072802387,74.27961825670626,6.759445261360269,0.2274185711234081,0.3008448861563314
1749,0.033579657456917156,58,Mcapitata,10,8 week,High,HTHC,High,22678.167050960827,65.3271161023332,73.50587017319165,4.263340470045116,0.18799316807504013,0.06526142166396424
1638,0.041356020105305105,16,Mcapitata,7,16 week,High,HTAC,Ambient,7717.5760654470505,27.5783423684441,90.52832801051288,1.4484532481682062,0.1876824064816396,0.05252140352806579
2744,0.07387535481674565,32.5,Pacuta,11,16 week,Ambient,ATHC,High,27837.400408374782,48.5424254579735,161.71315169385622,5.255677430050327,0.1887991462187387,0.10826977392385403
1426,0.031812302309556256,33,Mcapitata,2,Day 1,High,HTHC,High,15372.728540632457,32.1201874774884,69.63712975561864,2.2980252819354154,0.14948714379892844,0.07154457873404377
2396,0.061503868785219365,15,Pacuta,8,12 week,Ambient,ATAC,Ambient,11246.731165221972,24.7592660938649,134.6319687708452,2.019479531562678,0.1795614656290062,0.08156459581259902
2378,0.03464007054533369,28,Mcapitata,7,Day 2,High,HTAC,Ambient,15262.235412685732,28.0213400687351,75.82711442373545,2.1231592038645926,0.13911194176050096,0.0757693671557669
1758,0.04241643319372164,50,Mcapitata,7,1 week,High,HTAC,Ambient,19907.822657255914,33.6505431694028,92.84957226105666,4.642478613052833,0.23319871253528388,0.1379614762734073
1247,0.06256428187363589,32.5,Pacuta,3,12 week,Ambient,ATHC,High,23151.810122104063,34.1024903181845,136.95321302138896,4.450979423195141,0.19225189735577494,0.13051772412121299
3000,0.035347012604278055,53,Mcapitata,12,2 week,Ambient,ATHC,High,22210.54555004996,31.574271119554,77.37461059076466,4.100854361310527,0.18463546300875544,0.1298796208401106
1197,0.03746783878111114,15.5,Mcapitata,2,Day 2,High,HTHC,High,6597.8880269037445,5.43740680238405,82.01709909185227,1.2712650359237103,0.19267757057106186,0.23379987595673726
2004,0.0328727153979728,17.5,Mcapitata,9,12 week,High,HTAC,Ambient,5398.078941009948,13.8409389351773,71.95837400616246,1.2592715451078431,0.23328142453438092,0.0909816560137661
