Plug_ID,uae.mmol.L,vol_mL,Species,Tank,Timepoint,Temperature,Treatment,CO2,prot_ug,surface.area.cm2,cre.umol.L,cre.umol,cre.umol.mgprot,cre.umol.cm2
1770,0.05690874540208101,16,Pacuta,7,Day 1,High,HTAC,Ambient,13783.805932252502,18.7407619838506,124.57324368515533,1.9931718989624854,0.14460243482525353,0.10635490172064792
1226,0.02085470039591869,42.5,Mcapitata,3,4 week,Ambient,ATHC,High,10700.792161040927,11.3664164274911,45.650939166666014,1.9401649145833058,0.1813104007053787,0.17069275324901648
1187,0.08059130437671706,14,Pacuta,1,Day 2,Ambient,ATAC,Ambient,23100.444086570995,39.901732940176,176.41436528063366,2.469801113928871,0.10691574173522678,0.061897088971844975
1098,0.04135602010530511,22.5,Pacuta,2,Day 1,High,HTHC,High,14208.142195885262,19.0718915780075,90.5283280105129,2.03688738023654,0.1433605711538016,0.10680049075915207
1249,0.06362469496205242,17.5,Pacuta,3,8 week,Ambient,ATHC,High,19785.01470549004,33.0822531902416,139.27445727193273,2.437303002258823,0.12318934499363846,0.07367403266769518
1731,0.0728149417283291,12.5,Pacuta,9,2 week,High,HTAC,Ambient,15645.409178708996,31.2207679041702,159.3919074433124,1.992398843041405,0.12734718665925046,0.06381645862000972
1772,0.0519601509894705,12.5,Pacuta,7,4 week,High,HTAC,Ambient,12027.352087431254,34.2277825970547,113.74077051595093,1.4217596314493868,0.11821052723110557,0.04153817523580184
2058,0.03287271539797279,17,Pacuta,8,16 week,Ambient,ATAC,Ambient,7058.65454561201,14.7627321297222,71.95837400616244,1.2232923581047617,0.1733038995179637,0.08286354770617796
1213,0.047011556576859986,16,Pacuta,2,Day 1,High,HTHC,High,12991.410158649469,16.1275230245582,102.90829734674651,1.6465327575479443,0.12674011038376073,0.10209458421114544
2023,0.027217178926417923,40,Mcapitata,11,2 week,Ambient,ATHC,High,15750.170176115167,20.1950473635938,59.57840466992884,2.3831361867971537,0.15130859921825696,0.11800597165685793
1130,0.04983932481263742,15,Pacuta,2,6 week,High,HTHC,High,11808.011504857455,22.1549765830632,109.09828201486332,1.6364742302229496,0.13859016224279203,0.07386485939569822
1748,0.03181230230955626,18.5,Pacuta,10,2 week,High,HTHC,High,6734.72913851616,12.3150579675082,69.63712975561866,1.2882869004789452,0.19129008368149295,0.10461070535582824
1046,0.044890730400026904,40,Pacuta,1,4 week,Ambient,ATAC,Ambient,21010.79767309087,27.4619995380646,98.2658088456589,3.930632353826356,0.18707677904396885,0.14312986745113643
1447,0.020501229366446504,17.5,Mcapitata,5,8 week,High,HTHC,High,4078.795005445173,14.9103980298192,44.877191083151395,0.7853508439551495,0.19254481848357413,0.05267135339945533
1491,0.043123375252666005,28,Pacuta,7,Day 2,High,HTAC,Ambient,17049.528102034797,30.4645395067038,94.39706842808589,2.643117915986405,0.15502586934772455,0.08676047492543848
1598,0.030398418191667533,25,Mcapitata,6,2 week,Ambient,ATAC,Ambient,11866.116407288057,17.5594347830746,66.54213742156023,1.6635534355390058,0.14019358806536458,0.09473843868496791
1636,0.06539205010941332,14.5,Pacuta,6,8 week,Ambient,ATAC,Ambient,20239.16877502322,43.6470771335455,143.14319768950577,2.0755763664978337,0.10255245111939892,0.04755361648037192
1086,0.053374035107359226,17.5,Pacuta,1,8 week,Ambient,ATAC,Ambient,17194.59588310373,39.0783836790291,116.83576285000935,2.044625849875164,0.11891095689456217,0.052321146817860466
1560,0.030398418191667533,52,Mcapitata,3,Day 2,Ambient,ATHC,High,26083.622426562302,36.4114480287923,66.54213742156023,3.4601911459211316,0.13265761516304728,0.09503030868711924
2397,0.03145883128008409,24,Mcapitata,11,8 week,Ambient,ATHC,High,9727.4406264301615,25.6184131489747,68.86338167210407,1.6527211601304976,0.1699029810205096,0.06451301844964753
2997,0.052667093048414854,20,Pacuta,12,8 week,Ambient,ATHC,High,16712.499063102536,34.3754484971517,115.28826668298011,2.3057653336596022,0.13796651984562963,0.06707593455400748
1713,0.0537275061368314,11,Pacuta,10,8 week,High,HTHC,High,6982.520990945157,20.7409637215282,117.60951093352394,1.2937046202687632,0.18527758411989345,0.06237437361340906
1584,0.018733874219085615,52.5,Mcapitata,7,6 week,High,HTAC,Ambient,15067.54908243803,31.5116249801189,41.008450665578415,2.1529436599428666,0.14288612223286057,0.0683222036724919
1622,0.08094477540618925,17.5,Pacuta,6,2 week,Ambient,ATAC,Ambient,19361.30307654953,25.5154944913314,177.18811336414825,3.1007919838725946,0.16015409560053234,0.12152584324501545
1242,0.02969147613272318,50,Mcapitata,4,Day 2,High,HTAC,Ambient,15395.568946460855,22.6919434925068,64.99464125453105,3.2497320627265527,0.21108229738229994,0.14321083003752674
1305,0.02792412098536228,32.5,Mcapitata,1,Day 1,Ambient,ATAC,Ambient,12618.173944190112,27.5380698502359,61.12590083695803,1.9865917772011361,0.15743892785024086,0.07213983361960709
1211,0.09967873996821475,13,Pacuta,3,Day 1,Ambient,ATHC,High,24862.666666179706,37.8075619933457,218.19676179042207,2.836557903275487,0.1140890452886943,0.0750262051748995
1252,0.09190237731982681,15,Pacuta,3,Day 2,Ambient,ATHC,High,23718.710476828066,43.3248969878793,201.1743039531009,3.017614559296513,0.12722506825337593,0.06965081902308343
2989,0.025449823779057024,73,Mcapitata,12,6 week,Ambient,ATHC,High,30511.54336641917,42.6850114207923,55.70966425235582,4.066805490421975,0.13328743949733718,0.09527478979286375
1409,0.028277592014834457,46,Mcapitata,5,2 week,High,HTHC,High,14720.801571637234,32.903264220427,61.89964892047263,2.847383850341741,0.19342586994908167,0.08653803559629894
1576,0.031812302309556256,32.5,Mcapitata,9,2 week,High,HTAC,Ambient,12832.781132874266,26.7191953133343,69.63712975561864,2.263206717057606,0.17636135874396358,0.08470340107615985
1587,0.021915113484335225,40,Mcapitata,8,1 week,Ambient,ATAC,Ambient,13725.15875468519,25.3051824517993,47.972183417209806,1.9188873366883923,0.1398080248822889,0.07582981629725224
2394,0.02686370789694574,30,Mcapitata,8,1 week,Ambient,ATAC,Ambient,10706.575198098806,40.1702163948978,58.804656586414225,1.7641396975924266,0.16477161603513413,0.043916609267170836
2982,0.029338005103251,18.5,Pacuta,12,16 week,Ambient,ATHC,High,7895.258781938939,12.0823723067493,64.22089317101644,1.188086523663804,0.15048101100646008,0.09833222263810977
2404,0.031812302309556256,27.5,Mcapitata,9,2 week,High,HTAC,Ambient,14641.646656543782,38.031298205614,69.63712975561864,1.9150210682795128,0.13079273890437956,0.050353818003426094
2998,0.0519601509894705,19.5,Pacuta,12,8 week,Ambient,ATHC,High,14889.009500643759,18.9465992991374,113.74077051595093,2.2179450250610433,0.14896525017094964,0.11706296153959522
2184,0.04170949113477729,37.5,Mcapitata,9,4 week,High,HTAC,Ambient,18067.43359678728,15.3668199028463,91.30207609402748,3.4238278535260305,0.18950272240850244,0.2228065322020112
1116,0.03958866495794422,32,Pacuta,1,Day 1,Ambient,ATAC,Ambient,19714.08930835049,27.9273708595825,86.6595875929399,2.773106802974077,0.14066623923629307,0.09929709520159011
1743,0.027217178926417923,12.5,Mcapitata,10,16 week,High,HTHC,High,5252.093085703921,21.2868800794626,59.57840466992884,0.7447300583741105,0.14179681247486817,0.034985402068977683
2074,0.07210799966938473,25,Pacuta,10,4 week,High,HTHC,High,27714.031879348742,36.07584371039,157.84441127628318,3.94611028190708,0.1423867266620107,0.10938372816962236
2540,0.02863106304430664,15,Pacuta,11,12 week,Ambient,ATHC,High,4957.089712247886,27.2114149803243,62.67339700398723,0.9401009550598085,0.18964775899395653,0.03454803639353431
2741,0.031105360250611898,32.5,Mcapitata,11,2 week,Ambient,ATHC,High,14978.853019715818,23.0901939503442,68.08963358858945,2.212913091629157,0.14773581720285422,0.09583778708780268
2530,0.050546266871581785,14,Pacuta,11,4 week,Ambient,ATHC,High,9788.195090040015,17.9934830348749,110.64577818189252,1.5490408945464953,0.15825602987038162,0.08608899630739364
1304,0.03322618642744497,27.5,Mcapitata,3,Day 2,Ambient,ATHC,High,16669.409452187658,20.7096406518107,72.73212208967705,2.000133357466119,0.11998825532500347,0.09657981956781281
2519,0.06503857907994115,23,Pacuta,11,8 week,Ambient,ATHC,High,22117.671519489573,30.4108428157594,142.36944960599118,3.274497340937797,0.14804891817171562,0.1076753235934947
2018,0.01767346113066907,17.5,Mcapitata,10,16 week,High,HTHC,High,2836.5495478695825,13.4784862713028,38.687206415034595,0.6770261122631055,0.23867945926472267,0.05023012960324555
1441,0.08377254364196668,11,Pacuta,5,8 week,High,HTHC,High,11268.061466514902,64.5664129806213,183.37809803226506,2.0171590783549154,0.17901562609942012,0.03124161596154238
2388,0.03464007054533369,31,Pacuta,7,4 week,High,HTAC,Ambient,15771.612592860129,26.1598547826638,75.82711442373545,2.350640547135799,0.14904249855845073,0.08985678883407161
1489,0.01873387421908561,17.5,Mcapitata,6,12 week,Ambient,ATAC,Ambient,2903.9582161101184,9.76446514765084,41.008450665578394,0.7176478866476219,0.2471274836760284,0.07349587261523233
1240,0.02863106304430664,7.5,Pacuta,4,1 week,High,HTAC,Ambient,2911.8862948131027,10.3506540237935,62.67339700398723,0.47005047752990425,0.1614247363872682,0.0454126354189193
1256,0.04913238275369307,13,Pacuta,3,6 week,Ambient,ATHC,High,7644.016560754321,14.7045607145325,107.55078584783412,1.3981602160218436,0.18290910346796416,0.09508343997247354
1540,0.03004494716219536,28,Mcapitata,6,16 week,Ambient,ATAC,Ambient,13151.381115782093,23.0767697776081,65.76838933804564,1.8415149014652779,0.140024449542824,0.079799509169266
