PLUG.ID,Species,Tank,Treatment,Analysis,Date,Date.Format,TimePoint,Mass.g,Temp.C,Days,QC,Notes
1093,Pacuta,Tank2,HTHC,Phys no weigh,20181115,11/15/18,Time5,2.41,29.44,,,Phys no weigh
1093,Pacuta,Tank2,HTHC,Phys,20181129,11/29/18,Time6,3.386,26.1,,,
1094,Pacuta,Tank2,HTHC,Phys,20180920,9/20/18,Time0,2.484,28,NA,,
1094,Pacuta,Tank2,HTHC,Phys,20180928,9/28/18,Time1,2.512,28.63,8,,
1094,Pacuta,Tank2,HTHC,Phys,20181004,10/4/18,Time2,2.53,29.04,14,,
1095,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,3.017,27.07,42,,
1095,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,3.096,25.97,,,
1096,Mcapitata,Tank2,HTHC,Phys,20180920,9/20/18,Time0,2.519,28.01,NA,,
1096,Mcapitata,Tank2,HTHC,Phys,20180928,9/28/18,Time1,2.522,28.59,8,,
1096,Mcapitata,Tank2,HTHC,Phys,20181004,10/4/18,Time2,2.533,28.98,14,,
1113,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.253,27.07,29,,
1096,Mcapitata,Tank2,HTHC,Phys,20181101,11/1/18,Time4,2.527,29.39,42,,
1097,Pacuta,Tank2,HTHC,Phys,20180920,9/20/18,Time0,1.614,28,NA,,
1097,Pacuta,Tank2,HTHC,Phys,20180928,9/28/18,Time1,1.619,28.63,8,,
1097,Pacuta,Tank2,HTHC,Phys,20181004,10/4/18,Time2,1.62,29.06,14,,
1115,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.114,27.07,29,,
1097,Pacuta,Tank2,HTHC,Phys,20181101,11/1/18,Time4,1.625,29.38,42,,
1102,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,1.745,23.27,,,
1102,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,1.565,27.82,NA,,
1102,Mcapitata,Tank1,ATAC,Phys,20180928,9/28/18,Time1,1.584,28.39,8,,
1102,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,1.591,28.03,14,,
1119,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.797,27.07,29,,
1102,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,1.746,27.07,42,,
1102,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,1.751,25.95,,,
1102,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,1.77,25,,,
1102,Mcapitata,Tank1,ATAC,Phys,20181227,12/27/18,Time8,1.784,24.4,,,
1102,Mcapitata,Tank1,ATAC,Phys,20190110,1/10/19,Time9,1.801,23.63,,,
1103,Pacuta,Tank1,ATAC,Phys,20181213,12/13/18,Time7,2.666,23.25,,,
1103,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,2.458,27.97,NA,,
1103,Pacuta,Tank1,ATAC,Phys,20180927,9/27/18,Time1,2.483,27.55,7,,
1103,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,2.527,28.02,14,,
1120,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.992,27.07,29,,
1103,Pacuta,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.772,27.06,42,,
1103,Pacuta,Tank1,ATAC,Phys,20181115,11/15/18,Time5,2.66,25.91,,,
1103,Pacuta,Tank1,ATAC,Phys,20181129,11/29/18,Time6,2.735,24.99,,,
1105,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,2.01,27.81,NA,,
1105,Mcapitata,Tank1,ATAC,Phys,20180927,9/27/18,Time1,2.032,27.58,7,,
1105,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,2.036,27.99,14,,
1121,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.654,27.01,29,,phys no weigh
1105,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.222,27.04,42,,
1105,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,2.173,25.95,,,
1106,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,2.09,23.25,,,
1106,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,1.923,27.81,NA,,
1106,Mcapitata,Tank1,ATAC,Phys,20180928,9/28/18,Time1,1.957,28.39,8,,
1106,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,1.591,28.03,14,,
1123,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.695,27.06,29,,
1106,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.171,27.02,42,,
1106,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,2.138,25.97,,,
1106,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,2.139,24.99,,,
1106,Mcapitata,Tank1,ATAC,Phys,20181227,12/27/18,Time8,2.381,24.39,,,
1106,Mcapitata,Tank1,ATAC,Phys,20190110,1/10/19,Time9,2.118,23.63,,,
1111,Pacuta,Tank1,ATAC,Phys,20181213,12/13/18,Time7,2.042,23.21,,,
1111,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,1.724,27.95,NA,,
1111,Pacuta,Tank1,ATAC,Phys,20180927,9/27/18,Time1,1.764,27.58,7,,
1111,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,1.807,28.01,14,,weighed then reglued then reweighed as Time 2b
1111,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2b,1.772,28,14,,"reweighed, new initial weight"
1129,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.727,27.06,29,,
1111,Pacuta,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.112,27.06,42,,
1111,Pacuta,Tank1,ATAC,Phys,20181115,11/15/18,Time5,2.061,25.94,,,
1111,Pacuta,Tank1,ATAC,Phys,20181129,11/29/18,Time6,2.088,24.99,,,
1111,Pacuta,Tank1,ATAC,Phys,20181227,12/27/18,Time8,2.118,24.39,,,
1111,Pacuta,Tank1,ATAC,Phys,20190110,1/10/19,Time9,2.119,23.6,,,
1112,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,5.165,27.97,NA,,
1112,Pacuta,Tank1,ATAC,Phys,20180927,9/27/18,Time1,5.224,27.54,7,,
1112,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,5.319,27.99,14,,
1141,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.703,27.07,29,,
1112,Pacuta,Tank1,ATAC,Phys,20181101,11/1/18,Time4,5.717,27.02,42,,
1113,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,3.161,27.98,NA,,
1113,Pacuta,Tank1,ATAC,Phys,20180928,9/28/18,Time1,3.179,28.4,8,,
1113,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,3.193,27.98,14,,
1159,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.485,27.02,29,,
1113,Pacuta,Tank1,ATAC,Phys,20181101,11/1/18,Time4,3.402,27.03,42,,
1113,Pacuta,Tank1,ATAC,Phys,20181115,11/15/18,Time5,3.349,25.96,,,
1115,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,2.239,23.25,,,
1115,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,1.993,27.9,NA,,
1115,Mcapitata,Tank1,ATAC,Phys,20180927,9/27/18,Time1,2.016,27.58,7,,
1115,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,2.038,27.98,14,,
1166,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,1.804,27.02,29,,
1115,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.275,27.06,42,,
1115,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,2.236,25.96,,,
1115,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,2.25,24.99,,,
1119,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,3.261,23.23,,,
