"","Date","Species","Treatment","Pnet.mean","N","Pnet.se","Rdark.mean","Rdark.se","Pgross.mean","Pgross.se","Group"
"36",20181020,"Montipora","HTHC",1.57896707231422,6,0.290293456728896,-0.395359677432918,0.0995679546522984,1.97432674974713,0.382089319055603,"Montipora_HTHC"
"37",20181020,"Pocillopora","ATAC",1.49066645070811,6,0.270153635096857,-0.45033045898855,0.0308596041421892,1.94099690969666,0.289655525384455,"Pocillopora_ATAC"
"38",20181020,"Pocillopora","ATHC",1.50994802132293,6,0.139672955724606,-0.339648949400918,0.0303631701746352,1.84959697072385,0.155615577646544,"Pocillopora_ATHC"
"39",20181020,"Pocillopora","HTAC",0.911358084057595,6,0.116942106175801,-0.303662026906157,0.0170085873570292,1.21502011096375,0.123501006464609,"Pocillopora_HTAC"
"40",20181020,"Pocillopora","HTHC",0.954363054063311,6,0.149760123277187,-0.34580575188385,0.0191678292959633,1.30016880594716,0.152086765270483,"Pocillopora_HTHC"
"41",20181103,"Montipora","ATAC",1.21742150646183,5,0.134067271938471,-0.289841690576674,0.0281198375647876,1.5072631970385,0.158800131807005,"Montipora_ATAC"
"42",20181103,"Montipora","ATHC",1.67384866636725,6,0.070915960354362,-0.367552062004395,0.0697225837289144,2.04140072837164,0.116437509997721,"Montipora_ATHC"
"43",20181103,"Montipora","HTAC",0.86612044948159,6,0.199262016622785,-0.265483736823041,0.0484905219913101,1.13160418630463,0.246081851388502,"Montipora_HTAC"
"44",20181103,"Montipora","HTHC",1.09275588408964,4,0.178757998194554,-0.236015955772047,0.0199763729246827,1.32877183986169,0.169854044740746,"Montipora_HTHC"
"45",20181103,"Pocillopora","ATAC",1.5585930897803,5,0.0906413252599746,-0.355933782109915,0.0113208706028512,1.91452687189022,0.0989792567978015,"Pocillopora_ATAC"
"46",20181103,"Pocillopora","ATHC",1.93794232820062,6,0.180784743346942,-0.432611011883447,0.037314095862753,2.37055334008407,0.199481251124963,"Pocillopora_ATHC"
"47",20181103,"Pocillopora","HTAC",0.822860766628092,6,0.106727912913506,-0.308825391199828,0.0217818491544052,1.13168615782792,0.127966780806448,"Pocillopora_HTAC"
"48",20181103,"Pocillopora","HTHC",0.580521479343212,4,0.0429934932984869,-0.246978768876311,0.0112903857308911,0.827500248219523,0.0466085689560355,"Pocillopora_HTHC"
"49",20181117,"Montipora","ATAC",1.23560721597769,6,0.0525628889060839,-0.288911184801226,0.0296510769022727,1.52451840077891,0.0507707627902468,"Montipora_ATAC"
"50",20181117,"Montipora","ATHC",1.5552792664815,6,0.122935875348382,-0.306316271308544,0.0241349101865966,1.86159553779005,0.141506980967252,"Montipora_ATHC"
"51",20181117,"Montipora","HTAC",1.06808938998734,6,0.131808618334846,-0.299143954107742,0.0340051263172959,1.36723334409509,0.152392949410898,"Montipora_HTAC"
"52",20181117,"Montipora","HTHC",0.644542834698616,5,0.148226073470207,-0.237669185041419,0.0350429088629614,0.882212019740036,0.17888399469063,"Montipora_HTHC"
"53",20181117,"Pocillopora","ATAC",1.33690298514472,6,0.140065271739242,-0.338498675855222,0.0340943764579655,1.67540166099994,0.172206463162571,"Pocillopora_ATAC"
"54",20181117,"Pocillopora","ATHC",1.52502124109694,6,0.166313255467768,-0.376279358235823,0.0466803206714707,1.90130059933276,0.189049041979252,"Pocillopora_ATHC"
"55",20181117,"Pocillopora","HTAC",0.58294845468096,6,0.0755907229880802,-0.211159123865368,0.0226561519338789,0.794107578546327,0.0937111126407883,"Pocillopora_HTAC"
"56",20181117,"Pocillopora","HTHC",0.340519572047571,6,0.111033713872834,-0.112606556045312,0.0166803136420699,0.453126128092883,0.113398756438279,"Pocillopora_HTHC"
