sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
221	HP261	50077	24262	385	24186	384	76	1	0	0	23655	9	0	0	119	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
131	HP171	74038	37953	532	37838	531	115	1	0	0	37157	8	0	0	194	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
79	HP119	54802	31310	476	31310	476	0	0	0	0	30601	7	0	0	381	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
145	HP185	61921	33662	478	33662	478	0	0	0	0	32832	8	0	0	225	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
141	HP181	60851	35285	510	35212	508	70	1	3	1	34537	9	0	0	225	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
110	HP150	53466	28932	425	28932	425	0	0	0	0	28350	9	0	0	174	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
91	HP131	58640	29725	466	29684	465	0	0	41	1	29009	9	0	0	213	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
150	HP190	73784	42039	568	40996	564	11	1	1032	3	39560	10	0	0	718	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
107	HP147	71451	39499	567	39499	567	0	0	0	0	38635	9	0	0	237	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
237	HP277	29011	16046	244	15772	243	0	0	274	1	15400	8	0	0	250	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
73	HP113	53772	28560	444	28459	443	101	1	0	0	27876	11	0	0	211	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
84	HP124	51300	24720	396	24663	395	57	1	0	0	24097	9	0	0	125	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
258	HP298	19441	8413	151	8413	151	0	0	0	0	8343	10	0	0	55	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
158	HP198	50347	28539	416	28446	415	93	1	0	0	27855	9	0	0	203	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
178	HP218	53240	25541	421	25469	420	72	1	0	0	24820	9	0	0	155	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
78	HP118	43522	20927	346	20927	346	0	0	0	0	20556	9	0	0	160	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
177	HP217	30859	15897	260	15403	259	0	0	494	1	15104	9	0	0	171	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
148	HP188	60779	34415	506	34366	505	49	1	0	0	33448	9	0	0	279	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
74	HP114	67614	35276	509	35205	508	71	1	0	0	34322	10	0	0	235	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
301	HP341	41003	23580	372	23511	371	69	1	0	0	22912	9	0	0	248	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
182	HP222	37662	20605	328	20550	327	55	1	0	0	20103	9	0	0	168	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
263	HP303	38720	19812	330	19776	328	36	2	0	0	19274	11	0	0	122	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
289	HP329	64418	29488	441	28710	437	9	1	769	3	28064	9	0	0	540	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
174	HP214	34989	16874	285	16780	284	94	1	0	0	16294	10	0	0	112	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
140	HP180	54808	30145	430	30089	429	56	1	0	0	29335	9	0	0	269	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
197	HP237	42998	22586	362	22520	361	66	1	0	0	21834	10	0	0	128	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
66	HP106	55993	26731	419	26682	418	49	1	0	0	25797	10	0	0	279	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
313	HP353	40746	22326	385	22288	383	11	1	27	1	21636	16	0	0	281	12	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
135	HP175	47111	24376	382	24331	381	45	1	0	0	23670	10	0	0	195	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
189	HP229	47682	23376	364	23333	363	43	1	0	0	22729	11	0	0	230	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
213	HP253	39230	21327	400	21273	399	54	1	0	0	20166	12	0	0	284	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
82	HP122	47281	22067	367	22067	367	0	0	0	0	21272	11	0	0	272	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
175	HP215	41879	21903	358	21803	357	100	1	0	0	21084	12	0	0	267	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
85	HP125	42977	23875	367	23627	366	0	0	248	1	23109	12	0	0	570	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
97	HP137	43917	21709	328	21673	327	36	1	0	0	21181	12	0	0	507	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
296	HP336	36281	17999	304	17931	303	68	1	0	0	17132	12	0	0	509	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
105	HP145	51410	26617	409	26617	409	0	0	0	0	25790	12	0	0	261	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
206	HP246	34735	18440	289	18440	289	0	0	0	0	17879	16	0	0	460	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
121	HP161	63791	32177	459	32051	458	126	1	0	0	31044	13	0	0	426	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
181	HP221	35591	19876	310	19839	309	37	1	0	0	19036	12	0	0	283	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
83	HP123	44656	17185	297	17185	297	0	0	0	0	16646	13	0	0	331	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
226	HP266	38967	19298	308	19298	308	0	0	0	0	18637	15	0	0	383	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
216	HP256	36819	20058	291	20058	291	0	0	0	0	19217	12	0	0	355	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
137	HP177	66258	36252	529	36252	529	0	0	0	0	34909	14	0	0	1165	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
123	HP163	71198	39250	549	39056	548	0	0	194	1	37709	13	0	0	1283	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
273	HP313	36923	19223	299	19186	298	37	1	0	0	18636	17	0	0	409	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
246	HP286	45873	23579	389	23571	387	4	1	4	1	22589	22	0	0	425	14	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
233	HP273	31067	15881	316	15877	315	0	0	4	1	15348	27	0	0	0	91	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
220	HP260	33941	17351	281	17351	281	0	0	0	0	16703	15	0	0	578	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
147	HP187	70441	38986	545	38986	545	0	0	0	0	37405	13	0	0	3091	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
155	HP195	70371	32933	481	32933	481	0	0	0	0	31421	12	0	0	2595	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
203	HP243	34100	17218	268	17218	268	0	0	0	0	16566	17	0	0	1156	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
236	HP276	24644	12362	205	12362	205	0	0	0	0	11833	21	0	0	642	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
239	HP279	43039	22760	345	22760	345	0	0	0	0	22030	18	0	0	3272	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
194	HP234	46394	23842	397	23842	397	0	0	0	0	22429	26	0	0	2711	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
200	HP240	33042	15883	253	15883	253	0	0	0	0	15135	23	0	0	1867	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
196	HP236	35716	18200	206	18200	206	0	0	0	0	17806	8	0	0	0	708	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
95	HP135	55890	26354	311	26354	311	0	0	0	0	25835	10	0	0	0	1081	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
61	HP101	63180	19894	235	19894	235	0	0	0	0	19466	8	0	0	0	770	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
204	HP244	37941	17473	204	17473	204	0	0	0	0	17164	15	0	0	8	655	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180908.0	NoData
165	HP205	27635	14079	159	14079	159	0	0	0	0	13706	11	0	0	0	595	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
101	HP141	64378	29842	370	29842	370	0	0	0	0	29225	14	0	0	0	1218	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
201	HP241	43961	20308	255	20308	255	0	0	0	0	19846	10	0	0	0	862	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
112	HP152	47845	21784	276	21784	276	0	0	0	0	21344	12	0	0	0	936	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
118	HP158	65889	32102	415	32102	415	0	0	0	0	31430	13	0	0	9	1413	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
187	HP227	36589	18160	205	18160	205	0	0	0	0	17788	10	0	0	0	841	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
295	HP335	50152	25253	324	25250	323	3	1	0	0	24730	11	0	0	0	1160	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
276	HP316	32158	16015	175	16015	175	0	0	0	0	15684	12	0	0	0	724	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
166	HP206	43078	15784	176	15784	176	0	0	0	0	15352	11	0	0	0	753	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
160	HP200	37592	12800	149	12800	149	0	0	0	0	12540	10	0	0	0	619	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
142	HP182	63497	22339	249	22339	249	0	0	0	0	21885	10	0	0	0	981	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
71	HP111	36665	17191	206	17191	206	0	0	0	0	16856	11	0	0	0	763	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
180	HP220	32557	13182	171	13182	171	0	0	0	0	12857	11	0	0	0	639	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
90	HP130	75868	33515	483	33515	483	0	0	0	0	32837	20	0	0	42	1437	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
195	HP235	53699	26535	314	26535	314	0	0	0	0	26083	11	0	0	0	1375	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
300	HP340	36742	14454	145	14454	145	0	0	0	0	14181	12	0	0	0	690	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
256	HP296	36584	17630	216	17630	216	0	0	0	0	17241	19	0	0	21	774	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
228	HP268	30060	13686	171	13686	171	0	0	0	0	13365	12	0	0	0	681	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
288	HP328	43388	16639	210	16639	210	0	0	0	0	16331	19	0	0	28	743	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
75	HP115	31337	13117	190	13117	190	0	0	0	0	12817	21	0	0	41	426	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
255	HP295	43210	20462	262	20462	262	0	0	0	0	19974	19	0	0	13	958	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
286	HP326	43623	18059	228	18059	228	0	0	0	0	17686	21	0	0	17	886	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
224	HP264	31997	13628	153	13628	153	0	0	0	0	13342	14	0	0	24	555	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
