sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	3815_B	3816_B	3817_B	3818_B	C1d	C31	C17d	C42.2	C21	C1	C21ac	3809_C	C3cg	C17e	C31a	1853_C	C17f	C31.9	C1b	C1bi	1840_C	C17	3810_C	C3cw	C31.1	1365_C	1857_C	C31.10	C1ag	1841_C	1849_C	C1k	1862_C	1402_C	1842_C	1846_C	1876_C	C21k	1861_C	1844_C	1875_C	3811_C	1855_C	C3	1872_C	C45c	2275_C	1858_C	1859_C	C115k	2135_C	1860_C	1467_C	2146_C	1852_C	2121_C	C17.2	2119_C	C3.14	1425_C	C31.5	1629_C	1372_C	1845_C	1409_C	1873_C	2194_C	C21.16	C1au	2151_C	1382_C	C3.12	2111_C	C31b	1697_C	2104_C	3827_C	1854_C	3821_C	1843_C	2206_C	1839_C	3838_C	1856_C	3822_C	2186_C	2115_C	3839_C	3842_C	1445_C	1863_C	2868_C	2099_C	3023_C	3823_C	2132_C	3837_C	3851_C	C1bk	1557_C	1535_C	2137_C	2158_C	2136_C	3844_C	3857_C	3824_C	2145_C	2095_C	C15h	3845_C	3829_C	3861_C	1375_C	C21ad	1847_C	3846_C	2854_C	2204_C	3825_C	2496_C	3852_C	3847_C	2497_C	2097_C	3820_C	3850_C	3836_C	2349_C	3855_C	1502_C	3840_C	3853_C	3854_C	1487_C	1541_C	3841_C	3848_C	3828_C	2436_C	2116_C	2109_C	1367_C	1867_C	3859_C	3856_C	1422_C	2166_C	3843_C	3812_C	1850_C	2113_C	1851_C	2376_C	3860_C	3813_C	2157_C	2098_C	3808_C	2534_C	3806_C	3832_C	3849_C	C3.2	2225_C	2094_C	3826_C	3833_C	3834_C	3024_C	1772_C	3862_C	2569_C	2687_C	3863_C	1454_C	3807_C	3819_C	D1	D4	D6	D1ab	1833_D	1835_D	1834_D	D4d	1836_D	D17d	1838_D	D17j	1837_D	1869_D	D5m	1868_D	D17e	D1r	D17c	D17l	D17k	D17	3082_D	D1.6	3036_D	1871_D	3190_D	3075_D	3069_D	1870_D	3292_D	1877_D	3041_D	D2.2	3830_D	3442_D	3835_D	D4b	3585_D	3831_D	3100_D	3137_D	3597_D	3858_D	3600_D	G3l	G3m	G3k	3814_G	G3v
202	HP242	2.2912906382516036	1.0804610198977929	0.0177775361530934	1.0754050233771881	0.01756007393715342	0.005055996520604545	0.00021746221593998044	0.0	0.0	1.0	0.0011416766336848972	0	0	0.1200391431988692	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData	0	0	0	0	0	0.3155920408828966	0.3515276720669784	0	0.09497662281178645	0	0.027291508100467543	0	0	0.03468522344242688	0	0.014787430683918669	0.027400239208437534	0.011036207458954006	0	0	0.021583124932043056	0.012177884092638903	0	0	0	0	0.009513971947374144	0.005273458736544525	0	0.008426660867674242	0.008589757529629228	0	0	0	0.011471131890833968	0.008861585299554203	0.0053821898445145155	0	0	0.007448080895944329	0	0	0	0	0	0	0	0.005545286506469501	0	0	0	0.008100467543764272	0	0	0.01032945525714907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	HP324	2.0943424768051635	1.0735679709560306	0.017244856797095604	1.0652480839048004	0.01699273900766438	0.008319887051230334	0.00025211778943122227	0.0	0.0	1.0	0.0010588947156111336	0	0	0.10362041145623234	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData	0	0	0	0	0	0.4696954417103671	0.22151068979427188	0	0.0804255748285599	0	0.03499394917305365	0	0	0.029396934247680518	0.011294876966518758	0.014169019766034692	0.010387252924566357	0.011294876966518758	0	0	0.009530052440500201	0.009429205324727713	0	0	0	0	0.007714804356595401	0.011748688987494958	0	0	0	0	0.04654094392900363	0	0	0.004336425978217023	0.004840661557079467	0.005949979830576845	0.006605486083098023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004790237999193223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050927793465106895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025211778943122227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	HP290	2.0990730415388903	1.0684067465848899	0.017458879286311683	1.0639461945915807	0.017249790911625314	0.0042514636186228045	0.00017424031223863952	0.00020908837468636745	3.4848062447727906e-05	1.0	0.0010802899358795652	0	0	0.095030666294954	0.0003484806244772791	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData	0	0	0	0	0.02631028714803457	0.31464315584053526	0.32039308614441037	0	0.10325480903261779	0	0.040354056314468915	0	0	0.0314678003902983	0	0.014043769166434347	0.0224770002787845	0.017040702536938946	0	0	0.01613465291329802	0.013381655979927517	0	0	0	0	0.010977139671034291	0	0	0.008224142737663786	0.007352941176470588	0	0	0	0.006412043490381935	0.008258990800111514	0.006098410928352384	0.0054711458042932815	0	0.006412043490381935	0.005227209367159186	0	0	0	0	0	0	0	0	0	0	0.0058893225536660165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004321159743518261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019514914970727628	0.002230275996654586	0.0005924170616113745	0.00020908837468636745	0.00020908837468636745	0	0	0	0	0.00013939224979091162	0	0	0	0	0.00013939224979091162	0	0	0	0	0.00024393643713409535	0	0	0	0	0	0	0	0	0	0.00013939224979091162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	HP162	2.1919146500981035	1.0628678875081752	0.016800196206671027	1.0583306082406803	0.016595814257684763	0.004537279267495095	0.00020438194898626553	0.0	0.0	1.0	0.0008584041857423152	0	0	0.12005395683453239	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData	0	0	0	0	0	0.27146010464355785	0.37070797907128844	0	0.09818508829300196	0	0.03261935905820798	0	0	0.03458142576847613	0	0.02121484630477436	0.029635382603008503	0.011527141922825376	0	0	0.020887835186396336	0.01814911706998038	0	0	0	0	0.010995748855461085	0.006254087638979725	0	0.009973839110529757	0.009360693263570962	0	0	0	0.011895029431000653	0.009319816873773708	0	0.0068263570961412685	0	0.007316873773708306	0.005354807063440157	0	0	0	0	0	0	0.0059270765206017005	0	0	0	0.0078073904512753435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	HP207	2.0602774413739953	1.0849939447319168	0.019597049433006716	1.080314873940328	0.01937685786634372	0.004679070791588682	0.0002201915666629968	0.0	0.0	1.0	0.0012110536166464825	0	0	0.1210503137729825	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0	0.2843774083452604	0.3536827039524386	0	0.10503137729824948	0	0.034129692832764506	0	0	0.03176263349113729	0	0.02157877353297369	0.030606627766156556	0.009082902124848618	0	0	0.019597049433006716	0.018220852141362986	0	0	0	0	0.012165584058130573	0.006605746999889904	0	0.008697566883188373	0.008532423208191127	0	0	0	0.011449961466475833	0.009027854233182869	0.005119453924914676	0.005449741274909171	0	0.006715842783221402	0.005449741274909171	0	0	0	0	0	0	0.0051745018165804246	0	0	0	0.007541561158207641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	HP255	2.1662840975818076	1.072225484439225	0.018523461271552875	1.0633107350664603	0.018256552607697644	0.00891474937276464	0.00026690866385522876	0.0	0.0	1.0	0.0011743981209630064	0	0	0.11119414936208827	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData	0	0	0	0	0	0.28100144130678484	0.3508781295040837	0	0.11034004163775156	0	0.039395718785031765	0	0	0.023648107617573265	0	0.023381198953718037	0.028826135696364705	0.011850744675172156	0	0	0.01857684300432392	0.019270805530347514	0	0	0	0	0.012864997597822026	0.0064591896652965355	0	0.008701222441680458	0.007686969519030588	0	0	0	0.009608711898788235	0.006832861794693856	0.005871990604815032	0.004430683819996797	0	0.007046388725778039	0	0	0	0	0	0	0	0	0	0	0	0.0064058079325254895	0	0	0	0	0	0	0.012704852399508889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004217156888912614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	HP342	2.1359229929000545	1.0895002730748224	0.01833014746040415	1.0824003276897871	0.018125341343528126	0.0070999453850355	0.00020480611687602403	0.0	0.0	1.0	0.0008533588203167668	0	0	0.12360049153468051	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData	0	0	0	0	0	0.3050245767340251	0.3478631895139268	0	0.09424494811578372	0	0.0270002730748225	0	0	0.032154560349535774	0	0.020139268159475695	0.028775259421081376	0.010274440196613872	0	0	0.01880802839978154	0.0193200436919716	0	0	0	0	0.011059530311305297	0.006929273620972147	0	0.009284543965046422	0.00812397596941562	0	0.006246586564718733	0	0.010581649371927909	0.009557618787547788	0.004608137629710541	0	0.005905243036592026	0.006212452211906062	0	0	0	0	0	0	0	0.006280720917531403	0	0	0	0.006792736209721464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004403331512834517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017067176406335336	0.00023894046968869472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	HP249	2.1380540841929188	1.070365207694452	0.018957345971563982	1.064678003902983	0.018678561471982158	0.005687203791469194	0.00027878449958182325	0.0	0.0	1.0	0.0014496793978254808	0	0	0.12456091441315864	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData	0	0	0	0	0	0.3539448006690828	0.30415388904376917	0	0.0827989963758015	0	0.02843601895734597	0	0	0.03194870365207694	0.0071368831892946755	0.013381655979927517	0.0294954000557569	0.013994981879007527	0	0	0.017563423473654863	0.012378031781432952	0	0	0	0	0.010482297184276554	0.005965988291051018	0	0.009645943685531084	0.007025369389461946	0	0.008698076386952885	0	0.00791747978812378	0.008921103986618344	0.005742960691385559	0	0.004906607192640089	0.006579314190131029	0	0	0.006746584889880123	0	0	0	0	0.004906607192640089	0	0	0	0.007750209088374686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005185391692221913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004293281293560078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	HP224	2.1311144730206757	1.084664089202667	0.018546534431557123	1.0776601109430157	0.018266375301171065	0.007003978259651482	0.0002801591303860593	0.0	0.0	1.0	0.0013447638258530846	0	0	0.12657589510842157	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData	0	0	0	0	0	0.26956911525746624	0.3458844623746288	0	0.1129601613716591	0	0.042640219644758226	0	0	0.030593377038157673	0	0.023365271474197345	0.030369249733848826	0.010646046954670252	0	0	0.019218916344483666	0.01871462990978876	0	0	0	0	0.012102874432677761	0.005266991651257914	0	0.00935731495489438	0.006163500868493304	0	0	0	0.01299938364991315	0.008796996694122261	0.006163500868493304	0.006499691824956575	0	0.004986832520871855	0.0050988961730262785	0	0	0	0	0	0	0.00633159634672494	0	0	0	0.007284137390037542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004706673390485796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002801591303860593	0	0	0	0
275	HP315	2.223378956825028	1.0732442001796756	0.017122020821222852	1.068435237541616	0.016963483591396714	0.0048089626380595045	0.0001585372298261375	0.0	0.0	1.0	0.0012682978386091	0	0	0.11594356074618192	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData	0	0	0	0	0	0.28885483274322254	0.32864767742958306	0	0.11245574169000687	0	0.04697986577181208	0	0	0.028325318395603233	0	0.021349680283253184	0.024573270623051313	0.011203297574380384	0	0	0.01780901548380278	0.017544786767425883	0	0	0	0	0.011626063520583417	0.006130106219943984	0	0.008032552977857634	0.007979707234582254	0	0	0	0.011361834804206522	0.008349627437509909	0.006182951963219363	0.00697563811235005	0	0.0063414891930455	0.0072927125720023255	0	0	0	0	0	0	0.004544733921682608	0	0	0	0.0050731913544364	0	0	0	0	0	0	0.011784600750409555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005813031760291709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	HP121	2.6313146838815453	1.0863134884038665	0.018444512757454658	1.0683471667179014	0.018034634696177887	0.01796632168596509	0.00040987806127677014	0.0	0.0	1.0	0.0009222256378727329	0	0.0035522765310653415	0.10940328585579123	0	0	0	0.0002390955357447826	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData	0.0022884858421286336	0.0004440345663831677	0.0004440345663831677	0.00037572155617037264	0	0.45964408921679134	0.21942138880349762	0	0.08129248215322608	0	0.029818628957885028	0	0	0.026881169518734843	0.012262185333196708	0.018342043242135463	0.01195477678723913	0.011579055231068757	0	0	0.010383577552344843	0.014311575639580559	0	0	0	0	0.00659220548553472	0.01250128086894149	0	0.004372032653618882	0	0	0.04272978788810329	0	0	0	0	0.00549919732213	0.008846534822556956	0	0.004406189158725279	0	0	0	0	0	0	0	0.008197561225535404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005533353827236397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015028862246814906	0	0	0.0002390955357447826	0.00013662602042559006
238	HP278	2.180221093516582	1.0767851807588886	0.017388706304152974	1.0724828204362116	0.017089931281744845	0.004302360322677024	0.00029877502240812666	0.0	0.0	1.0	0.0014938751120406335	0	0	0.13253659994024497	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData	0	0	0	0	0	0.26901703017627726	0.3719151478936361	0	0.09076785180758888	0	0.028264117119808783	0	0	0.034359127576934566	0	0.02151180161338512	0.033104272482820433	0.012668060950104571	0	0	0.021153271586495367	0.016552136241410217	0	0	0	0	0.010337615775321184	0.00537795040334628	0	0.010696145802210935	0.007110845533313415	0	0.0089632506722438	0	0.01087541081565581	0.01063639079772931	0.004421870331640275	0	0.004780400358530027	0.006214520466089035	0	0	0	0	0	0	0	0.006035255452644159	0	0	0	0.009799820734986555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049596653719749025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023902001792650135	0.00023902001792650135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	HP334	2.221363995435794	1.088080400245765	0.01917844290353726	1.0797858334064776	0.018915123321337664	0.008294566839287282	0.00026331958219959624	0.0	0.0	1.0	0.001053278328798385	0	0	0.12577898709734048	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData	0	0	0	0	0	0.28420960238743087	0.326955147897832	0	0.11572895637672255	0	0.039497937329939434	0	0	0.031115597296585622	0	0.02435706135346265	0.029184587027121917	0.011147195646449575	0	0	0.018344597559905206	0.024005968577196526	0	0	0	0	0.011454401825682437	0.005485824629158255	0	0.006495216360923374	0.006231896778723778	0	0	0	0.010181690511717722	0.00842622663038708	0	0.0065829895549899065	0.008250680242254015	0.005880804002457649	0.004695865882559466	0	0	0	0	0	0	0.005836917405424384	0.007855700868954622	0	0	0.007767927674888089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003072061792328623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	HP321	2.5034961214902216	1.0883863214246694	0.019119414399650387	1.0718343712444007	0.01884627990822681	0.016551950180268764	0.000273134491423577	0.0	0.0	1.0	0.001256418660548454	0	0	0.10947230416256964	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData	0	0	0	0	0	0.34267453294001965	0.30186823992133727	0	0.10837976619687534	0	0.03009942095487818	0	0	0.028515240904621434	0.011580902436359664	0.01742598055282421	0.01611493499399104	0.006828362285589425	0	0	0.014640008740303726	0.017043592264831202	0	0	0	0	0.0092319458101169	0.008084780946137878	0	0.005408062930186824	0.004807167049054955	0	0.026603299464656397	0	0.006118212607888124	0.006664481590735278	0.0075385119632907244	0.0050803015404785315	0.006500600895881132	0	0.004534032557631378	0	0	0.014257620452310717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	HP345	2.1800694768496913	1.0822315549333748	0.01726551563229118	1.0774096541712035	0.017058122051122518	0.004821900762171411	0.00020739358116866283	0.0	0.0	1.0	0.001244361487011977	0	0	0.1319023176232696	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData	0	0	0	0	0	0.2375174988334111	0.36205734432519315	0	0.12371027116710738	0	0.03971587079379893	0	0	0.0305387048270856	0	0.02053196453569762	0.030279462850624772	0.00990304350080365	0	0	0.022398506766215586	0.021050448488619276	0	0	0	0	0.011095556592523462	0.005962565458599057	0	0.00881422719966817	0.009229014362005496	0	0	0	0.01145849535956862	0.009488256338466325	0.0068439881785658735	0.007103230155026702	0	0.007051381759734536	0.006429201016228548	0	0	0	0	0	0	0.005858868668014725	0	0	0	0.00808834966557785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004614507181002748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025924197646082854	0	0	0	0
