index,d__Eukaryota;__,d__Bacteria;__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Cyanobacteria,Unassigned;__,d__Bacteria;p__SAR324_clade(Marine_group_B),d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Spirochaetota,d__Bacteria;p__Desulfobacterota,d__Bacteria;p__Myxococcota,d__Bacteria;p__Verrucomicrobiota,d__Bacteria;p__Firmicutes,d__Bacteria;p__Campilobacterota,d__Bacteria;p__Planctomycetota,d__Bacteria;p__Fusobacteriota,d__Bacteria;p__Acidobacteriota,d__Archaea;p__Nanoarchaeota,d__Bacteria;p__Bdellovibrionota,d__Bacteria;p__Deferribacterota,d__Archaea;p__Crenarchaeota,d__Bacteria;p__Patescibacteria,d__Bacteria;p__Marinimicrobia_(SAR406_clade),d__Bacteria;p__Chloroflexi,d__Bacteria;p__Halanaerobiaeota,d__Bacteria;p__WPS-2,d__Bacteria;p__Dependentiae,d__Bacteria;p__Dadabacteria,d__Bacteria;p__Deinococcota,d__Bacteria;p__Sumerlaeota,d__Bacteria;p__Calditrichota,d__Bacteria;p__Gemmatimonadota,d__Archaea;p__Halobacterota,d__Bacteria;p__Margulisbacteria,d__Eukaryota;p__Dinoflagellata,d__Bacteria;p__Cloacimonadota,d__Bacteria;p__LCP-89,d__Bacteria;p__Nitrospirota,d__Bacteria;p__Sva0485,d__Archaea;p__Thermoplasmatota,d__Bacteria;p__NB1-j,d__Bacteria;p__Fibrobacterota,d__Bacteria;p__Hydrogenedentes,d__Bacteria;p__Latescibacterota,d__Bacteria;p__Armatimonadota,d__Eukaryota;p__Cnidaria,d__Archaea;p__Euryarchaeota,SampleName,PlotOrder,SiteName,SiteID,SitePoint,Species,TissueType,PlugID,Treatment,Temp,pH,Tank,Timepoint
HPW224,41.0,24624.0,7244.0,404.0,649.0,153.0,24.0,76.0,0.0,0.0,41.0,112.0,21.0,9.0,73.0,0.0,0.0,30.0,90.0,0.0,38.0,36.0,0.0,4.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2862,157.0,HIMB,M46,5,Mcapitata,Hard,2862,ATHC,AT,HC,11,9
HPW225,43838.0,91.0,250.0,5.0,447.0,454.0,0.0,12.0,0.0,100.0,6.0,0.0,14.0,18.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2363,158.0,Reef.18,P73,8,Pacuta,Hard,2363,ATAC,AT,AC,6,1
HPW226,34066.0,13.0,73.0,705.0,36.0,252.0,0.0,108.0,0.0,0.0,0.0,0.0,41.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744,159.0,Reef.35.36,P46,5,Pacuta,Hard,1744,HTAC,HT,AC,9,6
HPW227,22358.0,51.0,111.0,62.0,30.0,370.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2733,160.0,Reef.42.43,P55,6,Pacuta,Hard,2733,ATHC,AT,HC,11,4
HPW228,36933.0,33.0,221.0,11.0,621.0,419.0,0.0,44.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471,161.0,Reef.35.36,P71,8,Pacuta,Hard,1471,ATAC,AT,AC,6,3
HPW229,38114.0,27.0,727.0,60.0,111.0,526.0,0.0,300.0,0.0,0.0,5.0,0.0,6.0,0.0,54.0,0.0,0.0,0.0,61.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466,162.0,Lilipuna.Fringe,P27,3,Pacuta,Hard,1466,HTAC,HT,AC,7,6
HPW230,26.0,17946.0,13822.0,13.0,244.0,233.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,163.0,HIMB,M10,1,Mcapitata,Hard,2000,HTAC,HT,AC,9,4
HPW231,38.0,31515.0,288.0,98.0,190.0,596.0,8.0,86.0,0.0,0.0,0.0,0.0,666.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306,164.0,Lilipuna.Fringe,M15,2,Mcapitata,Hard,1306,HTAC,HT,AC,4,9
HPW232,46018.0,61.0,77.0,393.0,575.0,249.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451,165.0,Reef.18,P22,3,Pacuta,Hard,1451,ATHC,AT,HC,3,9
HPW233,26.0,14426.0,2704.0,108.0,234.0,193.0,242.0,16.0,0.0,0.0,82.0,8.0,6.0,0.0,14.0,0.0,5.0,33.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2190,166.0,Reef.42.43,M31,4,Mcapitata,Hard,2190,HTHC,HT,HC,10,12
HPW234,38226.0,72.0,114.0,854.0,129.0,224.0,0.0,105.0,0.0,3.0,0.0,0.0,18.0,93.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2977,167.0,Reef.11.13,P22,3,Pacuta,Hard,2977,ATHC,AT,HC,11,1
HPW235,33207.0,24.0,142.0,1327.0,265.0,186.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2993,168.0,Reef.11.13,P56,6,Pacuta,Hard,2993,ATHC,AT,HC,12,4
HPW236,11.0,12943.0,485.0,23.0,94.0,168.0,18.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2153,169.0,Reef.18,M4,1,Mcapitata,Hard,2153,HTAC,HT,AC,4,1
HPW237,34714.0,33.0,143.0,2605.0,127.0,372.0,0.0,17.0,0.0,3.0,0.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775,170.0,Reef.42.43,P14,2,Pacuta,Hard,1775,ATAC,AT,AC,8,1
HPW238,8.0,26525.0,1570.0,214.0,230.0,875.0,29.0,44.0,0.0,0.0,25.0,25.0,39.0,0.0,26.0,4.0,0.0,0.0,7.0,0.0,4.0,0.0,21.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628,171.0,HIMB,M62,7,Mcapitata,Hard,1628,ATAC,AT,AC,6,3
HPW239,6.0,19563.0,83.0,21.0,115.0,360.0,105.0,42.0,0.0,0.0,0.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1652,172.0,HIMB,M14,2,Mcapitata,Hard,1652,ATAC,AT,AC,8,1
HPW240,19.0,20779.0,9676.0,33.0,62.0,131.0,107.0,29.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2204,173.0,Reef.42.43,M66,7,Mcapitata,Hard,2204,HTHC,HT,HC,10,4
HPW241,0.0,27440.0,790.0,129.0,466.0,269.0,104.0,68.0,0.0,0.0,22.0,10.0,8.0,0.0,2.0,0.0,35.0,0.0,14.0,0.0,4.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561,174.0,Reef.18,M60,6,Mcapitata,Hard,2561,ATHC,AT,HC,12,4
HPW242,34750.0,92.0,146.0,509.0,97.0,169.0,0.0,66.0,0.0,0.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2979,175.0,Reef.35.36,P35,4,Pacuta,Hard,2979,ATHC,AT,HC,12,9
HPW243,15.0,12088.0,94.0,33.0,60.0,146.0,0.0,32.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,176.0,Lilipuna.Fringe,M37,4,Mcapitata,Hard,2009,HTHC,HT,HC,10,9
HPW244,23856.0,13.0,126.0,84.0,234.0,231.0,0.0,38.0,0.0,26.0,2.0,4.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701,177.0,Reef.18,P45,5,Pacuta,Hard,1701,HTAC,HT,AC,4,4
HPW245,28672.0,41.0,675.0,221.0,450.0,290.0,0.0,37.0,8.0,9.0,0.0,12.0,6.0,0.0,21.0,0.0,14.0,0.0,3.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1767,178.0,Reef.42.43,P43,5,Pacuta,Hard,1767,HTAC,HT,AC,7,4
HPW246,30.0,18522.0,2600.0,76.0,349.0,757.0,8.0,12.0,0.0,3.0,195.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,179.0,Reef.42.43,M65,7,Mcapitata,Hard,2007,HTAC,HT,AC,9,12
HPW247,5.0,18693.0,737.0,58.0,343.0,287.0,0.0,25.0,0.0,0.0,19.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2534,180.0,Reef.18,P1,1,Pacuta,Hard,2534,ATHC,AT,HC,11,3
HPW248,33155.0,8.0,170.0,10.0,537.0,161.0,0.0,19.0,0.0,0.0,0.0,0.0,32.0,9.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588,181.0,Reef.18,M35,4,Mcapitata,Hard,1588,HTAC,HT,AC,4,6
HPW249,44002.0,18.0,89.0,790.0,254.0,301.0,0.0,42.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999,182.0,Lilipuna.Fringe,P26,3,Pacuta,Hard,2999,ATHC,AT,HC,12,6
HPW250,147.0,27947.0,232.0,9.0,16.0,534.0,0.0,86.0,0.0,0.0,0.0,0.0,23.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1611,183.0,Reef.42.43,M6,1,Mcapitata,Hard,1611,ATAC,AT,AC,6,6
HPW251,38372.0,54.0,612.0,1521.0,169.0,235.0,0.0,56.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,184.0,Reef.42.43,P64,7,Pacuta,Hard,2026,HTAC,HT,AC,9,3
HPW252,9.0,12346.0,71.0,19.0,501.0,191.0,0.0,10.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140,185.0,HIMB,M25,3,Mcapitata,Hard,1140,HTHC,HT,HC,2,12
HPW253,38413.0,20.0,178.0,236.0,67.0,305.0,0.0,18.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637,186.0,Reef.11.13,P61,7,Pacuta,Hard,1637,ATAC,AT,AC,8,3
HPW254,13837.0,1146.0,4209.0,201.0,336.0,222.0,0.0,34.0,14.0,85.0,5.0,15.0,83.0,45.0,22.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581,187.0,Lilipuna.Fringe,P61,7,Pacuta,Hard,1581,HTAC,HT,AC,9,4
HPW255,0.0,15673.0,461.0,130.0,484.0,275.0,44.0,68.0,0.0,6.0,43.0,7.0,15.0,136.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328,188.0,Reef.11.13,M41,5,Mcapitata,Hard,1328,HTHC,HT,HC,5,4
HPW256,66.0,11265.0,519.0,0.0,198.0,69.0,308.0,6.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154,189.0,HIMB,M60,6,Mcapitata,Hard,1154,ATHC,AT,HC,3,12
HPW257,7.0,21308.0,5774.0,160.0,357.0,313.0,335.0,37.0,0.0,0.0,0.0,53.0,48.0,0.0,34.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323,190.0,Reef.35.36,M71,8,Mcapitata,Hard,1323,HTHC,HT,HC,5,1
HPW258,49513.0,83.0,103.0,601.0,105.0,148.0,0.0,36.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330,191.0,Reef.35.36,P49,5,Pacuta,Hard,1330,HTAC,HT,AC,4,6
HPW259,30.0,26858.0,328.0,112.0,335.0,433.0,0.0,56.0,0.0,0.0,21.0,19.0,4.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317,192.0,Reef.35.36,M30,3,Mcapitata,Hard,1317,HTHC,HT,HC,5,6
HPW260,44.0,18937.0,224.0,160.0,379.0,316.0,3.0,57.0,0.0,0.0,103.0,17.0,0.0,9.0,18.0,0.0,0.0,0.0,14.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990,193.0,Reef.18,M33,4,Mcapitata,Hard,2990,ATHC,AT,HC,12,12
HPW261,22.0,18479.0,233.0,58.0,102.0,139.0,77.0,35.0,0.0,134.0,0.0,20.0,43.0,207.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2731,194.0,Reef.42.43,M55,6,Mcapitata,Hard,2731,ATHC,AT,HC,11,3
HPW262,60.0,26950.0,848.0,440.0,1251.0,232.0,12.0,119.0,0.0,5.0,251.0,41.0,17.0,17.0,117.0,0.0,5.0,14.0,11.0,0.0,0.0,7.0,0.0,11.0,0.0,18.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467,195.0,Reef.11.13,M45,5,Mcapitata,Hard,1467,HTAC,HT,AC,7,9
HPW263,41950.0,96.0,289.0,9.0,52.0,140.0,0.0,51.0,0.0,0.0,0.0,0.0,34.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2210,196.0,Reef.42.43,P16,2,Pacuta,Hard,2210,HTHC,HT,HC,10,1
HPW264,39391.0,36.0,634.0,187.0,293.0,451.0,0.0,90.0,0.0,0.0,0.0,12.0,56.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1617,197.0,Reef.42.43,P19,2,Pacuta,Hard,1617,HTAC,HT,AC,4,3
HPW265,15.0,13066.0,867.0,13.0,282.0,251.0,18.0,21.0,0.0,5.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1705,198.0,Reef.35.36,M22,3,Mcapitata,Hard,1705,HTAC,HT,AC,9,6
HPW266,63.0,22254.0,296.0,49.0,36.0,123.0,7.0,33.0,0.0,75.0,41.0,32.0,5.0,28.0,19.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402,199.0,Reef.18,M67,7,Mcapitata,Hard,2402,ATAC,AT,AC,8,6
HPW267,2031.0,12229.0,1260.0,93.0,52.0,176.0,0.0,281.0,19.0,0.0,0.0,19.0,212.0,3.0,62.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218,200.0,Reef.11.13,M63,7,Mcapitata,Hard,1218,ATHC,AT,HC,3,1
HPW268,12.0,25658.0,269.0,26.0,525.0,386.0,41.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1481,201.0,Reef.35.36,M75,8,Mcapitata,Hard,1481,HTAC,HT,AC,7,4
HPW269,50.0,29738.0,1021.0,19.0,38.0,691.0,0.0,36.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114,202.0,Reef.42.43,M11,2,Mcapitata,Hard,1114,ATAC,AT,AC,1,6
HPW270,369.0,13.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357,203.0,Reef.18,P68,7,Pacuta,Hard,2357,ATAC,AT,AC,6,9
HPW271,36.0,97063.0,1010.0,154.0,1599.0,598.0,0.0,886.0,0.0,0.0,0.0,112.0,125.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145,204.0,HIMB,M21,3,Mcapitata,Hard,1145,HTHC,HT,HC,2,1
HPW272,22.0,34075.0,1364.0,70.0,108.0,600.0,0.0,42.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128,205.0,HIMB,M72,8,Mcapitata,Hard,1128,HTHC,HT,HC,2,3
HPW273,53672.0,81.0,259.0,63.0,360.0,377.0,0.0,6.0,0.0,0.0,0.0,0.0,35.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169,206.0,Reef.35.36,P38,4,Pacuta,Hard,1169,HTHC,HT,HC,2,4
HPW274,41.0,16947.0,3010.0,54.0,84.0,234.0,0.0,619.0,0.0,5.0,4.0,0.0,399.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124,207.0,Reef.42.43,M33,4,Mcapitata,Hard,1124,HTHC,HT,HC,2,4
HPW275,14199.0,20.0,4731.0,4562.0,5957.0,127.0,58.0,41.0,9.0,34.0,13.0,152.0,0.0,0.0,383.0,0.0,612.0,0.0,97.0,0.0,0.0,23.0,0.0,60.0,0.0,3.0,17.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1060,208.0,Reef.18,P44,5,Pacuta,Hard,1060,ATAC,AT,AC,1,4
HPW276,21.0,19551.0,698.0,48.0,103.0,89.0,180.0,57.0,0.0,0.0,0.0,10.0,37.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866,209.0,HIMB,M9,1,Mcapitata,Hard,2866,ATHC,AT,HC,12,3
