NCBI_Sample_Name,NCBI_Sample_Title,host,Sample.Date,geo_loc_name,env_broad_scale,lat_lon,env_medium,env_local_scale,organism
1727_HTAC,1727_HTAC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1237_ATHC,1237_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1582_HTAC,1582_HTAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1730_HTHC,1730_HTHC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1731_HTAC,1731_HTAC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1178_HTHC,1178_HTHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1734_ATHC,1734_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1735_HTAC,1735_HTAC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1737_HTHC,1737_HTHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1738_HTAC,1738_HTAC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1739_HTHC,1739_HTHC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1741_HTAC,1741_HTAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1743_HTHC,1743_HTHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1076_ATAC,1076_ATAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1748_HTHC,1748_HTHC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1749_HTHC,1749_HTHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1750_ATAC,1750_ATAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1777_ATAC,1777_ATAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1752_ATAC,1752_ATAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1753_ATAC,1753_ATAC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2879_ATHC,2879_ATHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2188_ATHC,2188_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1756_ATAC,1756_ATAC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2668_ATHC,2668_ATHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1758_HTAC,1758_HTAC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1760_HTAC,1760_HTAC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1761_ATAC,1761_ATAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1451_ATHC,1451_ATHC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1764_HTHC,1764_HTHC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2302_ATAC,2302_ATAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1248_HTAC,1248_HTAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1769_ATAC,1769_ATAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1770_HTAC,1770_HTAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1772_HTAC,1772_HTAC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1773_HTAC,1773_HTAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1774_ATAC,1774_ATAC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2756_ATHC,2756_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1416_HTHC,1416_HTHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2185_HTHC,2185_HTHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1778_HTHC,1778_HTHC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2005_HTAC,2005_HTAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1811_HTHC,1811_HTHC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1270_HTHC,1270_HTHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1822_HTHC,1822_HTHC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1824_HTHC,1824_HTHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1825_ATHC,1825_ATHC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1596_HTAC,1596_HTAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1908_ATHC,1908_ATHC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1452_ATAC,1452_ATAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1998_HTAC,1998_HTAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1999_ATHC,1999_ATHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2190_HTHC,2190_HTHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2001_ATAC,2001_ATAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1140_HTHC,1140_HTHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2003_HTAC,2003_HTAC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2004_HTAC,2004_HTAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1418_HTHC,1418_HTHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1632_HTAC,1632_HTAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2008_HTHC,2008_HTHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1120_ATAC,1120_ATAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2010_HTHC,2010_HTHC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2011_HTHC,2011_HTHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2731_ATHC,2731_ATHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2013_ATAC,2013_ATAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2014_ATAC,2014_ATAC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2015_ATAC,2015_ATAC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2736_ATHC,2736_ATHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2018_HTHC,2018_HTHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1729_HTAC,1729_HTAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2022_ATAC,2022_ATAC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2023_ATHC,2023_ATHC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2024_HTHC,2024_HTHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1459_ATHC,1459_ATHC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2044_ATHC,2044_ATHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2058_ATAC,2058_ATAC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2060_ATAC,2060_ATAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2062_HTAC,2062_HTAC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2063_HTAC,2063_HTAC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2007_HTAC,2007_HTAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1154_ATHC,1154_ATHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1274_HTHC,1274_HTHC_HoloInt,Montipora capitata,2019-01-12,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2070_ATHC,2070_ATHC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1302_HTAC,1302_HTAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2073_HTHC,2073_HTHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2074_HTHC,2074_HTHC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2075_ATHC,2075_ATHC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2076_ATHC,2076_ATHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2079_HTHC,2079_HTHC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2555_ATHC,2555_ATHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2735_ATHC,2735_ATHC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2009_HTHC,2009_HTHC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2156_HTAC,2156_HTAC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2164_HTAC,2164_HTAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2165_HTHC,2165_HTHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2168_HTHC,2168_HTHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2169_HTHC,2169_HTHC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2172_HTHC,2172_HTHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2180_HTHC,2180_HTHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2182_ATHC,2182_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
1628_ATAC,1628_ATAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2184_HTAC,2184_HTAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2733_ATHC,2733_ATHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1169_HTHC,1169_HTHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2189_HTAC,2189_HTAC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1289_HTAC,1289_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2192_HTAC,2192_HTAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2193_ATHC,2193_ATHC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2194_HTHC,2194_HTHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1420_ATAC,1420_ATAC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1124_HTHC,1124_HTHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2198_HTHC,2198_HTHC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2200_HTHC,2200_HTHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1221_ATHC,1221_ATHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2203_HTHC,2203_HTHC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1108_ATAC,1108_ATAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2208_ATHC,2208_ATHC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2209_ATHC,2209_ATHC_HoloInt,Pocillopora acuta,2019-01-12,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2195_HTHC,2195_HTHC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2211_ATHC,2211_ATHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
1571_HTAC,1571_HTAC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2279_HTHC,2279_HTHC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2297_HTHC,2297_HTHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1762_ATAC,1762_ATAC_HoloInt,Pocillopora acuta,2018-09-22,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2301_ATAC,2301_ATAC_HoloInt,Montipora capitata,2019-01-12,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1468_ATAC,1468_ATAC_HoloInt,Pocillopora acuta,2018-09-29,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2303_ATAC,2303_ATAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2979_ATHC,2979_ATHC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1709_HTHC,1709_HTHC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1583_HTAC,1583_HTAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2308_ATAC,2308_ATAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2309_ATAC,2309_ATAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2737_ATHC,2737_ATHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2360_ATAC,2360_ATAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1078_HTHC,1078_HTHC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.11.13,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome
2364_ATAC,2364_ATAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2368_ATAC,2368_ATAC_HoloInt,Montipora capitata,2018-11-19,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2372_HTAC,2372_HTAC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2376_HTAC,2376_HTAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2378_HTAC,2378_HTAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1610_ATAC,1610_ATAC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.42.43,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome
2382_HTAC,2382_HTAC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2384_HTAC,2384_HTAC_HoloInt,Pocillopora acuta,2018-09-23,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2016_ATHC,2016_ATHC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2388_HTAC,2388_HTAC_HoloInt,Pocillopora acuta,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2389_ATAC,2389_ATAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2391_ATAC,2391_ATAC_HoloInt,Montipora capitata,2018-11-03,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2393_ATAC,2393_ATAC_HoloInt,Pocillopora acuta,2018-11-17,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2394_ATAC,2394_ATAC_HoloInt,Montipora capitata,2018-09-29,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2396_ATAC,2396_ATAC_HoloInt,Pocillopora acuta,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2397_ATHC,2397_ATHC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
2398_ATAC,2398_ATAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2401_ATAC,2401_ATAC_HoloInt,Pocillopora acuta,2018-11-03,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1269_HTAC,1269_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1722_HTAC,1722_HTAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2404_HTAC,2404_HTAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2405_HTAC,2405_HTAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2407_HTAC,2407_HTAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1455_ATAC,1455_ATAC_HoloInt,Montipora capitata,2018-10-06,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
1277_HTHC,1277_HTHC_HoloInt,Montipora capitata,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
2411_HTAC,2411_HTAC_HoloInt,Montipora capitata,2018-11-19,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
1236_HTAC,1236_HTAC_HoloInt,Montipora capitata,2018-09-22,Hawaii: HIMB,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome
1315_HTAC,1315_HTAC_HoloInt,Montipora capitata,2018-11-17,Hawaii: Lilipuna.Fringe,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome
1083_ATAC,1083_ATAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.35.36,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome
2416_HTAC,2416_HTAC_HoloInt,Pocillopora acuta,2018-10-06,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2380_HTAC,2380_HTAC_HoloInt,Montipora capitata,2018-12-15,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2410_HTAC,2410_HTAC_HoloInt,Montipora capitata,2018-10-20,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
2512_HTHC,2512_HTHC_HoloInt,Montipora capitata,2018-09-23,Hawaii: Reef.18,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome
