sample-id,absolute-filepath,direction
HPW067,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW067_S33_L001_R2_001.fastq.gz,reverse
HPW068,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW068_S45_L001_R1_001.fastq.gz,forward
HPW068,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW068_S45_L001_R2_001.fastq.gz,reverse
HPW069,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW069_S57_L001_R1_001.fastq.gz,forward
HPW069,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW069_S57_L001_R2_001.fastq.gz,reverse
HPW070,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW070_S69_L001_R1_001.fastq.gz,forward
HPW070,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW070_S69_L001_R2_001.fastq.gz,reverse
HPW071,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW071_S81_L001_R1_001.fastq.gz,forward
HPW071,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW071_S81_L001_R2_001.fastq.gz,reverse
HPW072,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW072_S93_L001_R1_001.fastq.gz,forward
HPW072,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW072_S93_L001_R2_001.fastq.gz,reverse
HPW073,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW073_S10_L001_R1_001.fastq.gz,forward
HPW073,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW073_S10_L001_R2_001.fastq.gz,reverse
HPW074,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW074_S22_L001_R1_001.fastq.gz,forward
HPW074,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW074_S22_L001_R2_001.fastq.gz,reverse
HPW075,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW075_S34_L001_R1_001.fastq.gz,forward
HPW075,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW075_S34_L001_R2_001.fastq.gz,reverse
HPW076,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW076_S46_L001_R1_001.fastq.gz,forward
HPW076,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW076_S46_L001_R2_001.fastq.gz,reverse
HPW077,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW077_S58_L001_R1_001.fastq.gz,forward
HPW077,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW077_S58_L001_R2_001.fastq.gz,reverse
HPW078,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW078_S70_L001_R1_001.fastq.gz,forward
HPW078,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW078_S70_L001_R2_001.fastq.gz,reverse
HPW079,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW079_S82_L001_R1_001.fastq.gz,forward
HPW079,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW079_S82_L001_R2_001.fastq.gz,reverse
HPW080,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW080_S94_L001_R1_001.fastq.gz,forward
HPW080,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW080_S94_L001_R2_001.fastq.gz,reverse
HPW081,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW081_S11_L001_R1_001.fastq.gz,forward
HPW081,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW081_S11_L001_R2_001.fastq.gz,reverse
HPW082,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW082_S23_L001_R1_001.fastq.gz,forward
HPW082,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW082_S23_L001_R2_001.fastq.gz,reverse
HPW083,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW083_S35_L001_R1_001.fastq.gz,forward
HPW083,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW083_S35_L001_R2_001.fastq.gz,reverse
HPW084,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW084_S47_L001_R1_001.fastq.gz,forward
HPW084,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW084_S47_L001_R2_001.fastq.gz,reverse
HPW085,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW085_S59_L001_R1_001.fastq.gz,forward
HPW085,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW085_S59_L001_R2_001.fastq.gz,reverse
HPW086,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW086_S71_L001_R1_001.fastq.gz,forward
HPW086,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW086_S71_L001_R2_001.fastq.gz,reverse
HPW087,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW087_S83_L001_R1_001.fastq.gz,forward
HPW087,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW087_S83_L001_R2_001.fastq.gz,reverse
HPW088,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW088_S95_L001_R1_001.fastq.gz,forward
HPW088,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW088_S95_L001_R2_001.fastq.gz,reverse
HPW089,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW089_S12_L001_R1_001.fastq.gz,forward
HPW089,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW089_S12_L001_R2_001.fastq.gz,reverse
HPW090,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW090_S24_L001_R1_001.fastq.gz,forward
HPW090,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW090_S24_L001_R2_001.fastq.gz,reverse
HPW091,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW091_S36_L001_R1_001.fastq.gz,forward
HPW091,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW091_S36_L001_R2_001.fastq.gz,reverse
HPW092,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW092_S48_L001_R1_001.fastq.gz,forward
HPW092,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW092_S48_L001_R2_001.fastq.gz,reverse
HPW093,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW093_S60_L001_R1_001.fastq.gz,forward
HPW093,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW093_S60_L001_R2_001.fastq.gz,reverse
HPW094,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW094_S72_L001_R1_001.fastq.gz,forward
HPW094,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW094_S72_L001_R2_001.fastq.gz,reverse
HPW095,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW095_S84_L001_R1_001.fastq.gz,forward
HPW095,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW095_S84_L001_R2_001.fastq.gz,reverse
HPW096,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW096_S96_L001_R1_001.fastq.gz,forward
HPW096,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW096_S96_L001_R2_001.fastq.gz,reverse
HPW101,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW101_S97_L001_R1_001.fastq.gz,forward
HPW101,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW101_S97_L001_R2_001.fastq.gz,reverse
HPW102,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW102_S109_L001_R1_001.fastq.gz,forward
HPW102,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW102_S109_L001_R2_001.fastq.gz,reverse
HPW103,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW103_S121_L001_R1_001.fastq.gz,forward
HPW103,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW103_S121_L001_R2_001.fastq.gz,reverse
HPW104,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW104_S133_L001_R1_001.fastq.gz,forward
HPW104,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW104_S133_L001_R2_001.fastq.gz,reverse
HPW105,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW105_S145_L001_R1_001.fastq.gz,forward
HPW105,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW105_S145_L001_R2_001.fastq.gz,reverse
HPW106,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW106_S157_L001_R1_001.fastq.gz,forward
HPW106,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW106_S157_L001_R2_001.fastq.gz,reverse
HPW107,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW107_S169_L001_R1_001.fastq.gz,forward
HPW107,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW107_S169_L001_R2_001.fastq.gz,reverse
HPW108,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW108_S181_L001_R1_001.fastq.gz,forward
HPW108,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW108_S181_L001_R2_001.fastq.gz,reverse
HPW109,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW109_S98_L001_R1_001.fastq.gz,forward
HPW109,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW109_S98_L001_R2_001.fastq.gz,reverse
HPW110,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW110_S110_L001_R1_001.fastq.gz,forward
HPW110,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW110_S110_L001_R2_001.fastq.gz,reverse
HPW111,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW111_S122_L001_R1_001.fastq.gz,forward
HPW111,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW111_S122_L001_R2_001.fastq.gz,reverse
HPW112,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW112_S134_L001_R1_001.fastq.gz,forward
HPW112,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW112_S134_L001_R2_001.fastq.gz,reverse
HPW113,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW113_S146_L001_R1_001.fastq.gz,forward
HPW113,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW113_S146_L001_R2_001.fastq.gz,reverse
HPW114,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW114_S158_L001_R1_001.fastq.gz,forward
HPW114,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW114_S158_L001_R2_001.fastq.gz,reverse
HPW115,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW115_S170_L001_R1_001.fastq.gz,forward
HPW115,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW115_S170_L001_R2_001.fastq.gz,reverse
HPW116,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW116_S182_L001_R1_001.fastq.gz,forward
HPW116,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW116_S182_L001_R2_001.fastq.gz,reverse
HPW117,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW117_S99_L001_R1_001.fastq.gz,forward
HPW117,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW117_S99_L001_R2_001.fastq.gz,reverse
HPW118,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW118_S111_L001_R1_001.fastq.gz,forward
HPW118,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW118_S111_L001_R2_001.fastq.gz,reverse
HPW119,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW119_S123_L001_R1_001.fastq.gz,forward
HPW119,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW119_S123_L001_R2_001.fastq.gz,reverse
HPW120,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW120_S135_L001_R1_001.fastq.gz,forward
HPW120,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW120_S135_L001_R2_001.fastq.gz,reverse
HPW121,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW121_S147_L001_R1_001.fastq.gz,forward
HPW121,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW121_S147_L001_R2_001.fastq.gz,reverse
HPW122,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW122_S159_L001_R1_001.fastq.gz,forward
HPW122,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW122_S159_L001_R2_001.fastq.gz,reverse
HPW123,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW123_S171_L001_R1_001.fastq.gz,forward
HPW123,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW123_S171_L001_R2_001.fastq.gz,reverse
HPW124,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW124_S183_L001_R1_001.fastq.gz,forward
HPW124,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW124_S183_L001_R2_001.fastq.gz,reverse
HPW125,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW125_S100_L001_R1_001.fastq.gz,forward
HPW125,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW125_S100_L001_R2_001.fastq.gz,reverse
HPW126,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW126_S112_L001_R1_001.fastq.gz,forward
HPW126,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW126_S112_L001_R2_001.fastq.gz,reverse
HPW127,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW127_S124_L001_R1_001.fastq.gz,forward
HPW127,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW127_S124_L001_R2_001.fastq.gz,reverse
HPW128,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW128_S136_L001_R1_001.fastq.gz,forward
HPW128,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW128_S136_L001_R2_001.fastq.gz,reverse
HPW129,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW129_S148_L001_R1_001.fastq.gz,forward
HPW129,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW129_S148_L001_R2_001.fastq.gz,reverse
HPW130,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW130_S160_L001_R1_001.fastq.gz,forward
HPW130,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW130_S160_L001_R2_001.fastq.gz,reverse
HPW131,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW131_S172_L001_R1_001.fastq.gz,forward
HPW131,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW131_S172_L001_R2_001.fastq.gz,reverse
HPW132,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW132_S184_L001_R1_001.fastq.gz,forward
HPW132,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW132_S184_L001_R2_001.fastq.gz,reverse
HPW133,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW133_S101_L001_R1_001.fastq.gz,forward
HPW133,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW133_S101_L001_R2_001.fastq.gz,reverse
HPW134,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW134_S113_L001_R1_001.fastq.gz,forward
HPW134,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW134_S113_L001_R2_001.fastq.gz,reverse
HPW135,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW135_S125_L001_R1_001.fastq.gz,forward
HPW135,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW135_S125_L001_R2_001.fastq.gz,reverse
HPW136,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW136_S137_L001_R1_001.fastq.gz,forward
HPW136,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW136_S137_L001_R2_001.fastq.gz,reverse
HPW137,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW137_S149_L001_R1_001.fastq.gz,forward
HPW137,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW137_S149_L001_R2_001.fastq.gz,reverse
HPW138,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW138_S161_L001_R1_001.fastq.gz,forward
HPW138,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW138_S161_L001_R2_001.fastq.gz,reverse
HPW139,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW139_S173_L001_R1_001.fastq.gz,forward
HPW139,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW139_S173_L001_R2_001.fastq.gz,reverse
HPW140,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW140_S185_L001_R1_001.fastq.gz,forward
HPW140,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW140_S185_L001_R2_001.fastq.gz,reverse
HPW141,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW141_S102_L001_R1_001.fastq.gz,forward
HPW141,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW141_S102_L001_R2_001.fastq.gz,reverse
HPW142,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW142_S114_L001_R1_001.fastq.gz,forward
HPW142,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW142_S114_L001_R2_001.fastq.gz,reverse
HPW143,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW143_S126_L001_R1_001.fastq.gz,forward
HPW143,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW143_S126_L001_R2_001.fastq.gz,reverse
HPW144,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW144_S138_L001_R1_001.fastq.gz,forward
HPW144,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW144_S138_L001_R2_001.fastq.gz,reverse
HPW145,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW145_S150_L001_R1_001.fastq.gz,forward
HPW145,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW145_S150_L001_R2_001.fastq.gz,reverse
HPW146,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW146_S162_L001_R1_001.fastq.gz,forward
HPW146,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW146_S162_L001_R2_001.fastq.gz,reverse
HPW147,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW147_S174_L001_R1_001.fastq.gz,forward
HPW147,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW147_S174_L001_R2_001.fastq.gz,reverse
HPW148,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW148_S186_L001_R1_001.fastq.gz,forward
HPW148,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW148_S186_L001_R2_001.fastq.gz,reverse
HPW149,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW149_S103_L001_R1_001.fastq.gz,forward
HPW149,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW149_S103_L001_R2_001.fastq.gz,reverse
HPW150,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW150_S115_L001_R1_001.fastq.gz,forward
HPW150,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW150_S115_L001_R2_001.fastq.gz,reverse
HPW151,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW151_S127_L001_R1_001.fastq.gz,forward
HPW151,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW151_S127_L001_R2_001.fastq.gz,reverse
HPW152,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW152_S139_L001_R1_001.fastq.gz,forward
HPW152,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW152_S139_L001_R2_001.fastq.gz,reverse
HPW153,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW153_S151_L001_R1_001.fastq.gz,forward
HPW153,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW153_S151_L001_R2_001.fastq.gz,reverse
HPW154,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW154_S163_L001_R1_001.fastq.gz,forward
HPW154,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW154_S163_L001_R2_001.fastq.gz,reverse
HPW155,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW155_S175_L001_R1_001.fastq.gz,forward
HPW155,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW155_S175_L001_R2_001.fastq.gz,reverse
HPW156,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW156_S187_L001_R1_001.fastq.gz,forward
HPW156,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW156_S187_L001_R2_001.fastq.gz,reverse
HPW157,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW157_S104_L001_R1_001.fastq.gz,forward
HPW157,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW157_S104_L001_R2_001.fastq.gz,reverse
HPW158,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW158_S116_L001_R1_001.fastq.gz,forward
HPW158,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW158_S116_L001_R2_001.fastq.gz,reverse
HPW159,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW159_S128_L001_R1_001.fastq.gz,forward
HPW159,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW159_S128_L001_R2_001.fastq.gz,reverse
HPW160,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW160_S140_L001_R1_001.fastq.gz,forward
HPW160,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW160_S140_L001_R2_001.fastq.gz,reverse
HPW161,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW161_S152_L001_R1_001.fastq.gz,forward
HPW161,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW161_S152_L001_R2_001.fastq.gz,reverse
HPW162,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW162_S164_L001_R1_001.fastq.gz,forward
HPW162,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW162_S164_L001_R2_001.fastq.gz,reverse
HPW163,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW163_S176_L001_R1_001.fastq.gz,forward
HPW163,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW163_S176_L001_R2_001.fastq.gz,reverse
HPW164,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW164_S188_L001_R1_001.fastq.gz,forward
HPW164,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW164_S188_L001_R2_001.fastq.gz,reverse
HPW165,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW165_S105_L001_R1_001.fastq.gz,forward
HPW165,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW165_S105_L001_R2_001.fastq.gz,reverse
HPW166,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW166_S117_L001_R1_001.fastq.gz,forward
HPW166,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW166_S117_L001_R2_001.fastq.gz,reverse
HPW167,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW167_S129_L001_R1_001.fastq.gz,forward
HPW167,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW167_S129_L001_R2_001.fastq.gz,reverse
HPW168,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW168_S141_L001_R1_001.fastq.gz,forward
HPW168,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW168_S141_L001_R2_001.fastq.gz,reverse
HPW169,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW169_S153_L001_R1_001.fastq.gz,forward
HPW169,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW169_S153_L001_R2_001.fastq.gz,reverse
HPW170,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW170_S165_L001_R1_001.fastq.gz,forward
