sample-id,absolute-filepath,direction
HPW281,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW281_S203_L001_R1_001.fastq.gz,forward
HPW281,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW281_S203_L001_R2_001.fastq.gz,reverse
HPW282,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW282_S215_L001_R1_001.fastq.gz,forward
HPW282,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW282_S215_L001_R2_001.fastq.gz,reverse
HPW283,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW283_S227_L001_R1_001.fastq.gz,forward
HPW283,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW283_S227_L001_R2_001.fastq.gz,reverse
HPW284,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW284_S239_L001_R1_001.fastq.gz,forward
HPW284,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW284_S239_L001_R2_001.fastq.gz,reverse
HPW285,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW285_S251_L001_R1_001.fastq.gz,forward
HPW285,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW285_S251_L001_R2_001.fastq.gz,reverse
HPW286,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW286_S263_L001_R1_001.fastq.gz,forward
HPW286,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW286_S263_L001_R2_001.fastq.gz,reverse
HPW287,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW287_S275_L001_R1_001.fastq.gz,forward
HPW287,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW287_S275_L001_R2_001.fastq.gz,reverse
HPW288,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW288_S287_L001_R1_001.fastq.gz,forward
HPW288,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW288_S287_L001_R2_001.fastq.gz,reverse
HPW289,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW289_S204_L001_R1_001.fastq.gz,forward
HPW289,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW289_S204_L001_R2_001.fastq.gz,reverse
HPW290,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW290_S216_L001_R1_001.fastq.gz,forward
HPW290,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW290_S216_L001_R2_001.fastq.gz,reverse
HPW291,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW291_S228_L001_R1_001.fastq.gz,forward
HPW291,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW291_S228_L001_R2_001.fastq.gz,reverse
HPW292,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW292_S240_L001_R1_001.fastq.gz,forward
HPW292,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW292_S240_L001_R2_001.fastq.gz,reverse
HPW293,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW293_S252_L001_R1_001.fastq.gz,forward
HPW293,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW293_S252_L001_R2_001.fastq.gz,reverse
HPW294,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW294_S264_L001_R1_001.fastq.gz,forward
HPW294,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW294_S264_L001_R2_001.fastq.gz,reverse
HPW295,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW295_S276_L001_R1_001.fastq.gz,forward
HPW295,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW295_S276_L001_R2_001.fastq.gz,reverse
HPW296,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW296_S288_L001_R1_001.fastq.gz,forward
HPW296,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW296_S288_L001_R2_001.fastq.gz,reverse
HPW301,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW301_S289_L001_R1_001.fastq.gz,forward
HPW301,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW301_S289_L001_R2_001.fastq.gz,reverse
HPW302,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW302_S294_L001_R1_001.fastq.gz,forward
HPW302,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW302_S294_L001_R2_001.fastq.gz,reverse
HPW303,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW303_S298_L001_R1_001.fastq.gz,forward
HPW303,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW303_S298_L001_R2_001.fastq.gz,reverse
HPW304,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW304_S303_L001_R1_001.fastq.gz,forward
HPW304,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW304_S303_L001_R2_001.fastq.gz,reverse
HPW305,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW305_S307_L001_R1_001.fastq.gz,forward
HPW305,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW305_S307_L001_R2_001.fastq.gz,reverse
HPW306,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW306_S309_L001_R1_001.fastq.gz,forward
HPW306,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW306_S309_L001_R2_001.fastq.gz,reverse
HPW307,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW307_S312_L001_R1_001.fastq.gz,forward
HPW307,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW307_S312_L001_R2_001.fastq.gz,reverse
HPW308,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW308_S315_L001_R1_001.fastq.gz,forward
HPW308,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW308_S315_L001_R2_001.fastq.gz,reverse
HPW309,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW309_S290_L001_R1_001.fastq.gz,forward
HPW309,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW309_S290_L001_R2_001.fastq.gz,reverse
HPW310,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW310_S295_L001_R1_001.fastq.gz,forward
HPW310,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW310_S295_L001_R2_001.fastq.gz,reverse
HPW311,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW311_S300_L001_R1_001.fastq.gz,forward
HPW311,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW311_S300_L001_R2_001.fastq.gz,reverse
HPW312,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW312_S304_L001_R1_001.fastq.gz,forward
HPW312,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW312_S304_L001_R2_001.fastq.gz,reverse
HPW313,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW313_S308_L001_R1_001.fastq.gz,forward
HPW313,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW313_S308_L001_R2_001.fastq.gz,reverse
HPW314,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW314_S310_L001_R1_001.fastq.gz,forward
HPW314,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW314_S310_L001_R2_001.fastq.gz,reverse
HPW315,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW315_S313_L001_R1_001.fastq.gz,forward
HPW315,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW315_S313_L001_R2_001.fastq.gz,reverse
HPW316,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW316_S316_L001_R1_001.fastq.gz,forward
HPW316,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW316_S316_L001_R2_001.fastq.gz,reverse
HPW317,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW317_S291_L001_R1_001.fastq.gz,forward
HPW317,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW317_S291_L001_R2_001.fastq.gz,reverse
HPW318,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW318_S296_L001_R1_001.fastq.gz,forward
HPW318,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW318_S296_L001_R2_001.fastq.gz,reverse
HPW319,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW319_S299_L001_R1_001.fastq.gz,forward
HPW319,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW319_S299_L001_R2_001.fastq.gz,reverse
HPW320,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW320_S302_L001_R1_001.fastq.gz,forward
HPW320,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW320_S302_L001_R2_001.fastq.gz,reverse
HPW321,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW321_S306_L001_R1_001.fastq.gz,forward
HPW321,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW321_S306_L001_R2_001.fastq.gz,reverse
HPW322,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW322_S311_L001_R1_001.fastq.gz,forward
HPW322,/data/putnamlab/KITT/hputnam/20210608_Amplicon/16S_HI/HPW322_S311_L001_R2_001.fastq.gz,reverse
