"","Sample_ID","weight1.g","weight2.g","delta.mass.g","surface.area.cm2"
"326","2396",4.7312,5.2793,0.5481,24.7592660938649
"327","2397",4.4389,5.0062,0.567299999999999,25.6184131489747
"328","2398",3.8323,4.4524,0.6201,27.9810675505268
"329","2401",3.9074,4.4699,0.5625,25.4036263851973
"330","2404",8.1916,9.0363,0.844700000000001,38.031298205614
"331","2407",5.6515,6.1047,0.4532,20.5127527850147
"332","2416",2.7509,3.0077,0.2568,11.7243943671202
"333","2515",4.0122,4.5529,0.5407,24.428136499708
"334","2517",2.4751,2.8744,0.3993,18.1008764167636
"335","2519",4.4299,5.1043,0.6744,30.4108428157594
"336","2521",2.428,2.7396,0.3116,14.1765432535795
"337","2525",3.25,3.7608,0.5108,23.0901939503442
"338","2529",1.9623,2.3542,0.3919,17.7697468226067
"339","2530",3.4995,3.8964,0.3969,17.9934830348749
"340","2531",6.6997,7.5149,0.8152,36.7112545532316
"341","2532",4.7656,5.2947,0.5291,23.9090684872458
"342","2535",2.1714,2.4767,0.3053,13.8946356261216
"343","2540",5.5852,6.1881,0.6029,27.2114149803243
"344","2541",6.2823,7.0627,0.7804,35.154050515845
"345","2552",2.7536,3.0844,0.3308,15.0356903086894
"346","2565",9.0394,10.1395,1.1001,49.4597439282731
"347","2566",4.318,4.8875,0.569500000000001,25.7168570823728
"348","2666",7.2115,8.2748,1.0633,47.8130454059792
"349","2669",3.6119,3.888,0.2761,12.5880161464754
"350","2728",2.4766,2.8015,0.3249,14.7716815782129
"351","2729",2.9088,3.3486,0.4398,19.9131397361359
"352","2732",3.6907,4.2921,0.601399999999999,27.1442941166438
"353","2738",3.2397,3.6793,0.4396,19.9041902876452
"354","2741",3.7322,4.243,0.5108,23.0901939503442
"355","2744",7.9957,9.0753,1.0796,48.5424254579735
"356","2749",6.2002,6.813,0.6128,27.6544126806153
"357","2751",2.2726,2.4304,0.1578,7.29441736421001
"358","2852",1.658,1.9014,0.2434,11.1247813182414
"359","2853",4.2044,4.7735,0.569100000000001,25.6989581853913
"360","2857",3.9304,4.4451,0.5147,23.2647081959134
"361","2858",3.5155,4.2723,0.756800000000001,34.0980155939392
"362","2863",2.1493,2.4514,0.3021,13.75144445027
"363","2864",3.4558,3.9976,0.5418,24.477358466407
"364","2867",2.9017,3.4306,0.5289,23.9001190387551
"365","2869",2.4388,2.794,0.3552,16.1275230245582
"366","2871",3.5797,4.1058,0.5261,23.7748267598849
"367","2872",2.3956,2.6602,0.2646,12.0734228582586
"368","2874",9.7452,10.674,0.928799999999999,41.7945412959649
"369","2876",1.7124,2.0064,0.294,13.3889917863955
"370","2882",6.3728,7.2549,0.8821,39.70484507338
"371","2978",3.2008,3.5779,0.3771,17.1074876342928
"372","2982",4.1506,4.4154,0.2648,12.0823723067493
"373","2989",6.5673,7.516,0.9487,42.6850114207923
"374","2992",2.5332,2.7499,0.2167,9.93002994472929
"375","2996",7.8,8.7023,0.902299999999999,40.6087393709435
"376","2997",5.2159,5.9789,0.763,34.3754484971517
"377","2998",2.5069,2.9251,0.4182,18.9465992991374
"378","3000",3.7045,4.4049,0.7004,31.574271119554
"379","3002",2.515,2.869,0.354,16.0738263336138
