sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
HPW156	35203	26859	76.3	26693	18656	53	18656	53
HPW157	33225	25980	78.19	25766	23051	69.38	23051	69.38
HPW158	43292	33576	77.56	33367	27589	63.73	27589	63.73
HPW159	44257	35843	80.99	35751	34380	77.68	34380	77.68
HPW160	34807	27963	80.34	27722	23243	66.78	23243	66.78
HPW161	51975	42083	80.97	41948	39708	76.4	39708	76.4
HPW162	53166	43481	81.78	43341	40095	75.41	40095	75.41
HPW163	29081	23460	80.67	23326	16260	55.91	16260	55.91
HPW164	37936	29624	78.09	29394	12825	33.81	12825	33.81
HPW165	55698	44130	79.23	43698	17968	32.26	17968	32.26
HPW166	30030	22027	73.35	21778	15972	53.19	15972	53.19
HPW167	26739	21592	80.75	21409	18346	68.61	18346	68.61
HPW168	38688	30329	78.39	30178	17955	46.41	17955	46.41
HPW169	35884	27920	77.81	27783	26878	74.9	26878	74.9
HPW170	28963	22958	79.27	22779	16966	58.58	16966	58.58
HPW171	55003	44186	80.33	44002	41810	76.01	41810	76.01
HPW172	43016	30264	70.36	30081	21613	50.24	21613	50.24
HPW173	32404	26050	80.39	25881	21808	67.3	21808	67.3
HPW174	34973	28077	80.28	27812	20885	59.72	20885	59.72
HPW175	55499	45293	81.61	45207	43607	78.57	43607	78.57
HPW176	37061	29709	80.16	29494	27059	73.01	27059	73.01
HPW177	47251	36420	77.08	36282	32519	68.82	32519	68.82
HPW178	22587	17788	78.75	17623	15472	68.5	15472	68.5
HPW179	17202	12551	72.96	12373	6145	35.72	6145	35.72
HPW180	20455	14197	69.41	14046	13251	64.78	13251	64.78
HPW181	27599	20310	73.59	20115	17277	62.6	17277	62.6
HPW182	53022	43368	81.79	43242	41367	78.02	41367	78.02
HPW183	51117	41289	80.77	41139	38409	75.14	38409	75.14
HPW184	20214	15746	77.9	15560	11041	54.62	11041	54.62
HPW185	38501	31793	82.58	31654	28262	73.41	28262	73.41
HPW186	35162	29212	83.08	29022	26771	76.14	26771	76.14
HPW187	39276	31154	79.32	30895	25310	64.44	25310	64.44
HPW188	17193	13039	75.84	12894	10917	63.5	10917	63.5
HPW189	37610	29315	77.94	29129	11357	30.2	11357	30.2
HPW190	45609	36658	80.37	36483	32876	72.08	32876	72.08
HPW191	49046	39113	79.75	38944	35060	71.48	35060	71.48
HPW192	42058	32842	78.09	32678	29537	70.23	29537	70.23
HPW193	11866	8216	69.24	7844	4436	37.38	4436	37.38
HPW194	12107	8974	74.12	8832	6295	51.99	6295	51.99
HPW195	21261	16038	75.43	15886	11460	53.9	11460	53.9
HPW196	23934	18272	76.34	18153	15562	65.02	15562	65.02
HPW201	69817	55836	79.97	55706	53789	77.04	53789	77.04
HPW202	45805	36258	79.16	36129	33802	73.8	33802	73.8
HPW203	30674	24722	80.6	24444	20273	66.09	20273	66.09
HPW204	30437	24310	79.87	24173	22596	74.24	22596	74.24
HPW205	24456	19702	80.56	19569	17520	71.64	17520	71.64
HPW206	41647	34073	81.81	33895	31586	75.84	31586	75.84
HPW207	22702	18964	83.53	18709	15534	68.43	15534	68.43
HPW208	40821	32687	80.07	32500	23217	56.88	23217	56.88
HPW209	55445	44230	79.77	44065	39877	71.92	39877	71.92
HPW210	38244	31107	81.34	31017	30263	79.13	30263	79.13
HPW211	40429	32537	80.48	32404	30174	74.63	30174	74.63
HPW212	35063	27499	78.43	27341	15913	45.38	15913	45.38
HPW213	35777	28212	78.86	28061	16826	47.03	16826	47.03
HPW214	31032	25365	81.74	25165	22630	72.92	22630	72.92
HPW215	37103	30426	82	30279	27464	74.02	27464	74.02
HPW216	64156	49551	77.24	49445	46965	73.2	46965	73.2
HPW217	48838	40568	83.07	40465	33697	69	33697	69
HPW218	48640	40451	83.16	40333	37602	77.31	37602	77.31
HPW219	19131	15211	79.51	15102	13748	71.86	13748	71.86
HPW220	31724	26113	82.31	26002	24644	77.68	24644	77.68
HPW221	21016	16404	78.05	16205	10985	52.27	10985	52.27
HPW222	21419	17487	81.64	17370	16093	75.13	16093	75.13
HPW223	40534	33645	83	33458	28809	71.07	28809	71.07
HPW224	42442	36155	85.19	36002	25438	59.94	25438	59.94
HPW225	63453	51374	80.96	51226	49058	77.31	49058	77.31
HPW226	48905	39914	81.62	39774	37971	77.64	37971	77.64
HPW227	32730	26947	82.33	26779	25544	78.04	25544	78.04
HPW228	55607	43976	79.08	43863	41517	74.66	41517	74.66
HPW229	59740	45284	75.8	45178	42264	70.75	42264	70.75
HPW230	42589	34900	81.95	34751	18648	43.79	18644	43.78
HPW231	43492	36563	84.07	36334	32760	75.32	32754	75.31
HPW232	67770	53674	79.2	53552	51259	75.64	51259	75.64
HPW233	26689	20656	77.4	20427	15136	56.71	15136	56.71
HPW234	57183	45463	79.5	45337	42270	73.92	42270	73.92
HPW235	50690	40741	80.37	40573	37299	73.58	37299	73.58
HPW236	21286	16206	76.13	16016	13428	63.08	13428	63.08
HPW237	52203	42446	81.31	42301	38352	73.47	38352	73.47
HPW238	43569	34158	78.4	33876	27772	63.74	27772	63.74
HPW239	28751	23197	80.68	22985	20340	70.75	20340	70.75
HPW240	40898	33496	81.9	33359	21611	52.84	21611	52.84
HPW241	39501	32292	81.75	32184	28806	72.92	28806	72.92
HPW242	48590	40392	83.13	40255	38583	79.41	38583	79.41
HPW243	19102	14910	78.05	14699	12703	66.5	12703	66.5
HPW244	34592	28168	81.43	28000	26618	76.95	26618	76.95
HPW245	41685	34672	83.18	34459	31668	75.97	31668	75.97
HPW246	32472	25740	79.27	25528	19342	59.57	19342	59.57
HPW247	29480	22678	76.93	22491	19472	66.05	19472	66.05
HPW248	47864	38660	80.77	38499	36522	76.3	36522	76.3
HPW249	63689	51393	80.69	51239	48855	76.71	48855	76.71
HPW250	39196	31923	81.44	31742	29082	74.2	29082	74.2
HPW251	60061	47092	78.41	46974	42779	71.23	42779	71.23
HPW252	20312	15404	75.84	15286	12808	63.06	12808	63.06
HPW253	55219	44385	80.38	44212	42379	76.75	42379	76.75
HPW254	36076	27170	75.31	26977	16467	45.65	16467	45.65
HPW255	25835	20436	79.1	20263	16311	63.14	16311	63.14
HPW256	21851	16265	74.44	16132	11740	53.73	11740	53.73
HPW257	39684	32220	81.19	31999	22196	55.93	22196	55.93
HPW258	69866	57742	82.65	57630	55504	79.44	55504	79.44
HPW259	39493	32860	83.2	32666	27908	70.67	27908	70.67
HPW260	28283	22885	80.91	22681	19746	69.82	19746	69.82
HPW261	28127	22528	80.09	22386	19219	68.33	19219	68.33
HPW262	43627	34417	78.89	34176	28061	64.32	28061	64.32
HPW263	64116	48282	75.3	48167	47153	73.54	47153	73.54
HPW264	63051	46615	73.93	46494	44287	70.24	44287	70.24
HPW265	23033	17208	74.71	17077	13615	59.11	13615	59.11
HPW266	32727	25992	79.42	25800	23103	70.59	23103	70.59
HPW267	24435	19338	79.14	19173	15018	61.46	15018	61.46
HPW268	37324	29963	80.28	29769	26886	72.03	26886	72.03
HPW269	46023	35705	77.58	35574	30947	67.24	30947	67.24
HPW270	1046	468	44.74	453	429	41.01	429	41.01
HPW271	144901	116222	80.21	115912	101068	69.75	101068	69.75
HPW272	50538	39823	78.8	39651	35508	70.26	35508	70.26
HPW273	79582	63706	80.05	63548	60647	76.21	60647	76.21
HPW274	31093	24287	78.11	24119	17722	57	17722	57
HPW275	46721	37480	80.22	37102	16017	34.28	16017	34.28
HPW276	30830	24159	78.36	23984	20358	66.03	20358	66.03
HPW277	72062	54525	75.66	54346	41614	57.75	41614	57.75
HPW278	60389	48980	81.11	48847	46838	77.56	46838	77.56
HPW279	28064	21032	74.94	20851	15300	54.52	15300	54.52
HPW280	37912	29762	78.5	29589	25140	66.31	25140	66.31
HPW281	58525	47217	80.68	47057	39072	66.76	39072	66.76
HPW282	44262	36791	83.12	36652	33963	76.73	33963	76.73
HPW283	40726	32772	80.47	32646	27405	67.29	27405	67.29
HPW284	51674	42952	83.12	42773	36863	71.34	36863	71.34
HPW285	56724	46166	81.39	46034	43396	76.5	43396	76.5
HPW286	38493	31546	81.95	31375	25932	67.37	25932	67.37
HPW287	36206	30406	83.98	30215	26882	74.25	26882	74.25
HPW288	45363	37010	81.59	36838	32747	72.19	32747	72.19
HPW289	58737	46140	78.55	45926	39244	66.81	39244	66.81
HPW290	33551	26233	78.19	26040	21956	65.44	21956	65.44
HPW291	60755	48206	79.34	48073	12918	21.26	12918	21.26
HPW292	18995	13962	73.5	13806	11645	61.31	11645	61.31
HPW293	47966	38506	80.28	38343	36562	76.22	36562	76.22
HPW294	42574	35669	83.78	35253	22383	52.57	22383	52.57
HPW295	35965	29012	80.67	28810	23705	65.91	23705	65.91
HPW296	28654	22119	77.19	22005	19471	67.95	19471	67.95
HPW301	69262	55439	80.04	55297	52402	75.66	52402	75.66
HPW302	96340	71313	74.02	71198	69568	72.21	69568	72.21
HPW303	45464	23792	52.33	23708	22703	49.94	22703	49.94
HPW304	86546	53234	61.51	53117	51850	59.91	51850	59.91
HPW305	29036	22229	76.56	22099	19746	68.01	19746	68.01
HPW306	27791	22516	81.02	22333	20169	72.57	20169	72.57
HPW307	44661	35916	80.42	35811	34882	78.1	34882	78.1
HPW308	51874	41601	80.2	40773	7737	14.91	7737	14.91
HPW309	37782	30436	80.56	30334	28734	76.05	28734	76.05
HPW310	48420	38625	79.77	38489	28013	57.85	28013	57.85
HPW311	40380	33449	82.84	33255	28874	71.51	28874	71.51
HPW312	24850	20814	83.76	20630	18474	74.34	18474	74.34
HPW313	49436	40859	82.65	40661	30152	60.99	30152	60.99
HPW314	33037	26959	81.6	26779	22061	66.78	22061	66.78
HPW315	60001	49716	82.86	49526	43132	71.89	43132	71.89
HPW316	81639	66852	81.89	66709	63230	77.45	63230	77.45
HPW317	37392	29457	78.78	29319	27161	72.64	27161	72.64
HPW318	47375	39550	83.48	39312	34581	72.99	34574	72.98
HPW319	69610	58190	83.59	58082	56492	81.16	56492	81.16
HPW320	28300	22676	80.13	22538	12289	43.42	12289	43.42
HPW321	77915	58565	75.17	58362	47247	60.64	47247	60.64
HPW322	65610	46707	71.19	46627	45038	68.65	45038	68.65
