sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
HPW121	30570	21843	71.45	21744	21414	70.05	21414	70.05
HPW122	18483	14113	76.36	13965	13277	71.83	13277	71.83
HPW123	42379	29600	69.85	29517	29216	68.94	29216	68.94
HPW124	32552	24138	74.15	23986	22412	68.85	22404	68.83
HPW125	52302	38051	72.75	37940	37592	71.87	37592	71.87
HPW126	32717	23983	73.3	23774	21966	67.14	21966	67.14
HPW127	31898	23979	75.17	23705	20379	63.89	20379	63.89
HPW128	42068	30509	72.52	30355	27790	66.06	27790	66.06
HPW129	47463	38100	80.27	37950	36248	76.37	36248	76.37
HPW130	36923	29160	78.98	28962	28242	76.49	28238	76.48
HPW131	35020	26431	75.47	26060	22078	63.04	22078	63.04
HPW132	43202	32610	75.48	32468	30498	70.59	30492	70.58
HPW133	29917	19552	65.35	19396	18221	60.91	18221	60.91
HPW134	63731	42632	66.89	42493	41725	65.47	41725	65.47
HPW135	54440	40367	74.15	40184	38997	71.63	38980	71.6
HPW136	26672	19739	74.01	19532	17979	67.41	17979	67.41
HPW137	41910	31460	75.07	31307	29845	71.21	29843	71.21
HPW138	14416	11296	78.36	11100	9964	69.12	9964	69.12
HPW139	42390	32430	76.5	32253	30215	71.28	30215	71.28
HPW140	60733	46093	75.89	45822	44113	72.63	44110	72.63
HPW141	46720	32142	68.8	32009	31027	66.41	31027	66.41
HPW142	70837	48821	68.92	48581	46030	64.98	46019	64.96
HPW143	53739	39863	74.18	39648	38430	71.51	38418	71.49
HPW144	37134	25649	69.07	25454	23827	64.16	23827	64.16
HPW145	37101	26170	70.54	26031	25361	68.36	25361	68.36
HPW146	21947	13486	61.45	13335	11195	51.01	11185	50.96
HPW147	38085	30695	80.6	30542	28782	75.57	28762	75.52
HPW148	34101	22748	66.71	22502	21158	62.05	21127	61.95
HPW149	48656	36906	75.85	36064	32389	66.57	32234	66.25
HPW150	44528	33557	75.36	33367	31764	71.33	31764	71.33
HPW151	22433	16930	75.47	16648	14499	64.63	14499	64.63
HPW152	35068	27065	77.18	26898	25321	72.21	25321	72.21
HPW153	31339	24584	78.45	24377	22758	72.62	22753	72.6
HPW154	30300	23824	78.63	23552	22504	74.27	22504	74.27
HPW155	50930	38286	75.17	38138	36775	72.21	36775	72.21
HPW156	35203	26191	74.4	26034	25007	71.04	25003	71.03
HPW157	33225	25282	76.09	25113	23232	69.92	23232	69.92
HPW158	43292	32798	75.76	32600	30965	71.53	30965	71.53
HPW159	44257	32823	74.16	32727	32057	72.43	32057	72.43
HPW160	34807	27257	78.31	27034	25529	73.34	25529	73.34
HPW161	51975	38269	73.63	38147	36969	71.13	36969	71.13
HPW162	53166	39895	75.04	39759	38544	72.5	38544	72.5
HPW163	29081	22820	78.47	22695	21974	75.56	21974	75.56
HPW164	37936	28613	75.42	28410	27503	72.5	27462	72.39
HPW165	55698	41637	74.75	41269	39126	70.25	38850	69.75
HPW166	30030	21418	71.32	21187	19140	63.74	19140	63.74
HPW167	26739	20932	78.28	20785	18698	69.93	18698	69.93
HPW168	38688	29272	75.66	29127	27702	71.6	27694	71.58
HPW169	35884	25226	70.3	25101	24492	68.25	24492	68.25
HPW170	28963	22371	77.24	22217	21229	73.3	21229	73.3
HPW171	55003	40509	73.65	40349	38969	70.85	38969	70.85
HPW172	43016	29380	68.3	29195	27193	63.22	27193	63.22
HPW173	32404	25376	78.31	25238	23719	73.2	23719	73.2
HPW174	34973	27434	78.44	27213	25560	73.08	25558	73.08
HPW175	55499	41593	74.94	41521	41034	73.94	41034	73.94
HPW176	37061	29000	78.25	28788	27513	74.24	27513	74.24
HPW177	47251	33558	71.02	33417	31328	66.3	31328	66.3
HPW178	22587	17389	76.99	17228	15906	70.42	15906	70.42
HPW179	17202	11850	68.89	11683	11336	65.9	11336	65.9
HPW180	20455	12986	63.49	12841	12549	61.35	12549	61.35
HPW181	27599	19840	71.89	19669	17688	64.09	17685	64.08
HPW182	53022	39796	75.06	39687	38439	72.5	38439	72.5
HPW183	51117	37880	74.1	37726	36215	70.85	36215	70.85
HPW184	20214	14229	70.39	14047	13604	67.3	13604	67.3
HPW185	38501	31044	80.63	30907	29623	76.94	29623	76.94
HPW186	35162	28662	81.51	28495	26809	76.24	26809	76.24
HPW187	39276	28789	73.3	28536	26819	68.28	26817	68.28
HPW188	17193	12764	74.24	12635	11793	68.59	11793	68.59
HPW189	37610	28396	75.5	28225	26595	70.71	26595	70.71
HPW190	45609	34083	74.73	33955	31658	69.41	31658	69.41
HPW191	49046	36006	73.41	35870	33246	67.79	33246	67.79
HPW192	42058	30541	72.62	30389	28359	67.43	28359	67.43
HPW193	11866	7814	65.85	7484	5611	47.29	5593	47.13
HPW194	12107	8647	71.42	8484	6386	52.75	6386	52.75
HPW195	21261	15666	73.68	15519	13843	65.11	13843	65.11
HPW196	23934	17081	71.37	16993	15499	64.76	15499	64.76
HPW201	69817	51889	74.32	51767	50737	72.67	50737	72.67
HPW202	45805	33753	73.69	33637	33088	72.24	33088	72.24
HPW203	30674	24152	78.74	23894	22185	72.33	22119	72.11
HPW204	30437	22478	73.85	22360	21335	70.1	21324	70.06
HPW205	24456	18227	74.53	18095	17316	70.8	17316	70.8
HPW206	41647	31449	75.51	31299	29762	71.46	29732	71.39
HPW207	22702	18502	81.5	18275	17341	76.39	17341	76.39
HPW208	40821	31779	77.85	31625	30386	74.44	30386	74.44
HPW209	55445	40599	73.22	40440	38641	69.69	38639	69.69
HPW210	38244	28297	73.99	28207	27835	72.78	27835	72.78
HPW211	40429	29784	73.67	29647	28549	70.62	28549	70.62
HPW212	35063	25677	73.23	25511	24726	70.52	24712	70.48
HPW213	35777	27411	76.62	27293	26379	73.73	26379	73.73
HPW214	31032	24746	79.74	24568	23207	74.78	23207	74.78
HPW215	37103	29677	79.99	29556	28194	75.99	28194	75.99
HPW216	64156	45252	70.53	45159	44198	68.89	44198	68.89
HPW217	48838	39500	80.88	39420	37588	76.96	37527	76.84
HPW218	48640	37343	76.77	37233	35784	73.57	35784	73.57
HPW219	19131	14833	77.53	14723	13898	72.65	13898	72.65
HPW220	31724	23946	75.48	23851	22829	71.96	22829	71.96
HPW221	21016	15924	75.77	15726	14171	67.43	14170	67.42
HPW222	21419	17038	79.55	16919	16154	75.42	16154	75.42
HPW223	40534	30975	76.42	30774	29738	73.37	29737	73.36
HPW224	42442	35249	83.05	35131	34191	80.56	34185	80.55
HPW225	63453	47366	74.65	47229	46186	72.79	46179	72.78
HPW226	48905	36789	75.23	36669	35999	73.61	35999	73.61
HPW227	32730	24514	74.9	24383	23594	72.09	23594	72.09
HPW228	55607	40379	72.61	40266	39074	70.27	39074	70.27
HPW229	59740	42030	70.35	41910	40692	68.12	40692	68.12
HPW230	42589	33872	79.53	33748	32842	77.11	32842	77.11
HPW231	43492	35842	82.41	35635	34032	78.25	34032	78.25
HPW232	67770	49439	72.95	49333	48323	71.3	48323	71.3
HPW233	26689	20087	75.26	19880	18379	68.86	18379	68.86
HPW234	57183	42052	73.54	41941	40498	70.82	40498	70.82
HPW235	50690	37329	73.64	37187	35969	70.96	35969	70.96
HPW236	21286	15783	74.15	15598	13950	65.54	13950	65.54
HPW237	52203	39588	75.83	39478	38687	74.11	38687	74.11
HPW238	43569	33334	76.51	33119	30098	69.08	30098	69.08
HPW239	28751	22725	79.04	22521	20664	71.87	20664	71.87
HPW240	40898	32579	79.66	32460	31325	76.59	31325	76.59
HPW241	39501	31249	79.11	31113	29962	75.85	29960	75.85
HPW242	48590	37287	76.74	37169	36495	75.11	36495	75.11
HPW243	19102	14488	75.85	14303	12756	66.78	12756	66.78
HPW244	34592	25923	74.94	25789	25090	72.53	25090	72.53
HPW245	41685	32247	77.36	32054	30972	74.3	30972	74.3
HPW246	32472	24993	76.97	24814	22961	70.71	22961	70.71
HPW247	29480	22112	75.01	21947	20522	69.61	20522	69.61
HPW248	47864	35832	74.86	35664	34730	72.56	34730	72.56
HPW249	63689	47435	74.48	47290	46363	72.8	46363	72.8
HPW250	39196	31275	79.79	31115	29454	75.15	29454	75.15
HPW251	60061	43477	72.39	43339	41896	69.76	41896	69.76
HPW252	20312	14964	73.67	14849	13418	66.06	13418	66.06
HPW253	55219	41198	74.61	41073	39934	72.32	39934	72.32
HPW254	36076	25578	70.9	25393	20612	57.13	20612	57.13
HPW255	25835	19905	77.05	19729	17639	68.28	17639	68.28
HPW256	21851	15786	72.24	15666	12861	58.86	12861	58.86
HPW257	39684	31347	78.99	31159	29015	73.12	29015	73.12
HPW258	69866	52831	75.62	52738	51652	73.93	51652	73.93
HPW259	39493	32047	81.15	31875	28651	72.55	28651	72.55
HPW260	28283	22223	78.57	22039	20651	73.02	20637	72.97
HPW261	28127	21936	77.99	21781	19826	70.49	19826	70.49
HPW262	43627	33585	76.98	33388	30948	70.94	30948	70.94
HPW263	64116	44104	68.79	44007	43555	67.93	43555	67.93
HPW264	63051	42761	67.82	42647	41945	66.53	41945	66.53
HPW265	23033	16728	72.63	16590	14787	64.2	14787	64.2
HPW266	32727	25383	77.56	25197	23427	71.58	23427	71.58
HPW267	24435	18630	76.24	18507	16819	68.83	16810	68.79
HPW268	37324	29191	78.21	29039	27432	73.5	27432	73.5
HPW269	46023	34871	75.77	34763	32038	69.61	32038	69.61
HPW270	1046	441	42.16	426	419	40.06	419	40.06
HPW271	144901	113232	78.14	112915	103248	71.25	103248	71.25
HPW272	50538	38908	76.99	38736	36857	72.93	36857	72.93
HPW273	79582	58098	73	57963	56157	70.56	56157	70.56
HPW274	31093	23616	75.95	23476	21766	70	21766	70
HPW275	46721	35368	75.7	34964	31968	68.42	31751	67.96
HPW276	30830	23471	76.13	23284	21154	68.61	21154	68.61
HPW277	72062	50685	70.34	50481	49393	68.54	49393	68.54
HPW278	60389	44875	74.31	44765	43783	72.5	43783	72.5
HPW279	28064	20407	72.72	20221	17350	61.82	17324	61.73
HPW280	37912	29026	76.56	28862	26657	70.31	26657	70.31
HPW281	58525	46025	78.64	45867	41338	70.63	41338	70.63
HPW282	44262	33633	75.99	33493	32449	73.31	32427	73.26
HPW283	40726	31996	78.56	31885	30408	74.66	30408	74.66
HPW284	51674	39439	76.32	39280	37401	72.38	37401	72.38
HPW285	56724	42640	75.17	42533	41614	73.36	41614	73.36
HPW286	38493	30863	80.18	30682	29508	76.66	29508	76.66
HPW287	36206	29880	82.53	29679	28233	77.98	28230	77.97
HPW288	45363	36210	79.82	36047	34693	76.48	34693	76.48
HPW289	58737	44967	76.56	44768	39382	67.05	39382	67.05
HPW290	33551	25630	76.39	25422	22712	67.69	22712	67.69
HPW291	60755	46507	76.55	46388	45434	74.78	45434	74.78
HPW292	18995	13478	70.96	13323	11691	61.55	11691	61.55
HPW293	47966	35477	73.96	35346	34474	71.87	34474	71.87
HPW294	42574	34739	81.6	34377	32511	76.36	32511	76.36
HPW295	35965	28251	78.55	28075	25339	70.45	25330	70.43
HPW296	28654	21634	75.5	21544	20339	70.98	20339	70.98
HPW301	69262	50900	73.49	50769	50330	72.67	50318	72.65
HPW302	96340	65384	67.87	65293	64817	67.28	64817	67.28
HPW303	45464	23289	51.23	23215	22560	49.62	22560	49.62
HPW304	86546	48676	56.24	48547	48119	55.6	48118	55.6
HPW305	29036	20517	70.66	20380	18840	64.88	18840	64.88
HPW306	27791	21930	78.91	21745	20493	73.74	20493	73.74
HPW307	44661	33154	74.23	33046	32450	72.66	32450	72.66
HPW308	51874	40395	77.87	39587	36333	70.04	35892	69.19
HPW309	37782	28012	74.14	27912	27593	73.03	27593	73.03
HPW310	48420	35377	73.06	35260	34848	71.97	34848	71.97
HPW311	40380	32613	80.77	32453	29844	73.91	29818	73.84
HPW312	24850	20249	81.48	20084	18453	74.26	18453	74.26
HPW313	49436	39800	80.51	39602	37309	75.47	37283	75.42
HPW314	33037	26215	79.35	26055	23085	69.88	23085	69.88
HPW315	60001	48294	80.49	48108	44156	73.59	44156	73.59
HPW316	81639	61448	75.27	61351	59951	73.43	59951	73.43
HPW317	37392	26998	72.2	26876	25996	69.52	25996	69.52
HPW318	47375	38602	81.48	38391	36429	76.89	36419	76.87
HPW319	69610	53300	76.57	53194	52268	75.09	52268	75.09
HPW320	28300	21893	77.36	21767	21505	75.99	21505	75.99
HPW321	77915	56639	72.69	56470	54900	70.46	54900	70.46
HPW322	65610	42083	64.14	42004	41590	63.39	41590	63.39
