sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
HPW091	49198	38192	77.63	38022	35026	71.19	35026	71.19
HPW092	63576	40339	63.45	40120	32471	51.07	32471	51.07
HPW093	15467	9192	59.43	9023	7139	46.16	7139	46.16
HPW094	22797	10266	45.03	10074	9190	40.31	9190	40.31
HPW095	28576	21097	73.83	20920	16055	56.18	16055	56.18
HPW096	27664	21373	77.26	21158	18622	67.31	18622	67.31
HPW101	58732	46104	78.5	45968	43611	74.25	43611	74.25
HPW102	32632	25971	79.59	25780	17355	53.18	17355	53.18
HPW103	43342	35354	81.57	35235	33535	77.37	33535	77.37
HPW104	18865	14005	74.24	13830	11663	61.82	11663	61.82
HPW105	25324	20392	80.52	20139	16746	66.13	16746	66.13
HPW106	52678	42536	80.75	42382	41032	77.89	41032	77.89
HPW107	61313	48421	78.97	48270	44475	72.54	44475	72.54
HPW108	26449	21051	79.59	20916	18518	70.01	18518	70.01
HPW109	36094	25263	69.99	25124	22741	63	22741	63
HPW110	34693	27435	79.08	27205	18207	52.48	18207	52.48
HPW111	45324	38122	84.11	38004	29450	64.98	29450	64.98
HPW112	43569	34349	78.84	34215	27621	63.4	27621	63.4
HPW113	39359	31646	80.4	31460	28647	72.78	28647	72.78
HPW114	35523	29311	82.51	29125	27329	76.93	27329	76.93
HPW115	24767	21419	86.48	21296	19816	80.01	19816	80.01
HPW116	9691	7975	82.29	7839	6545	67.54	6545	67.54
HPW117	29376	22475	76.51	22256	19204	65.37	19204	65.37
HPW118	42904	35675	83.15	35473	33554	78.21	33554	78.21
HPW119	22588	16898	74.81	16735	14469	64.06	14469	64.06
HPW120	31999	25585	79.96	25330	18245	57.02	18245	57.02
HPW121	30570	24596	80.46	24498	23601	77.2	23601	77.2
HPW122	18483	14681	79.43	14538	13082	70.78	13082	70.78
HPW123	42379	33546	79.16	33454	31224	73.68	31224	73.68
HPW124	32552	25266	77.62	25068	22355	68.67	22355	68.67
HPW125	52302	41590	79.52	41458	30713	58.72	30713	58.72
HPW126	32717	26431	80.79	26236	23331	71.31	23331	71.31
HPW127	31898	25265	79.21	24974	20330	63.73	20330	63.73
HPW128	42068	33761	80.25	33587	30048	71.43	30048	71.43
HPW129	47463	39723	83.69	39545	33608	70.81	33608	70.81
HPW130	36923	30757	83.3	30512	10066	27.26	10066	27.26
HPW131	35020	27901	79.67	27550	19393	55.38	19393	55.38
HPW132	43202	36396	84.25	36268	31982	74.03	31982	74.03
HPW133	29917	20436	68.31	20265	18015	60.22	18015	60.22
HPW134	63731	47183	74.03	47039	44007	69.05	44007	69.05
HPW135	54440	44953	82.57	44771	40030	73.53	40030	73.53
HPW136	26672	20770	77.87	20527	15682	58.8	15682	58.8
HPW137	41910	35266	84.15	35112	30899	73.73	30899	73.73
HPW138	14416	11779	81.71	11599	9853	68.35	9853	68.35
HPW139	42390	36006	84.94	35835	32892	77.59	32892	77.59
HPW140	60733	48300	79.53	48021	22291	36.7	22291	36.7
HPW141	46720	35884	76.81	35754	32630	69.84	32630	69.84
HPW142	70837	54960	77.59	54769	49314	69.62	49314	69.62
HPW143	53739	42353	78.81	42127	18132	33.74	18132	33.74
HPW144	37134	26902	72.45	26701	24004	64.64	24004	64.64
HPW145	37101	29527	79.59	29402	27778	74.87	27778	74.87
HPW146	21947	15065	68.64	14909	9638	43.91	9638	43.91
HPW147	38085	32055	84.17	31859	27826	73.06	27826	73.06
HPW148	34101	25331	74.28	25100	15092	44.26	15092	44.26
HPW149	48656	39273	80.72	38440	7717	15.86	7717	15.86
HPW150	44528	36580	82.15	36388	29449	66.14	29449	66.14
HPW151	22433	17934	79.94	17657	14646	65.29	14646	65.29
HPW152	35068	28302	80.71	28083	24291	69.27	24291	69.27
HPW153	31339	25709	82.04	25492	21918	69.94	21918	69.94
HPW154	30300	24931	82.28	24659	14954	49.35	14954	49.35
HPW155	50930	42101	82.66	41970	38592	75.77	38592	75.77
HPW156	35203	27338	77.66	27187	18950	53.83	18950	53.83
HPW157	33225	26498	79.75	26285	23418	70.48	23418	70.48
HPW158	43292	34231	79.07	34026	28053	64.8	28053	64.8
HPW159	44257	36530	82.54	36434	35013	79.11	35013	79.11
HPW160	34807	28505	81.89	28311	23636	67.91	23636	67.91
HPW161	51975	42900	82.54	42779	40425	77.78	40425	77.78
HPW162	53166	44254	83.24	44117	40778	76.7	40778	76.7
HPW163	29081	23902	82.19	23771	16526	56.83	16526	56.83
HPW164	37936	30239	79.71	30007	13054	34.41	13054	34.41
HPW165	55698	45172	81.1	44794	18357	32.96	18357	32.96
HPW166	30030	22549	75.09	22313	16267	54.17	16267	54.17
HPW167	26739	22065	82.52	21918	18636	69.7	18636	69.7
HPW168	38688	31032	80.21	30880	18280	47.25	18280	47.25
HPW169	35884	28551	79.56	28418	27454	76.51	27454	76.51
HPW170	28963	23428	80.89	23251	17266	59.61	17266	59.61
HPW171	55003	45118	82.03	44932	42639	77.52	42639	77.52
HPW172	43016	30943	71.93	30761	21960	51.05	21960	51.05
HPW173	32404	26538	81.9	26379	22144	68.34	22144	68.34
HPW174	34973	28600	81.78	28336	21214	60.66	21214	60.66
HPW175	55499	46132	83.12	46037	44402	80.01	44402	80.01
HPW176	37061	30281	81.71	30054	27501	74.2	27501	74.2
HPW177	47251	37119	78.56	36977	33070	69.99	33070	69.99
HPW178	22587	18181	80.49	18014	15741	69.69	15741	69.69
HPW179	17202	12833	74.6	12646	6252	36.34	6252	36.34
HPW180	20455	14439	70.59	14268	13463	65.82	13463	65.82
HPW181	27599	20717	75.06	20550	17595	63.75	17595	63.75
HPW182	53022	44202	83.37	44059	42113	79.43	42113	79.43
HPW183	51117	42110	82.38	41954	39107	76.5	39107	76.5
HPW184	20214	16309	80.68	16139	11453	56.66	11453	56.66
HPW185	38501	32382	84.11	32244	28720	74.6	28720	74.6
HPW186	35162	29809	84.78	29663	27461	78.1	27461	78.1
HPW187	39276	31798	80.96	31543	25786	65.65	25786	65.65
HPW188	17193	13326	77.51	13163	11116	64.65	11116	64.65
HPW189	37610	29977	79.7	29768	11574	30.77	11574	30.77
HPW190	45609	37243	81.66	37078	33326	73.07	33326	73.07
HPW191	49046	39977	81.51	39804	35700	72.79	35700	72.79
HPW192	42058	33381	79.37	33227	29940	71.19	29940	71.19
HPW193	11866	8473	71.41	8100	4515	38.05	4515	38.05
HPW194	12107	9220	76.15	9084	6403	52.89	6403	52.89
HPW195	21261	16420	77.23	16268	11640	54.75	11640	54.75
HPW196	23934	18576	77.61	18477	15804	66.03	15804	66.03
HPW201	69817	56701	81.21	56605	54595	78.2	54595	78.2
HPW202	45805	36831	80.41	36716	34314	74.91	34314	74.91
HPW203	30674	25241	82.29	24946	20636	67.28	20636	67.28
HPW204	30437	24731	81.25	24586	22929	75.33	22929	75.33
HPW205	24456	20099	82.18	19966	17834	72.92	17834	72.92
HPW206	41647	34705	83.33	34548	32129	77.15	32129	77.15
HPW207	22702	19380	85.37	19136	15850	69.82	15850	69.82
HPW208	40821	33320	81.62	33142	23627	57.88	23622	57.87
HPW209	55445	45128	81.39	44933	40618	73.26	40618	73.26
HPW210	38244	31666	82.8	31567	30780	80.48	30780	80.48
HPW211	40429	33171	82.05	33047	30700	75.94	30700	75.94
HPW212	35063	28189	80.4	28048	16290	46.46	16290	46.46
HPW213	35777	28764	80.4	28625	17116	47.84	17116	47.84
HPW214	31032	25869	83.36	25662	22976	74.04	22976	74.04
HPW215	37103	30975	83.48	30819	27891	75.17	27891	75.17
HPW216	64156	50429	78.6	50326	47763	74.45	47763	74.45
HPW217	48838	41363	84.69	41267	34252	70.13	34252	70.13
HPW218	48640	41212	84.73	41087	38254	78.65	38254	78.65
HPW219	19131	15549	81.28	15432	13987	73.11	13987	73.11
HPW220	31724	26591	83.82	26488	25055	78.98	25055	78.98
HPW221	21016	16745	79.68	16562	11163	53.12	11163	53.12
HPW222	21419	17834	83.26	17717	16361	76.39	16361	76.39
HPW223	40534	34289	84.59	34093	29307	72.3	29298	72.28
HPW224	42442	36793	86.69	36631	25805	60.8	25805	60.8
HPW225	63453	52257	82.36	52117	49829	78.53	49829	78.53
HPW226	48905	40630	83.08	40489	38615	78.96	38615	78.96
HPW227	32730	27477	83.95	27334	26027	79.52	26027	79.52
HPW228	55607	44787	80.54	44677	42233	75.95	42233	75.95
HPW229	59740	46042	77.07	45931	42910	71.83	42910	71.83
HPW230	42589	35538	83.44	35383	18940	44.47	18936	44.46
HPW231	43492	37241	85.63	37035	33259	76.47	33259	76.47
HPW232	67770	54622	80.6	54515	52101	76.88	52101	76.88
HPW233	26689	21080	78.98	20849	15389	57.66	15389	57.66
HPW234	57183	46227	80.84	46101	42898	75.02	42898	75.02
HPW235	50690	41588	82.04	41428	37973	74.91	37973	74.91
HPW236	21286	16598	77.98	16413	13675	64.24	13675	64.24
HPW237	52203	43103	82.57	42973	38888	74.49	38888	74.49
HPW238	43569	34860	80.01	34604	28245	64.83	28245	64.83
HPW239	28751	23674	82.34	23453	20685	71.95	20685	71.95
HPW240	40898	34101	83.38	33973	21974	53.73	21974	53.73
HPW241	39501	33044	83.65	32913	29422	74.48	29422	74.48
HPW242	48590	41115	84.62	40980	39234	80.75	39234	80.75
HPW243	19102	15279	79.99	15058	12921	67.64	12921	67.64
HPW244	34592	28682	82.92	28515	27070	78.26	27070	78.26
HPW245	41685	35238	84.53	35029	32158	77.15	32158	77.15
HPW246	32472	26261	80.87	26046	19668	60.57	19668	60.57
HPW247	29480	23122	78.43	22942	19773	67.07	19773	67.07
HPW248	47864	39281	82.07	39127	37063	77.43	37063	77.43
HPW249	63689	52283	82.09	52124	49667	77.98	49667	77.98
HPW250	39196	32567	83.09	32386	29605	75.53	29605	75.53
HPW251	60061	47916	79.78	47801	43473	72.38	43473	72.38
HPW252	20312	15737	77.48	15602	13029	64.14	13029	64.14
HPW253	55219	45129	81.73	45015	43018	77.9	43018	77.9
HPW254	36076	27713	76.82	27510	16707	46.31	16707	46.31
HPW255	25835	20862	80.75	20696	16593	64.23	16593	64.23
HPW256	21851	16660	76.24	16520	11923	54.57	11923	54.57
HPW257	39684	32943	83.01	32733	22599	56.95	22599	56.95
HPW258	69866	58754	84.1	58652	56444	80.79	56444	80.79
HPW259	39493	33550	84.95	33345	28346	71.77	28346	71.77
HPW260	28283	23341	82.53	23142	20054	70.9	20054	70.9
HPW261	28127	23008	81.8	22836	19570	69.58	19570	69.58
HPW262	43627	35109	80.48	34887	28508	65.34	28508	65.34
HPW263	64116	49209	76.75	49102	48019	74.89	48019	74.89
HPW264	63051	47409	75.19	47289	45009	71.39	45009	71.39
HPW265	23033	17577	76.31	17448	13825	60.02	13825	60.02
HPW266	32727	26469	80.88	26276	23452	71.66	23452	71.66
HPW267	24435	19807	81.06	19661	15279	62.53	15279	62.53
HPW268	37324	30594	81.97	30423	27354	73.29	27354	73.29
HPW269	46023	36426	79.15	36299	31459	68.35	31459	68.35
HPW270	1046	486	46.46	471	445	42.54	445	42.54
HPW271	144901	118584	81.84	118270	102662	70.85	102662	70.85
HPW272	50538	40571	80.28	40383	36070	71.37	36070	71.37
HPW273	79582	64967	81.64	64819	61786	77.64	61786	77.64
HPW274	31093	24799	79.76	24630	17985	57.84	17985	57.84
HPW275	46721	38300	81.98	37941	16315	34.92	16315	34.92
HPW276	30830	24779	80.37	24616	20747	67.29	20747	67.29
HPW277	72062	55606	77.16	55425	42322	58.73	42322	58.73
HPW278	60389	49877	82.59	49749	47628	78.87	47628	78.87
HPW279	28064	21566	76.85	21374	15552	55.42	15552	55.42
HPW280	37912	30381	80.14	30185	25557	67.41	25557	67.41
HPW281	58525	48255	82.45	48067	39743	67.91	39743	67.91
HPW282	44262	37503	84.73	37343	34590	78.15	34590	78.15
HPW283	40726	33456	82.15	33331	27900	68.51	27900	68.51
HPW284	51674	43870	84.9	43695	37560	72.69	37560	72.69
HPW285	56724	46993	82.85	46884	44118	77.78	44118	77.78
HPW286	38493	32093	83.37	31914	26307	68.34	26307	68.34
HPW287	36206	31123	85.96	30925	27446	75.81	27446	75.81
HPW288	45363	37724	83.16	37559	33299	73.41	33299	73.41
HPW289	58737	47124	80.23	46913	39854	67.85	39854	67.85
HPW290	33551	26800	79.88	26611	22318	66.52	22318	66.52
HPW291	60755	49212	81	49089	13128	21.61	13128	21.61
HPW292	18995	14310	75.34	14140	11839	62.33	11839	62.33
HPW293	47966	39175	81.67	39034	37161	77.47	37161	77.47
HPW294	42574	36378	85.45	35999	22730	53.39	22730	53.39
HPW295	35965	29588	82.27	29382	24061	66.9	24061	66.9
HPW296	28654	22550	78.7	22440	19793	69.08	19793	69.08
HPW301	69262	56475	81.54	56347	53357	77.04	53357	77.04
HPW302	96340	72608	75.37	72500	70815	73.51	70815	73.51
HPW303	45464	24218	53.27	24136	23085	50.78	23085	50.78
HPW304	86546	54221	62.65	54105	52791	61	52791	61
HPW305	29036	22686	78.13	22566	20191	69.54	20191	69.54
HPW306	27791	22977	82.68	22784	20529	73.87	20529	73.87
HPW307	44661	36577	81.9	36468	35467	79.41	35467	79.41
HPW308	51874	42473	81.88	41658	7866	15.16	7866	15.16
HPW309	37782	30879	81.73	30777	29149	77.15	29149	77.15
HPW310	48420	39530	81.64	39410	28603	59.07	28603	59.07
HPW311	40380	34099	84.45	33912	29316	72.6	29316	72.6
HPW312	24850	21330	85.84	21134	18852	75.86	18852	75.86
HPW313	49436	41680	84.31	41503	30628	61.95	30628	61.95
HPW314	33037	27534	83.34	27367	22423	67.87	22423	67.87
HPW315	60001	50673	84.45	50442	43825	73.04	43825	73.04
HPW316	81639	68032	83.33	67888	64307	78.77	64307	78.77
HPW317	37392	30102	80.5	29979	27698	74.07	27698	74.07
HPW318	47375	40408	85.29	40170	35290	74.49	35282	74.47
HPW319	69610	59321	85.22	59220	57539	82.66	57539	82.66
HPW320	28300	23476	82.95	23357	12634	44.64	12634	44.64
HPW321	77915	59633	76.54	59476	48042	61.66	48042	61.66
HPW322	65610	47675	72.66	47597	45944	70.03	45944	70.03
