"Bleaching.Score","PLUG.ID","Timepoint","Treatment","Species","Group","SpGroup"
"24",-15.0099120057629,"1045","Week9","ATAC","Pocillopora","Week9 ATAC Pocillopora","ATAC Pocillopora"
"25",-15.4298953827098,"1045","Week10","ATAC","Pocillopora","Week10 ATAC Pocillopora","ATAC Pocillopora"
"26",-12.6076029187444,"1045","Week11","ATAC","Pocillopora","Week11 ATAC Pocillopora","ATAC Pocillopora"
"27",-8.71862075613386,"1045","Week12","ATAC","Pocillopora","Week12 ATAC Pocillopora","ATAC Pocillopora"
"28",5.50089146947483,"1046","Week1","ATAC","Pocillopora","Week1 ATAC Pocillopora","ATAC Pocillopora"
"29",20.8574979898267,"1046","Week2","ATAC","Pocillopora","Week2 ATAC Pocillopora","ATAC Pocillopora"
"30",-7.27608708088154,"1046","Week3","ATAC","Pocillopora","Week3 ATAC Pocillopora","ATAC Pocillopora"
"31",4.16492583136407,"1046","Week4","ATAC","Pocillopora","Week4 ATAC Pocillopora","ATAC Pocillopora"
"32",-9.66477223078778,"1047","Week2","ATAC","Pocillopora","Week2 ATAC Pocillopora","ATAC Pocillopora"
"33",-8.29383935156372,"1048","Week1","ATAC","Pocillopora","Week1 ATAC Pocillopora","ATAC Pocillopora"
"34",2.47244195340742,"1048","Week2","ATAC","Pocillopora","Week2 ATAC Pocillopora","ATAC Pocillopora"
"35",8.77242251806132,"1048","Week3","ATAC","Pocillopora","Week3 ATAC Pocillopora","ATAC Pocillopora"
"36",-6.53362537001943,"1048","Week4","ATAC","Pocillopora","Week4 ATAC Pocillopora","ATAC Pocillopora"
"37",-11.4879590279396,"1048","Week5","ATAC","Pocillopora","Week5 ATAC Pocillopora","ATAC Pocillopora"
"38",-13.1573461719095,"1048","Week6","ATAC","Pocillopora","Week6 ATAC Pocillopora","ATAC Pocillopora"
"39",-6.05422872510084,"1049","Week1","ATAC","Montipora","Week1 ATAC Montipora","ATAC Montipora"
"40",-14.653817549916,"1049","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"41",-14.4524414758092,"1049","Week3","ATAC","Montipora","Week3 ATAC Montipora","ATAC Montipora"
"42",-7.96395838875328,"1049","Week4","ATAC","Montipora","Week4 ATAC Montipora","ATAC Montipora"
"43",-12.1913008932995,"1049","Week5","ATAC","Montipora","Week5 ATAC Montipora","ATAC Montipora"
"44",-15.5688247017266,"1049","Week6","ATAC","Montipora","Week6 ATAC Montipora","ATAC Montipora"
"45",-15.5455750640199,"1049","Week7","ATAC","Montipora","Week7 ATAC Montipora","ATAC Montipora"
"46",-14.1349233911145,"1049","Week8","ATAC","Montipora","Week8 ATAC Montipora","ATAC Montipora"
"47",-14.2492468904389,"1049","Week9","ATAC","Montipora","Week9 ATAC Montipora","ATAC Montipora"
"48",-15.0476446993548,"1049","Week10","ATAC","Montipora","Week10 ATAC Montipora","ATAC Montipora"
"49",-12.920919852078,"1049","Week11","ATAC","Montipora","Week11 ATAC Montipora","ATAC Montipora"
"50",-11.2375374318688,"1049","Week12","ATAC","Montipora","Week12 ATAC Montipora","ATAC Montipora"
"51",-1.77376232597524,"1049","Week13","ATAC","Montipora","Week13 ATAC Montipora","ATAC Montipora"
"52",-14.6688193882489,"1049","Week14","ATAC","Montipora","Week14 ATAC Montipora","ATAC Montipora"
"53",-14.2911795324864,"1049","Week15","ATAC","Montipora","Week15 ATAC Montipora","ATAC Montipora"
"54",22.9170977556056,"1049","Week16","ATAC","Montipora","Week16 ATAC Montipora","ATAC Montipora"
"55",1.8594910127092,"1051","Week2","ATAC","Pocillopora","Week2 ATAC Pocillopora","ATAC Pocillopora"
"56",-14.6177111155977,"1051","Week3","ATAC","Pocillopora","Week3 ATAC Pocillopora","ATAC Pocillopora"
"57",-11.9078372186533,"1051","Week4","ATAC","Pocillopora","Week4 ATAC Pocillopora","ATAC Pocillopora"
"58",-12.7281304368274,"1052","Week1","ATAC","Montipora","Week1 ATAC Montipora","ATAC Montipora"
"59",-14.6787801973344,"1052","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"60",-14.6850240374286,"1052","Week3","ATAC","Montipora","Week3 ATAC Montipora","ATAC Montipora"
"61",-10.3290384965311,"1052","Week4","ATAC","Montipora","Week4 ATAC Montipora","ATAC Montipora"
"62",2.31817907584462,"1052","Week5","ATAC","Montipora","Week5 ATAC Montipora","ATAC Montipora"
"63",-8.80753339036368,"1052","Week6","ATAC","Montipora","Week6 ATAC Montipora","ATAC Montipora"
"64",-12.2980815670397,"1052","Week7","ATAC","Montipora","Week7 ATAC Montipora","ATAC Montipora"
"65",-4.82854266367736,"1052","Week8","ATAC","Montipora","Week8 ATAC Montipora","ATAC Montipora"
"66",-12.6641798984804,"1052","Week9","ATAC","Montipora","Week9 ATAC Montipora","ATAC Montipora"
"67",-13.1176544675906,"1052","Week10","ATAC","Montipora","Week10 ATAC Montipora","ATAC Montipora"
"68",-11.9272612489338,"1052","Week11","ATAC","Montipora","Week11 ATAC Montipora","ATAC Montipora"
"69",-10.8600164874336,"1052","Week12","ATAC","Montipora","Week12 ATAC Montipora","ATAC Montipora"
"70",-13.7875733958104,"1053","Week1","ATAC","Montipora","Week1 ATAC Montipora","ATAC Montipora"
"71",-14.4607605745035,"1053","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"72",-14.5320888829609,"1053","Week3","ATAC","Montipora","Week3 ATAC Montipora","ATAC Montipora"
"73",-10.5224732082485,"1053","Week4","ATAC","Montipora","Week4 ATAC Montipora","ATAC Montipora"
"74",-1.81918081916806,"1053","Week5","ATAC","Montipora","Week5 ATAC Montipora","ATAC Montipora"
"75",-8.74934887335186,"1053","Week6","ATAC","Montipora","Week6 ATAC Montipora","ATAC Montipora"
"76",-12.2884902420876,"1053","Week7","ATAC","Montipora","Week7 ATAC Montipora","ATAC Montipora"
"77",-7.73337323332357,"1053","Week8","ATAC","Montipora","Week8 ATAC Montipora","ATAC Montipora"
"78",-7.25556798201165,"1053","Week9","ATAC","Montipora","Week9 ATAC Montipora","ATAC Montipora"
"79",-4.42045633983067,"1053","Week10","ATAC","Montipora","Week10 ATAC Montipora","ATAC Montipora"
"80",-13.1104484348794,"1053","Week11","ATAC","Montipora","Week11 ATAC Montipora","ATAC Montipora"
"81",-14.3872132654713,"1053","Week12","ATAC","Montipora","Week12 ATAC Montipora","ATAC Montipora"
"82",-14.3073679653597,"1055","Week1","ATAC","Montipora","Week1 ATAC Montipora","ATAC Montipora"
"83",-15.0498256674454,"1055","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"84",-13.9434027047738,"1055","Week3","ATAC","Montipora","Week3 ATAC Montipora","ATAC Montipora"
"85",-14.8939990826485,"1055","Week4","ATAC","Montipora","Week4 ATAC Montipora","ATAC Montipora"
"86",-4.30292703456919,"1055","Week5","ATAC","Montipora","Week5 ATAC Montipora","ATAC Montipora"
"87",-12.8512117742432,"1055","Week6","ATAC","Montipora","Week6 ATAC Montipora","ATAC Montipora"
"88",-12.6965033962717,"1055","Week7","ATAC","Montipora","Week7 ATAC Montipora","ATAC Montipora"
"89",-9.51395814525679,"1055","Week8","ATAC","Montipora","Week8 ATAC Montipora","ATAC Montipora"
"90",-8.85581322869769,"1055","Week9","ATAC","Montipora","Week9 ATAC Montipora","ATAC Montipora"
"91",-13.1772364938194,"1055","Week10","ATAC","Montipora","Week10 ATAC Montipora","ATAC Montipora"
"92",-13.3497835205061,"1055","Week11","ATAC","Montipora","Week11 ATAC Montipora","ATAC Montipora"
"93",-11.7721852207923,"1055","Week12","ATAC","Montipora","Week12 ATAC Montipora","ATAC Montipora"
"94",-14.9741229913081,"1055","Week13","ATAC","Montipora","Week13 ATAC Montipora","ATAC Montipora"
"95",-14.4146596602683,"1055","Week14","ATAC","Montipora","Week14 ATAC Montipora","ATAC Montipora"
"96",-12.943438566283,"1055","Week15","ATAC","Montipora","Week15 ATAC Montipora","ATAC Montipora"
"97",-12.2574627742128,"1055","Week16","ATAC","Montipora","Week16 ATAC Montipora","ATAC Montipora"
"98",-11.544978598816,"1056","Week1","ATAC","Pocillopora","Week1 ATAC Pocillopora","ATAC Pocillopora"
"99",-13.7416207594441,"1056","Week2","ATAC","Pocillopora","Week2 ATAC Pocillopora","ATAC Pocillopora"
"100",-1.441586996097,"1056","Week3","ATAC","Pocillopora","Week3 ATAC Pocillopora","ATAC Pocillopora"
"101",-11.2702806130903,"1056","Week4","ATAC","Pocillopora","Week4 ATAC Pocillopora","ATAC Pocillopora"
"102",-14.2662384589392,"1056","Week5","ATAC","Pocillopora","Week5 ATAC Pocillopora","ATAC Pocillopora"
"103",-13.5882223937875,"1056","Week6","ATAC","Pocillopora","Week6 ATAC Pocillopora","ATAC Pocillopora"
"104",-8.33091481772808,"1056","Week7","ATAC","Pocillopora","Week7 ATAC Pocillopora","ATAC Pocillopora"
"105",-9.43030428849644,"1056","Week8","ATAC","Pocillopora","Week8 ATAC Pocillopora","ATAC Pocillopora"
"106",-9.60823449252832,"1056","Week9","ATAC","Pocillopora","Week9 ATAC Pocillopora","ATAC Pocillopora"
"107",-13.9931184072191,"1056","Week10","ATAC","Pocillopora","Week10 ATAC Pocillopora","ATAC Pocillopora"
"108",-14.4661565918506,"1056","Week11","ATAC","Pocillopora","Week11 ATAC Pocillopora","ATAC Pocillopora"
"109",-13.1500964054411,"1056","Week12","ATAC","Pocillopora","Week12 ATAC Pocillopora","ATAC Pocillopora"
"110",-10.939719469982,"1057","Week1","ATAC","Montipora","Week1 ATAC Montipora","ATAC Montipora"
"111",-13.86797839956,"1057","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"112",-14.5656924672264,"1057","Week3","ATAC","Montipora","Week3 ATAC Montipora","ATAC Montipora"
"113",-10.9640402703793,"1057","Week4","ATAC","Montipora","Week4 ATAC Montipora","ATAC Montipora"
"114",-6.73490195813356,"1057","Week5","ATAC","Montipora","Week5 ATAC Montipora","ATAC Montipora"
"115",-11.0907899384087,"1057","Week6","ATAC","Montipora","Week6 ATAC Montipora","ATAC Montipora"
"116",-11.1385179296436,"1057","Week7","ATAC","Montipora","Week7 ATAC Montipora","ATAC Montipora"
"117",-13.7206036678041,"1057","Week8","ATAC","Montipora","Week8 ATAC Montipora","ATAC Montipora"
"118",-9.56435219233615,"1057","Week9","ATAC","Montipora","Week9 ATAC Montipora","ATAC Montipora"
"119",-12.0858833714722,"1057","Week10","ATAC","Montipora","Week10 ATAC Montipora","ATAC Montipora"
"120",-11.0444236547733,"1057","Week11","ATAC","Montipora","Week11 ATAC Montipora","ATAC Montipora"
"121",-14.751169557097,"1057","Week12","ATAC","Montipora","Week12 ATAC Montipora","ATAC Montipora"
"122",-14.8166781255222,"1058","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"123",-12.3169442476701,"1063","Week1","ATAC","Montipora","Week1 ATAC Montipora","ATAC Montipora"
"124",-8.4627680637068,"1063","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"125",-11.8047831904118,"1063","Week3","ATAC","Montipora","Week3 ATAC Montipora","ATAC Montipora"
"126",-0.472747335082141,"1063","Week4","ATAC","Montipora","Week4 ATAC Montipora","ATAC Montipora"
"127",-5.9176667404569,"1063","Week5","ATAC","Montipora","Week5 ATAC Montipora","ATAC Montipora"
"128",-6.73702724999676,"1063","Week6","ATAC","Montipora","Week6 ATAC Montipora","ATAC Montipora"
"129",-6.12674234617321,"1063","Week7","ATAC","Montipora","Week7 ATAC Montipora","ATAC Montipora"
"130",-13.9015488501282,"1063","Week8","ATAC","Montipora","Week8 ATAC Montipora","ATAC Montipora"
"131",-2.58891415774596,"1063","Week9","ATAC","Montipora","Week9 ATAC Montipora","ATAC Montipora"
"132",-12.7688888136795,"1063","Week10","ATAC","Montipora","Week10 ATAC Montipora","ATAC Montipora"
"133",0.495890254200066,"1063","Week11","ATAC","Montipora","Week11 ATAC Montipora","ATAC Montipora"
"134",-9.0515863622405,"1063","Week12","ATAC","Montipora","Week12 ATAC Montipora","ATAC Montipora"
"135",-15.1019120989553,"1063","Week13","ATAC","Montipora","Week13 ATAC Montipora","ATAC Montipora"
"136",-14.8638976288436,"1063","Week14","ATAC","Montipora","Week14 ATAC Montipora","ATAC Montipora"
"137",-14.4397498867558,"1063","Week15","ATAC","Montipora","Week15 ATAC Montipora","ATAC Montipora"
"138",-14.4285387909189,"1063","Week16","ATAC","Montipora","Week16 ATAC Montipora","ATAC Montipora"
"139",-11.4460124313388,"1064","Week1","ATAC","Montipora","Week1 ATAC Montipora","ATAC Montipora"
"140",-10.2121853776647,"1064","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"141",-7.53555697110923,"1064","Week3","ATAC","Montipora","Week3 ATAC Montipora","ATAC Montipora"
"142",-3.50276571512819,"1064","Week4","ATAC","Montipora","Week4 ATAC Montipora","ATAC Montipora"
"143",-5.64891485842767,"1064","Week5","ATAC","Montipora","Week5 ATAC Montipora","ATAC Montipora"
"144",-8.81671022548176,"1064","Week6","ATAC","Montipora","Week6 ATAC Montipora","ATAC Montipora"
"145",-8.54401334128615,"1064","Week7","ATAC","Montipora","Week7 ATAC Montipora","ATAC Montipora"
"146",-6.92217257879987,"1064","Week8","ATAC","Montipora","Week8 ATAC Montipora","ATAC Montipora"
"147",-1.39343481818129,"1064","Week9","ATAC","Montipora","Week9 ATAC Montipora","ATAC Montipora"
"148",-9.87647302365788,"1064","Week10","ATAC","Montipora","Week10 ATAC Montipora","ATAC Montipora"
"149",-5.70969644855079,"1064","Week11","ATAC","Montipora","Week11 ATAC Montipora","ATAC Montipora"
"150",-14.2557784497772,"1064","Week12","ATAC","Montipora","Week12 ATAC Montipora","ATAC Montipora"
"151",-14.9173436563233,"1064","Week13","ATAC","Montipora","Week13 ATAC Montipora","ATAC Montipora"
"152",-14.7543410924534,"1064","Week14","ATAC","Montipora","Week14 ATAC Montipora","ATAC Montipora"
"153",-13.9645623951986,"1064","Week15","ATAC","Montipora","Week15 ATAC Montipora","ATAC Montipora"
"154",-14.3630925508498,"1064","Week16","ATAC","Montipora","Week16 ATAC Montipora","ATAC Montipora"
"155",-13.293764185614,"1065","Week1","ATAC","Montipora","Week1 ATAC Montipora","ATAC Montipora"
"156",-14.8964484717636,"1065","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"157",-15.4576565418674,"1065","Week3","ATAC","Montipora","Week3 ATAC Montipora","ATAC Montipora"
"158",-14.2724214192059,"1065","Week4","ATAC","Montipora","Week4 ATAC Montipora","ATAC Montipora"
"159",-12.0332913386726,"1065","Week5","ATAC","Montipora","Week5 ATAC Montipora","ATAC Montipora"
"160",-8.97527462428059,"1065","Week6","ATAC","Montipora","Week6 ATAC Montipora","ATAC Montipora"
"161",-12.2247000218773,"1071","Week1","HTHC","Montipora","Week1 HTHC Montipora","HTHC Montipora"
"162",-13.1547528454362,"1071","Week2","HTHC","Montipora","Week2 HTHC Montipora","HTHC Montipora"
"163",-14.3368461693267,"1071","Week3","HTHC","Montipora","Week3 HTHC Montipora","HTHC Montipora"
"164",-4.56727349373399,"1071","Week4","HTHC","Montipora","Week4 HTHC Montipora","HTHC Montipora"
"165",-8.80101973929353,"1071","Week5","HTHC","Montipora","Week5 HTHC Montipora","HTHC Montipora"
"166",10.2495138729737,"1071","Week6","HTHC","Montipora","Week6 HTHC Montipora","HTHC Montipora"
"167",-14.1980774450943,"1071","Week7","HTHC","Montipora","Week7 HTHC Montipora","HTHC Montipora"
"168",-11.9387664803999,"1071","Week8","HTHC","Montipora","Week8 HTHC Montipora","HTHC Montipora"
"169",-10.5178460213731,"1071","Week9","HTHC","Montipora","Week9 HTHC Montipora","HTHC Montipora"
"170",-9.69290429128862,"1071","Week10","HTHC","Montipora","Week10 HTHC Montipora","HTHC Montipora"
"171",-12.7799804517852,"1071","Week11","HTHC","Montipora","Week11 HTHC Montipora","HTHC Montipora"
"172",-6.8019789159671,"1071","Week12","HTHC","Montipora","Week12 HTHC Montipora","HTHC Montipora"
"173",-15.3649290829275,"1073","Week3","ATAC","Pocillopora","Week3 ATAC Pocillopora","ATAC Pocillopora"
"174",-5.94315681325794,"1073","Week4","ATAC","Pocillopora","Week4 ATAC Pocillopora","ATAC Pocillopora"
"175",-6.98142284828721,"1073","Week5","ATAC","Pocillopora","Week5 ATAC Pocillopora","ATAC Pocillopora"
"176",-14.358158979091,"1073","Week6","ATAC","Pocillopora","Week6 ATAC Pocillopora","ATAC Pocillopora"
"177",0.576270760442444,"1073","Week7","ATAC","Pocillopora","Week7 ATAC Pocillopora","ATAC Pocillopora"
"178",2.62279430724882,"1073","Week8","ATAC","Pocillopora","Week8 ATAC Pocillopora","ATAC Pocillopora"
"179",-11.5882000298832,"1073","Week9","ATAC","Pocillopora","Week9 ATAC Pocillopora","ATAC Pocillopora"
"180",1.85894028570999,"1073","Week10","ATAC","Pocillopora","Week10 ATAC Pocillopora","ATAC Pocillopora"
"181",-8.31127449675334,"1073","Week11","ATAC","Pocillopora","Week11 ATAC Pocillopora","ATAC Pocillopora"
"182",-9.63711430636466,"1073","Week12","ATAC","Pocillopora","Week12 ATAC Pocillopora","ATAC Pocillopora"
"183",-7.16911952651202,"1073","Week13","ATAC","Pocillopora","Week13 ATAC Pocillopora","ATAC Pocillopora"
"184",-5.42745010001052,"1073","Week14","ATAC","Pocillopora","Week14 ATAC Pocillopora","ATAC Pocillopora"
"185",-4.36674539415069,"1073","Week15","ATAC","Pocillopora","Week15 ATAC Pocillopora","ATAC Pocillopora"
"186",50.197779267672,"1073","Week16","ATAC","Pocillopora","Week16 ATAC Pocillopora","ATAC Pocillopora"
"187",-15.1465546761015,"1074","Week1","HTHC","Montipora","Week1 HTHC Montipora","HTHC Montipora"
"188",-10.7095727806641,"1074","Week2","HTHC","Montipora","Week2 HTHC Montipora","HTHC Montipora"
"189",-9.72741648295498,"1074","Week3","HTHC","Montipora","Week3 HTHC Montipora","HTHC Montipora"
"190",-12.7732180878329,"1074","Week4","HTHC","Montipora","Week4 HTHC Montipora","HTHC Montipora"
"191",-13.5093726868424,"1074","Week5","HTHC","Montipora","Week5 HTHC Montipora","HTHC Montipora"
"192",-0.701200606758551,"1074","Week6","HTHC","Montipora","Week6 HTHC Montipora","HTHC Montipora"
"193",47.5921032365393,"1074","Week7","HTHC","Montipora","Week7 HTHC Montipora","HTHC Montipora"
"194",-1.56103839585364,"1074","Week8","HTHC","Montipora","Week8 HTHC Montipora","HTHC Montipora"
"195",-7.73327966267531,"1075","Week2","ATAC","Pocillopora","Week2 ATAC Pocillopora","ATAC Pocillopora"
"196",-1.24040916090822,"1075","Week3","ATAC","Pocillopora","Week3 ATAC Pocillopora","ATAC Pocillopora"
"197",-7.61821256841137,"1075","Week4","ATAC","Pocillopora","Week4 ATAC Pocillopora","ATAC Pocillopora"
"198",-11.7373457677145,"1075","Week5","ATAC","Pocillopora","Week5 ATAC Pocillopora","ATAC Pocillopora"
"199",-15.0496679080004,"1075","Week6","ATAC","Pocillopora","Week6 ATAC Pocillopora","ATAC Pocillopora"
"200",-12.5214446922107,"1075","Week7","ATAC","Pocillopora","Week7 ATAC Pocillopora","ATAC Pocillopora"
"201",-12.1882766858064,"1075","Week8","ATAC","Pocillopora","Week8 ATAC Pocillopora","ATAC Pocillopora"
"202",-7.55027383824,"1075","Week9","ATAC","Pocillopora","Week9 ATAC Pocillopora","ATAC Pocillopora"
"203",-11.6878087767805,"1075","Week10","ATAC","Pocillopora","Week10 ATAC Pocillopora","ATAC Pocillopora"
"204",-14.9979167910295,"1075","Week11","ATAC","Pocillopora","Week11 ATAC Pocillopora","ATAC Pocillopora"
"205",-10.9559916474542,"1075","Week12","ATAC","Pocillopora","Week12 ATAC Pocillopora","ATAC Pocillopora"
"206",-12.0405908497238,"1075","Week13","ATAC","Pocillopora","Week13 ATAC Pocillopora","ATAC Pocillopora"
"207",-6.75064817434848,"1075","Week14","ATAC","Pocillopora","Week14 ATAC Pocillopora","ATAC Pocillopora"
"208",-6.38006520415365,"1075","Week15","ATAC","Pocillopora","Week15 ATAC Pocillopora","ATAC Pocillopora"
"209",-5.12097357495225,"1075","Week16","ATAC","Pocillopora","Week16 ATAC Pocillopora","ATAC Pocillopora"
"210",-13.2448691139148,"1076","Week1","ATAC","Montipora","Week1 ATAC Montipora","ATAC Montipora"
"211",-14.234702770461,"1076","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"212",-14.7452239301414,"1076","Week3","ATAC","Montipora","Week3 ATAC Montipora","ATAC Montipora"
"213",-13.8907010748016,"1076","Week4","ATAC","Montipora","Week4 ATAC Montipora","ATAC Montipora"
"214",-1.64247641231344,"1076","Week5","ATAC","Montipora","Week5 ATAC Montipora","ATAC Montipora"
"215",-9.22579439880305,"1076","Week6","ATAC","Montipora","Week6 ATAC Montipora","ATAC Montipora"
"216",-14.2837819509519,"1076","Week7","ATAC","Montipora","Week7 ATAC Montipora","ATAC Montipora"
"217",-13.7836498706547,"1076","Week8","ATAC","Montipora","Week8 ATAC Montipora","ATAC Montipora"
"218",-13.8160597050713,"1076","Week9","ATAC","Montipora","Week9 ATAC Montipora","ATAC Montipora"
"219",-13.0869202220707,"1076","Week10","ATAC","Montipora","Week10 ATAC Montipora","ATAC Montipora"
"220",-13.7336420011132,"1076","Week11","ATAC","Montipora","Week11 ATAC Montipora","ATAC Montipora"
"221",-13.1914403068914,"1076","Week12","ATAC","Montipora","Week12 ATAC Montipora","ATAC Montipora"
"222",-12.4505361209395,"1078","Week1","HTHC","Montipora","Week1 HTHC Montipora","HTHC Montipora"
"223",-10.7417773614084,"1078","Week2","HTHC","Montipora","Week2 HTHC Montipora","HTHC Montipora"
"224",-1.80864659970238,"1078","Week3","HTHC","Montipora","Week3 HTHC Montipora","HTHC Montipora"
"225",-11.8185219914439,"1078","Week4","HTHC","Montipora","Week4 HTHC Montipora","HTHC Montipora"
"226",-10.3545984904482,"1078","Week5","HTHC","Montipora","Week5 HTHC Montipora","HTHC Montipora"
"227",-14.7471436731214,"1078","Week6","HTHC","Montipora","Week6 HTHC Montipora","HTHC Montipora"
"228",-10.5816468333436,"1081","Week1","ATAC","Montipora","Week1 ATAC Montipora","ATAC Montipora"
"229",-11.2353423894344,"1081","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"230",-15.5453742007761,"1081","Week3","ATAC","Montipora","Week3 ATAC Montipora","ATAC Montipora"
"231",-14.0338716791132,"1081","Week4","ATAC","Montipora","Week4 ATAC Montipora","ATAC Montipora"
"232",-6.63526506679073,"1081","Week5","ATAC","Montipora","Week5 ATAC Montipora","ATAC Montipora"
"233",7.33803663770699,"1081","Week6","ATAC","Montipora","Week6 ATAC Montipora","ATAC Montipora"
"234",-13.5917253895064,"1081","Week7","ATAC","Montipora","Week7 ATAC Montipora","ATAC Montipora"
"235",-5.49684335051148,"1081","Week8","ATAC","Montipora","Week8 ATAC Montipora","ATAC Montipora"
"236",-11.3140171333749,"1081","Week9","ATAC","Montipora","Week9 ATAC Montipora","ATAC Montipora"
"237",-7.63535631677642,"1081","Week10","ATAC","Montipora","Week10 ATAC Montipora","ATAC Montipora"
"238",-9.91137109285622,"1081","Week11","ATAC","Montipora","Week11 ATAC Montipora","ATAC Montipora"
"239",-13.9182177805094,"1081","Week12","ATAC","Montipora","Week12 ATAC Montipora","ATAC Montipora"
"240",-8.67096172766085,"1081","Week13","ATAC","Montipora","Week13 ATAC Montipora","ATAC Montipora"
"241",-14.6957691260831,"1081","Week14","ATAC","Montipora","Week14 ATAC Montipora","ATAC Montipora"
"242",-13.8641777719223,"1081","Week15","ATAC","Montipora","Week15 ATAC Montipora","ATAC Montipora"
"243",-7.9020791206692,"1081","Week16","ATAC","Montipora","Week16 ATAC Montipora","ATAC Montipora"
"244",-12.4942014052868,"1082","Week2","HTHC","Montipora","Week2 HTHC Montipora","HTHC Montipora"
"245",-15.4338369177838,"1082","Week3","HTHC","Montipora","Week3 HTHC Montipora","HTHC Montipora"
"246",-8.19749293611521,"1082","Week4","HTHC","Montipora","Week4 HTHC Montipora","HTHC Montipora"
"247",-13.8162316185183,"1083","Week2","ATAC","Montipora","Week2 ATAC Montipora","ATAC Montipora"
"248",-11.8254577574139,"1083","Week3","ATAC","Montipora","Week3 ATAC Montipora","ATAC Montipora"
"249",-11.7324932715235,"1083","Week4","ATAC","Montipora","Week4 ATAC Montipora","ATAC Montipora"
"250",-13.2039534538904,"1084","Week1","ATAC","Pocillopora","Week1 ATAC Pocillopora","ATAC Pocillopora"
"251",-14.8842189545721,"1084","Week2","ATAC","Pocillopora","Week2 ATAC Pocillopora","ATAC Pocillopora"
"252",-11.1185081879808,"1084","Week3","ATAC","Pocillopora","Week3 ATAC Pocillopora","ATAC Pocillopora"
"253",-15.4288456276207,"1084","Week4","ATAC","Pocillopora","Week4 ATAC Pocillopora","ATAC Pocillopora"
"254",-14.4441154195437,"1084","Week5","ATAC","Pocillopora","Week5 ATAC Pocillopora","ATAC Pocillopora"
"255",-4.67952873512634,"1084","Week6","ATAC","Pocillopora","Week6 ATAC Pocillopora","ATAC Pocillopora"
